sample_id	canonical_gene	best_allele	percent_identity	whole_locus_query_coverage	pubmlst_allele_coverage	alignment_length_nt	gaps	mismatches	query_length_nt	allele_length_nt	query_start	query_end	allele_start	allele_end	evalue	bitscore	qc_status	failure_code
GCA_050506995.1	yqiL	yqiL_6	1.0	0.18076285240464346	1.0	436	0	0	2412	436	95	530	1	436	0.0	787	PASS	
GCA_050507065.1	yqiL	yqiL_6	1.0	0.18076285240464346	1.0	436	0	0	2412	436	95	530	1	436	0.0	787	PASS	
GCA_050507075.1	yqiL	yqiL_5	1.0	0.18076285240464346	1.0	436	0	0	2412	436	95	530	1	436	0.0	787	PASS	
GCA_050507105.1	yqiL	yqiL_5	1.0	0.18076285240464346	1.0	436	0	0	2412	436	95	530	1	436	0.0	787	PASS	
GCA_050516645.1	yqiL	yqiL_7	1.0	0.18076285240464346	1.0	436	0	0	2412	436	95	530	1	436	0.0	787	PASS	
GCA_050516655.1	yqiL	yqiL_7	1.0	0.18076285240464346	1.0	436	0	0	2412	436	95	530	1	436	0.0	787	PASS	
GCA_050516665.1	yqiL	yqiL_6	1.0	0.18076285240464346	1.0	436	0	0	2412	436	95	530	1	436	0.0	787	PASS	
GCA_050516675.1	yqiL	yqiL_6	1.0	0.18076285240464346	1.0	436	0	0	2412	436	95	530	1	436	0.0	787	PASS	
GCF_049262565.1	yqiL	yqiL_1	1.0	0.18076285240464346	1.0	436	0	0	2412	436	95	530	1	436	0.0	787	PASS	
GCF_053117575.1	yqiL	yqiL_6	1.0	0.18076285240464346	1.0	436	0	0	2412	436	95	530	1	436	0.0	787	PASS	
GCF_053117585.1	yqiL	yqiL_6	1.0	0.18076285240464346	1.0	436	0	0	2412	436	95	530	1	436	0.0	787	PASS	
GCF_053117655.1	yqiL	yqiL_6	1.0	0.18076285240464346	1.0	436	0	0	2412	436	95	530	1	436	0.0	787	PASS	
GCF_053117665.1	yqiL	yqiL_7	1.0	0.18076285240464346	1.0	436	0	0	2412	436	95	530	1	436	0.0	787	PASS	
GCF_053117675.1	yqiL	yqiL_6	1.0	0.18076285240464346	1.0	436	0	0	2412	436	95	530	1	436	0.0	787	PASS	
GCF_053117685.1	yqiL	yqiL_6	1.0	0.18076285240464346	1.0	436	0	0	2412	436	95	530	1	436	0.0	787	PASS	
GCF_053117695.1	yqiL	yqiL_4	1.0	0.18076285240464346	1.0	436	0	0	2412	436	95	530	1	436	0.0	787	PASS	
GCF_053117705.1	yqiL	yqiL_6	1.0	0.18076285240464346	1.0	436	0	0	2412	436	95	530	1	436	0.0	787	PASS	
GCF_906464925.1	yqiL	yqiL_1	1.0	0.18076285240464346	1.0	436	0	0	2412	436	95	530	1	436	0.0	787	PASS	
