Raw_record_ID,Raw_row_in_file,Genome,Source,Gene,Method,Class,Subclass,Contig_ID,Coverage_reference_percent,Identity_reference_percent,Start,Stop,Strand
GCA_050506745.1:8,8,GCA_050506745.1,Bacteraemia,vanH-B,BLASTX,GLYCOPEPTIDE,VANCOMYCIN,CP175276.1,100,99.38,2122600,2123568,-
GCA_050506745.1:9,9,GCA_050506745.1,Bacteraemia,vanW-B,EXACTX,GLYCOPEPTIDE,VANCOMYCIN,CP175276.1,100,100,2123568,2124392,-
GCA_050506745.1:10,10,GCA_050506745.1,Bacteraemia,vanY-B,EXACTX,GLYCOPEPTIDE,VANCOMYCIN,CP175276.1,100,100,2124413,2125216,-
GCA_050506745.1:11,11,GCA_050506745.1,Bacteraemia,vanS-B,BLASTX,GLYCOPEPTIDE,VANCOMYCIN,CP175276.1,100,99.78,2125390,2126730,-
GCA_050506745.1:12,12,GCA_050506745.1,Bacteraemia,vanR-B,BLASTX,GLYCOPEPTIDE,VANCOMYCIN,CP175276.1,100,99.54,2126736,2127392,-
GCA_050506745.1:13,13,GCA_050506745.1,Bacteraemia,gyrA_S83I,POINTX,QUINOLONE,QUINOLONE,CP175276.1,100,99.76,2616774,2619272,-
GCA_050506745.1:14,14,GCA_050506745.1,Bacteraemia,tet(M),EXACTX,TETRACYCLINE,TETRACYCLINE,CP175276.1,100,100,2766269,2768185,-
GCA_050506745.1:15,15,GCA_050506745.1,Bacteraemia,tet(M),EXACTX,TETRACYCLINE,TETRACYCLINE,CP175276.1,100,100,3078520,3080436,-
GCA_050506745.1:16,16,GCA_050506745.1,Bacteraemia,erm(B),EXACTX,LINCOSAMIDE/MACROLIDE/STREPTOGRAMIN,CLINDAMYCIN/ERYTHROMYCIN/STREPTOGRAMIN B,CP175277.1,100,100,72716,73450,+
GCA_050506745.1:17,17,GCA_050506745.1,Bacteraemia,erm(B),EXACTX,LINCOSAMIDE/MACROLIDE/STREPTOGRAMIN,CLINDAMYCIN/ERYTHROMYCIN/STREPTOGRAMIN B,CP175277.1,100,100,101472,102206,+
GCA_050506745.1:18,18,GCA_050506745.1,Bacteraemia,ant(6)-Ia,EXACTX,AMINOGLYCOSIDE,STREPTOMYCIN,CP175277.1,100,100,105468,106373,+
GCA_050506745.1:19,19,GCA_050506745.1,Bacteraemia,sat4,EXACTX,STREPTOTHRICIN,STREPTOTHRICIN,CP175277.1,100,100,106373,106912,+
GCA_050506745.1:20,20,GCA_050506745.1,Bacteraemia,aph(3')-IIIa,EXACTX,AMINOGLYCOSIDE,AMIKACIN/KANAMYCIN,CP175277.1,100,100,107008,107799,+
GCA_050506755.1:1,1,GCA_050506755.1,Bacteraemia,vanR-B,BLASTX,GLYCOPEPTIDE,VANCOMYCIN,CP175273.1,100,99.54,232134,232790,+
GCA_050506755.1:2,2,GCA_050506755.1,Bacteraemia,vanS-B,BLASTX,GLYCOPEPTIDE,VANCOMYCIN,CP175273.1,100,99.78,232796,234136,+
GCA_050506755.1:3,3,GCA_050506755.1,Bacteraemia,vanY-B,EXACTX,GLYCOPEPTIDE,VANCOMYCIN,CP175273.1,100,100,234310,235113,+
GCA_050506755.1:4,4,GCA_050506755.1,Bacteraemia,vanW-B,EXACTX,GLYCOPEPTIDE,VANCOMYCIN,CP175273.1,100,100,235134,235958,+
GCA_050506755.1:5,5,GCA_050506755.1,Bacteraemia,vanH-B,BLASTX,GLYCOPEPTIDE,VANCOMYCIN,CP175273.1,100,99.38,235958,236926,+
GCA_050506755.1:6,6,GCA_050506755.1,Bacteraemia,vanB,BLASTX,GLYCOPEPTIDE,VANCOMYCIN,CP175273.1,100,99.42,236922,237947,+
GCA_050506755.1:7,7,GCA_050506755.1,Bacteraemia,vanX-B,EXACTX,GLYCOPEPTIDE,VANCOMYCIN,CP175273.1,100,100,237956,238561,+
GCA_050506755.1:8,8,GCA_050506755.1,Bacteraemia,aac(6')-Ie/aph(2'')-Ia,EXACTX,AMINOGLYCOSIDE,AMIKACIN/GENTAMICIN/KANAMYCIN/TOBRAMYCIN,CP175273.1,100,100,344234,345670,+
GCA_050506755.1:9,9,GCA_050506755.1,Bacteraemia,parC_S80I,POINTX,QUINOLONE,QUINOLONE,CP175273.1,100,99.76,1313581,1316040,-
GCA_050506755.1:10,10,GCA_050506755.1,Bacteraemia,dfrF,EXACTX,TRIMETHOPRIM,TRIMETHOPRIM,CP175273.1,100,100,1503830,1504321,-
GCA_050506755.1:11,11,GCA_050506755.1,Bacteraemia,dfrF,EXACTX,TRIMETHOPRIM,TRIMETHOPRIM,CP175273.1,100,100,2175923,2176414,-
GCA_050506755.1:12,12,GCA_050506755.1,Bacteraemia,lsa(A),EXACTX,LINCOSAMIDE/STREPTOGRAMIN,LINCOSAMIDE/STREPTOGRAMIN,CP175273.1,100,100,2222509,2224002,-
GCA_050506755.1:13,13,GCA_050506755.1,Bacteraemia,tet(M),EXACTX,TETRACYCLINE,TETRACYCLINE,CP175273.1,100,100,2388242,2390158,+
GCA_050506755.1:14,14,GCA_050506755.1,Bacteraemia,tet(M),EXACTX,TETRACYCLINE,TETRACYCLINE,CP175273.1,100,100,2700493,2702409,+
GCA_050506755.1:15,15,GCA_050506755.1,Bacteraemia,gyrA_S83I,POINTX,QUINOLONE,QUINOLONE,CP175273.1,100,99.76,2849406,2851904,+
GCA_050506755.1:16,16,GCA_050506755.1,Bacteraemia,erm(B),EXACTX,LINCOSAMIDE/MACROLIDE/STREPTOGRAMIN,CLINDAMYCIN/ERYTHROMYCIN/STREPTOGRAMIN B,CP175274.1,100,100,22866,23600,+
GCA_050506765.1:1,1,GCA_050506765.1,Bacteraemia,erm(B),EXACTX,LINCOSAMIDE/MACROLIDE/STREPTOGRAMIN,CLINDAMYCIN/ERYTHROMYCIN/STREPTOGRAMIN B,CP175270.1,100,100,58544,59278,+
GCA_050506765.1:2,2,GCA_050506765.1,Bacteraemia,lsa(A),BLASTX,LINCOSAMIDE/STREPTOGRAMIN,LINCOSAMIDE/STREPTOGRAMIN,CP175271.1,100,99.6,2259337,2260830,-
GCA_050506765.1:3,3,GCA_050506765.1,Bacteraemia,tet(M),EXACTX,TETRACYCLINE,TETRACYCLINE,CP175271.1,100,100,2473420,2475336,+
GCA_050506775.1:1,1,GCA_050506775.1,Bacteraemia,lsa(A),BLASTX,LINCOSAMIDE/STREPTOGRAMIN,LINCOSAMIDE/STREPTOGRAMIN,CP175268.1,100,99.4,2276687,2278180,-
GCA_050506815.1:1,1,GCA_050506815.1,Bacteraemia,tet(M),EXACTX,TETRACYCLINE,TETRACYCLINE,CP175260.1,100,100,882208,884124,+
GCA_050506815.1:2,2,GCA_050506815.1,Bacteraemia,erm(B),EXACTX,LINCOSAMIDE/MACROLIDE/STREPTOGRAMIN,CLINDAMYCIN/ERYTHROMYCIN/STREPTOGRAMIN B,CP175260.1,100,100,1532501,1533235,-
GCA_050506815.1:4,4,GCA_050506815.1,Bacteraemia,aph(3')-IIIa,EXACTX,AMINOGLYCOSIDE,AMIKACIN/KANAMYCIN,CP175260.1,100,100,1538554,1539345,-
GCA_050506815.1:5,5,GCA_050506815.1,Bacteraemia,sat4,EXACTX,STREPTOTHRICIN,STREPTOTHRICIN,CP175260.1,100,100,1539441,1539980,-
GCA_050506815.1:7,7,GCA_050506815.1,Bacteraemia,aac(6')-Ie/aph(2'')-Ia,EXACTX,AMINOGLYCOSIDE,AMIKACIN/GENTAMICIN/KANAMYCIN/TOBRAMYCIN,CP175260.1,100,100,1540947,1542383,-
GCA_050506815.1:8,8,GCA_050506815.1,Bacteraemia,lsa(A),BLASTX,LINCOSAMIDE/STREPTOGRAMIN,LINCOSAMIDE/STREPTOGRAMIN,CP175260.1,100,99,2373913,2375406,-
GCA_050506825.1:1,1,GCA_050506825.1,Bacteraemia,lsa(A),BLASTX,LINCOSAMIDE/STREPTOGRAMIN,LINCOSAMIDE/STREPTOGRAMIN,CP175258.1,100,99.6,2368850,2370343,-
GCA_050506825.1:2,2,GCA_050506825.1,Bacteraemia,tet(M),EXACTX,TETRACYCLINE,TETRACYCLINE,CP175258.1,100,100,2582933,2584849,+
GCA_050506865.1:1,1,GCA_050506865.1,Bacteraemia,tet(M),EXACTX,TETRACYCLINE,TETRACYCLINE,CP175257.1,100,100,866922,868838,+
GCA_050506865.1:2,2,GCA_050506865.1,Bacteraemia,erm(B),EXACTX,LINCOSAMIDE/MACROLIDE/STREPTOGRAMIN,CLINDAMYCIN/ERYTHROMYCIN/STREPTOGRAMIN B,CP175257.1,100,100,1516099,1516833,-
GCA_050506865.1:4,4,GCA_050506865.1,Bacteraemia,aph(3')-IIIa,EXACTX,AMINOGLYCOSIDE,AMIKACIN/KANAMYCIN,CP175257.1,100,100,1522152,1522943,-
GCA_050506865.1:5,5,GCA_050506865.1,Bacteraemia,sat4,EXACTX,STREPTOTHRICIN,STREPTOTHRICIN,CP175257.1,100,100,1523039,1523578,-
GCA_050506865.1:7,7,GCA_050506865.1,Bacteraemia,aac(6')-Ie/aph(2'')-Ia,EXACTX,AMINOGLYCOSIDE,AMIKACIN/GENTAMICIN/KANAMYCIN/TOBRAMYCIN,CP175257.1,100,100,1524545,1525981,-
GCA_050506865.1:8,8,GCA_050506865.1,Bacteraemia,erm(B),EXACTX,LINCOSAMIDE/MACROLIDE/STREPTOGRAMIN,CLINDAMYCIN/ERYTHROMYCIN/STREPTOGRAMIN B,CP175257.1,100,100,1526811,1527545,-
GCA_050506865.1:9,9,GCA_050506865.1,Bacteraemia,lsa(A),BLASTX,LINCOSAMIDE/STREPTOGRAMIN,LINCOSAMIDE/STREPTOGRAMIN,CP175257.1,100,99.4,2318060,2319553,-
GCA_050506875.1:1,1,GCA_050506875.1,Bacteraemia,dfrG,EXACTX,TRIMETHOPRIM,TRIMETHOPRIM,CP175255.1,100,100,1615615,1616109,+
GCA_050506875.1:2,2,GCA_050506875.1,Bacteraemia,lsa(A),BLASTX,LINCOSAMIDE/STREPTOGRAMIN,LINCOSAMIDE/STREPTOGRAMIN,CP175255.1,100,98.8,2442869,2444362,-
GCA_050506875.1:3,3,GCA_050506875.1,Bacteraemia,erm(B),EXACTX,LINCOSAMIDE/MACROLIDE/STREPTOGRAMIN,CLINDAMYCIN/ERYTHROMYCIN/STREPTOGRAMIN B,CP175256.1,100,100,13739,14473,+
GCA_050506885.1:1,1,GCA_050506885.1,Bacteraemia,vanR-A,EXACTX,GLYCOPEPTIDE,VANCOMYCIN,CP175251.1,100,100,19411,20103,+
GCA_050506885.1:2,2,GCA_050506885.1,Bacteraemia,vanS-A,EXACTX,GLYCOPEPTIDE,VANCOMYCIN,CP175251.1,100,100,20084,21235,+
GCA_050506885.1:3,3,GCA_050506885.1,Bacteraemia,vanH-A,EXACTX,GLYCOPEPTIDE,VANCOMYCIN,CP175251.1,100,100,22960,23925,+
GCA_050506885.1:4,4,GCA_050506885.1,Bacteraemia,vanA,BLASTX,GLYCOPEPTIDE,VANCOMYCIN,CP175251.1,100,99.71,23921,24949,+
GCA_050506885.1:5,5,GCA_050506885.1,Bacteraemia,vanX-A,EXACTX,GLYCOPEPTIDE,VANCOMYCIN,CP175251.1,100,100,24958,25563,+
GCA_050506885.1:6,6,GCA_050506885.1,Bacteraemia,vanY-A,BLASTX,GLYCOPEPTIDE,VANCOMYCIN,CP175251.1,100,99.67,25994,26902,+
GCA_050506885.1:7,7,GCA_050506885.1,Bacteraemia,vanZ-A,EXACTX,GLYCOPEPTIDE,VANCOMYCIN,CP175251.1,100,100,27058,27540,+
GCA_050506885.1:8,8,GCA_050506885.1,Bacteraemia,erm(B),BLASTX,LINCOSAMIDE/MACROLIDE/STREPTOGRAMIN,CLINDAMYCIN/ERYTHROMYCIN/STREPTOGRAMIN B,CP175251.1,100,99.59,50146,50880,-
GCA_050506885.1:10,10,GCA_050506885.1,Bacteraemia,aac(6')-Ie/aph(2'')-Ia,EXACTX,AMINOGLYCOSIDE,AMIKACIN/GENTAMICIN/KANAMYCIN/TOBRAMYCIN,CP175253.1,100,100,53229,54665,+
GCA_050506885.1:11,11,GCA_050506885.1,Bacteraemia,gyrA_S83I,POINTX,QUINOLONE,QUINOLONE,CP175254.1,100,99.76,6617,9115,+
GCA_050506885.1:12,12,GCA_050506885.1,Bacteraemia,parC_S80I,POINTX,QUINOLONE,QUINOLONE,CP175254.1,100,99.63,1498226,1500685,-
GCA_050506885.1:13,13,GCA_050506885.1,Bacteraemia,lsa(A),BLASTX,LINCOSAMIDE/STREPTOGRAMIN,LINCOSAMIDE/STREPTOGRAMIN,CP175254.1,100,99.2,2457295,2458788,-
GCA_050506905.1:1,1,GCA_050506905.1,Bacteraemia,gyrA_S83I,POINTX,QUINOLONE,QUINOLONE,CP175239.1,100,99.76,6617,9115,+
GCA_050506905.1:2,2,GCA_050506905.1,Bacteraemia,parC_S80I,POINTX,QUINOLONE,QUINOLONE,CP175239.1,100,99.63,1489509,1491968,-
GCA_050506905.1:3,3,GCA_050506905.1,Bacteraemia,lsa(A),BLASTX,LINCOSAMIDE/STREPTOGRAMIN,LINCOSAMIDE/STREPTOGRAMIN,CP175239.1,100,98.8,2488559,2490052,-
GCA_050506905.1:4,4,GCA_050506905.1,Bacteraemia,tet(M),EXACTX,TETRACYCLINE,TETRACYCLINE,CP175239.1,100,100,2661769,2663685,+
GCA_050506905.1:6,6,GCA_050506905.1,Bacteraemia,vanS-A,EXACTX,GLYCOPEPTIDE,VANCOMYCIN,CP175240.1,100,100,6627,7778,+
GCA_050506905.1:7,7,GCA_050506905.1,Bacteraemia,vanH-A,EXACTX,GLYCOPEPTIDE,VANCOMYCIN,CP175240.1,100,100,11394,12359,+
GCA_050506905.1:8,8,GCA_050506905.1,Bacteraemia,vanA,BLASTX,GLYCOPEPTIDE,VANCOMYCIN,CP175240.1,99.71,99.71,12355,13380,+
GCA_050506905.1:9,9,GCA_050506905.1,Bacteraemia,vanX-A,EXACTX,GLYCOPEPTIDE,VANCOMYCIN,CP175240.1,100,100,15177,15782,+
GCA_050506905.1:10,10,GCA_050506905.1,Bacteraemia,vanY-A,BLASTX,GLYCOPEPTIDE,VANCOMYCIN,CP175240.1,99.67,98.34,16215,17120,+
GCA_050506905.1:11,11,GCA_050506905.1,Bacteraemia,vanZ-A,EXACTX,GLYCOPEPTIDE,VANCOMYCIN,CP175240.1,100,100,17276,17758,+
GCA_050506905.1:12,12,GCA_050506905.1,Bacteraemia,aac(6')-Ie/aph(2'')-Ia,EXACTX,AMINOGLYCOSIDE,AMIKACIN/GENTAMICIN/KANAMYCIN/TOBRAMYCIN,CP175241.1,100,100,4178,5614,+
GCA_050506905.1:13,13,GCA_050506905.1,Bacteraemia,erm(B),EXACTX,LINCOSAMIDE/MACROLIDE/STREPTOGRAMIN,CLINDAMYCIN/ERYTHROMYCIN/STREPTOGRAMIN B,CP175241.1,100,100,62997,63731,-
GCA_050506915.1:2,2,GCA_050506915.1,Bacteraemia,lsa(A),EXACTX,LINCOSAMIDE/STREPTOGRAMIN,LINCOSAMIDE/STREPTOGRAMIN,CP175237.1,100,100,2224445,2225938,-
GCA_050506925.1:1,1,GCA_050506925.1,Bacteraemia,lsa(A),EXACTX,LINCOSAMIDE/STREPTOGRAMIN,LINCOSAMIDE/STREPTOGRAMIN,CP175233.1,100,100,649188,650681,+
GCA_050506935.1:1,1,GCA_050506935.1,Bacteraemia,lsa(A),EXACTX,LINCOSAMIDE/STREPTOGRAMIN,LINCOSAMIDE/STREPTOGRAMIN,CP175230.1,100,100,589086,590579,+
GCA_050506985.1:1,1,GCA_050506985.1,Bacteraemia,lsa(A),EXACTX,LINCOSAMIDE/STREPTOGRAMIN,LINCOSAMIDE/STREPTOGRAMIN,CP175228.1,100,100,589086,590579,+
GCA_050506995.1:1,1,GCA_050506995.1,Bacteraemia,tet(M),EXACTX,TETRACYCLINE,TETRACYCLINE,CP175225.1,100,100,642814,644730,+
GCA_050506995.1:2,2,GCA_050506995.1,Bacteraemia,lsa(A),BLASTX,LINCOSAMIDE/STREPTOGRAMIN,LINCOSAMIDE/STREPTOGRAMIN,CP175225.1,100,99,2121417,2122910,-
GCA_050507065.1:1,1,GCA_050507065.1,Bacteraemia,lsa(A),BLASTX,LINCOSAMIDE/STREPTOGRAMIN,LINCOSAMIDE/STREPTOGRAMIN,CP175224.1,100,99,1386006,1387499,-
GCA_050507065.1:2,2,GCA_050507065.1,Bacteraemia,tet(M),EXACTX,TETRACYCLINE,TETRACYCLINE,CP175224.1,100,100,2806091,2808007,+
GCA_050507075.1:1,1,GCA_050507075.1,Bacteraemia,gyrA_S83I,POINTX,QUINOLONE,QUINOLONE,CP175221.1,100,99.76,6616,9114,+
GCA_050507075.1:2,2,GCA_050507075.1,Bacteraemia,aac(6')-Ie/aph(2'')-Ia,EXACTX,AMINOGLYCOSIDE,AMIKACIN/GENTAMICIN/KANAMYCIN/TOBRAMYCIN,CP175221.1,100,100,574282,575718,+
GCA_050507075.1:3,3,GCA_050507075.1,Bacteraemia,parC_S80I,POINTX,QUINOLONE,QUINOLONE,CP175221.1,100,99.76,1544791,1547250,-
GCA_050507075.1:4,4,GCA_050507075.1,Bacteraemia,dfrF,EXACTX,TRIMETHOPRIM,TRIMETHOPRIM,CP175221.1,100,100,1775065,1775556,-
GCA_050507075.1:5,5,GCA_050507075.1,Bacteraemia,dfrF,EXACTX,TRIMETHOPRIM,TRIMETHOPRIM,CP175221.1,100,100,2488024,2488515,-
GCA_050507075.1:6,6,GCA_050507075.1,Bacteraemia,lsa(A),EXACTX,LINCOSAMIDE/STREPTOGRAMIN,LINCOSAMIDE/STREPTOGRAMIN,CP175221.1,100,100,2534610,2536103,-
GCA_050507075.1:7,7,GCA_050507075.1,Bacteraemia,tet(M),EXACTX,TETRACYCLINE,TETRACYCLINE,CP175221.1,100,100,2700343,2702259,+
GCA_050507075.1:8,8,GCA_050507075.1,Bacteraemia,tet(M),EXACTX,TETRACYCLINE,TETRACYCLINE,CP175221.1,100,100,3012594,3014510,+
GCA_050507075.1:9,9,GCA_050507075.1,Bacteraemia,erm(B),EXACTX,LINCOSAMIDE/MACROLIDE/STREPTOGRAMIN,CLINDAMYCIN/ERYTHROMYCIN/STREPTOGRAMIN B,CP175222.1,100,100,32015,32749,+
GCA_050507075.1:10,10,GCA_050507075.1,Bacteraemia,ant(6)-Ia,EXACTX,AMINOGLYCOSIDE,STREPTOMYCIN,CP175222.1,100,100,36011,36916,+
GCA_050507075.1:11,11,GCA_050507075.1,Bacteraemia,sat4,EXACTX,STREPTOTHRICIN,STREPTOTHRICIN,CP175222.1,100,100,36916,37455,+
GCA_050507075.1:12,12,GCA_050507075.1,Bacteraemia,aph(3')-IIIa,EXACTX,AMINOGLYCOSIDE,AMIKACIN/KANAMYCIN,CP175222.1,100,100,37551,38342,+
GCA_050507105.1:1,1,GCA_050507105.1,Bacteraemia,gyrA_S83I,POINTX,QUINOLONE,QUINOLONE,CP175219.1,100,99.76,75201,77699,+
GCA_050507105.1:2,2,GCA_050507105.1,Bacteraemia,aac(6')-Ie/aph(2'')-Ia,EXACTX,AMINOGLYCOSIDE,AMIKACIN/GENTAMICIN/KANAMYCIN/TOBRAMYCIN,CP175219.1,100,100,642872,644308,+
GCA_050507105.1:3,3,GCA_050507105.1,Bacteraemia,parC_S80I,POINTX,QUINOLONE,QUINOLONE,CP175219.1,100,99.76,1613383,1615842,-
GCA_050507105.1:4,4,GCA_050507105.1,Bacteraemia,dfrF,EXACTX,TRIMETHOPRIM,TRIMETHOPRIM,CP175219.1,100,100,1843657,1844148,-
GCA_050507105.1:5,5,GCA_050507105.1,Bacteraemia,dfrF,EXACTX,TRIMETHOPRIM,TRIMETHOPRIM,CP175219.1,100,100,2556619,2557110,-
GCA_050507105.1:6,6,GCA_050507105.1,Bacteraemia,lsa(A),EXACTX,LINCOSAMIDE/STREPTOGRAMIN,LINCOSAMIDE/STREPTOGRAMIN,CP175219.1,100,100,2603205,2604698,-
GCA_050507105.1:7,7,GCA_050507105.1,Bacteraemia,tet(M),EXACTX,TETRACYCLINE,TETRACYCLINE,CP175219.1,100,100,2768938,2770854,+
GCA_050507105.1:8,8,GCA_050507105.1,Bacteraemia,tet(M),EXACTX,TETRACYCLINE,TETRACYCLINE,CP175219.1,100,100,3081189,3083105,+
GCA_050507105.1:9,9,GCA_050507105.1,Bacteraemia,aph(3')-IIIa,EXACTX,AMINOGLYCOSIDE,AMIKACIN/KANAMYCIN,CP175220.1,100,100,5888,6679,-
GCA_050507105.1:10,10,GCA_050507105.1,Bacteraemia,sat4,EXACTX,STREPTOTHRICIN,STREPTOTHRICIN,CP175220.1,100,100,6775,7314,-
GCA_050507105.1:11,11,GCA_050507105.1,Bacteraemia,ant(6)-Ia,EXACTX,AMINOGLYCOSIDE,STREPTOMYCIN,CP175220.1,100,100,7314,8219,-
GCA_050507105.1:12,12,GCA_050507105.1,Bacteraemia,erm(B),EXACTX,LINCOSAMIDE/MACROLIDE/STREPTOGRAMIN,CLINDAMYCIN/ERYTHROMYCIN/STREPTOGRAMIN B,CP175220.1,100,100,11481,12215,-
GCA_050516645.1:1,1,GCA_050516645.1,Bacteraemia,erm(B),EXACTX,LINCOSAMIDE/MACROLIDE/STREPTOGRAMIN,CLINDAMYCIN/ERYTHROMYCIN/STREPTOGRAMIN B,CP175406.1,100,100,193728,194462,-
GCA_050516645.1:2,2,GCA_050516645.1,Bacteraemia,catA,EXACTX,PHENICOL,CHLORAMPHENICOL,CP175406.1,100,100,197870,198514,+
GCA_050516645.1:11,11,GCA_050516645.1,Bacteraemia,lsa(A),BLASTX,LINCOSAMIDE/STREPTOGRAMIN,LINCOSAMIDE/STREPTOGRAMIN,CP175406.1,100,99,2126026,2127519,-
GCA_050516655.1:1,1,GCA_050516655.1,Bacteraemia,catA,EXACTX,PHENICOL,CHLORAMPHENICOL,CP175400.1,100,100,1323952,1324596,-
GCA_050516655.1:2,2,GCA_050516655.1,Bacteraemia,erm(B),EXACTX,LINCOSAMIDE/MACROLIDE/STREPTOGRAMIN,CLINDAMYCIN/ERYTHROMYCIN/STREPTOGRAMIN B,CP175400.1,100,100,1328004,1328738,+
GCA_050516655.1:3,3,GCA_050516655.1,Bacteraemia,lsa(A),BLASTX,LINCOSAMIDE/STREPTOGRAMIN,LINCOSAMIDE/STREPTOGRAMIN,CP175400.1,100,99,2364040,2365533,+
GCA_050516665.1:1,1,GCA_050516665.1,Bacteraemia,ant(6)-Ia,EXACTX,AMINOGLYCOSIDE,STREPTOMYCIN,CP175396.1,100,100,90354,91259,+
GCA_050516665.1:2,2,GCA_050516665.1,Bacteraemia,sat4,EXACTX,STREPTOTHRICIN,STREPTOTHRICIN,CP175396.1,100,100,91259,91798,+
GCA_050516665.1:3,3,GCA_050516665.1,Bacteraemia,aph(3')-IIIa,EXACTX,AMINOGLYCOSIDE,AMIKACIN/KANAMYCIN,CP175396.1,100,100,91894,92685,+
GCA_050516665.1:5,5,GCA_050516665.1,Bacteraemia,tet(M),EXACTX,TETRACYCLINE,TETRACYCLINE,CP175397.1,100,100,884800,886716,+
GCA_050516665.1:6,6,GCA_050516665.1,Bacteraemia,erm(B),EXACTX,LINCOSAMIDE/MACROLIDE/STREPTOGRAMIN,CLINDAMYCIN/ERYTHROMYCIN/STREPTOGRAMIN B,CP175397.1,100,100,1538337,1539071,-
GCA_050516665.1:7,7,GCA_050516665.1,Bacteraemia,lsa(A),BLASTX,LINCOSAMIDE/STREPTOGRAMIN,LINCOSAMIDE/STREPTOGRAMIN,CP175397.1,100,99,2371745,2373238,-
GCA_050516675.1:1,1,GCA_050516675.1,Bacteraemia,tet(M),EXACTX,TETRACYCLINE,TETRACYCLINE,CP175395.1,100,100,883672,885588,+
GCA_050516675.1:2,2,GCA_050516675.1,Bacteraemia,erm(B),EXACTX,LINCOSAMIDE/MACROLIDE/STREPTOGRAMIN,CLINDAMYCIN/ERYTHROMYCIN/STREPTOGRAMIN B,CP175395.1,100,100,1535692,1536426,-
GCA_050516675.1:3,3,GCA_050516675.1,Bacteraemia,lsa(A),BLASTX,LINCOSAMIDE/STREPTOGRAMIN,LINCOSAMIDE/STREPTOGRAMIN,CP175395.1,100,99,2403795,2405288,-
GCA_029011255.1:1,1,GCA_029011255.1,Reproductive,lsa(A),BLASTX,LINCOSAMIDE/STREPTOGRAMIN,LINCOSAMIDE/STREPTOGRAMIN,CP118048.1,100,99.2,2136910,2138403,-
GCA_029011395.1:1,1,GCA_029011395.1,Reproductive,tet(M),EXACTX,TETRACYCLINE,TETRACYCLINE,CP118057.1,100,100,153244,155160,+
GCA_029011395.1:2,2,GCA_029011395.1,Reproductive,lsa(A),BLASTX,LINCOSAMIDE/STREPTOGRAMIN,LINCOSAMIDE/STREPTOGRAMIN,CP118057.1,100,99.4,723597,725090,+
GCA_029011535.1:2,2,GCA_029011535.1,Reproductive,tet(S),EXACTX,TETRACYCLINE,TETRACYCLINE,CP118072.1,100,100,1930701,1932623,+
GCA_029011535.1:3,3,GCA_029011535.1,Reproductive,erm(B),EXACTX,LINCOSAMIDE/MACROLIDE/STREPTOGRAMIN,CLINDAMYCIN/ERYTHROMYCIN/STREPTOGRAMIN B,CP118073.1,100,100,54262,54996,-
GCA_029011745.1:1,1,GCA_029011745.1,Reproductive,tet(M),EXACTX,TETRACYCLINE,TETRACYCLINE,CP118085.1,100,100,312128,314044,+
GCF_049262565.1:1,1,GCF_049262565.1,Reproductive,lsa(A),EXACTX,LINCOSAMIDE/STREPTOGRAMIN,LINCOSAMIDE/STREPTOGRAMIN,NZ_CP185997.1,100,100,2333107,2334600,-
GCF_049262565.1:3,3,GCF_049262565.1,Reproductive,erm(B),EXACTX,LINCOSAMIDE/MACROLIDE/STREPTOGRAMIN,CLINDAMYCIN/ERYTHROMYCIN/STREPTOGRAMIN B,NZ_CP185999.1,100,100,21851,22585,+
GCF_053117575.1:1,1,GCF_053117575.1,Reproductive,tet(M),EXACTX,TETRACYCLINE,TETRACYCLINE,NZ_CP181216.1,100,100,883721,885637,+
GCF_053117575.1:2,2,GCF_053117575.1,Reproductive,erm(B),EXACTX,LINCOSAMIDE/MACROLIDE/STREPTOGRAMIN,CLINDAMYCIN/ERYTHROMYCIN/STREPTOGRAMIN B,NZ_CP181216.1,100,100,1535738,1536472,-
GCF_053117575.1:4,4,GCF_053117575.1,Reproductive,aph(3')-IIIa,EXACTX,AMINOGLYCOSIDE,AMIKACIN/KANAMYCIN,NZ_CP181216.1,100,100,1541791,1542582,-
GCF_053117575.1:5,5,GCF_053117575.1,Reproductive,sat4,EXACTX,STREPTOTHRICIN,STREPTOTHRICIN,NZ_CP181216.1,100,100,1542678,1543217,-
GCF_053117575.1:7,7,GCF_053117575.1,Reproductive,aac(6')-Ie/aph(2'')-Ia,EXACTX,AMINOGLYCOSIDE,AMIKACIN/GENTAMICIN/KANAMYCIN/TOBRAMYCIN,NZ_CP181216.1,100,100,1544184,1545620,-
GCF_053117575.1:8,8,GCF_053117575.1,Reproductive,erm(B),EXACTX,LINCOSAMIDE/MACROLIDE/STREPTOGRAMIN,CLINDAMYCIN/ERYTHROMYCIN/STREPTOGRAMIN B,NZ_CP181216.1,100,100,1546450,1547184,-
GCF_053117575.1:9,9,GCF_053117575.1,Reproductive,lsa(A),BLASTX,LINCOSAMIDE/STREPTOGRAMIN,LINCOSAMIDE/STREPTOGRAMIN,NZ_CP181216.1,100,99,2423346,2424839,-
GCF_053117585.1:1,1,GCF_053117585.1,Reproductive,dfrG,EXACTX,TRIMETHOPRIM,TRIMETHOPRIM,NZ_CP181214.1,100,100,159223,159717,+
GCF_053117585.1:2,2,GCF_053117585.1,Reproductive,tet(M),EXACTX,TETRACYCLINE,TETRACYCLINE,NZ_CP181214.1,100,100,911184,913100,+
