Heatmap_variant	Dimension	Item_1	Item_2	Item_1_accession	Item_2_accession	Distance	Item_1_cluster_order	Item_2_cluster_order	Distance_method	Scaling_normalisation	Linkage_method
clustered	rows (strains)	5034	C5844	GCF_053117655.1	GCA_050506755.1	0.75	49	69	binary Jaccard; joint absences ignored; zero union defined as distance 0	none; raw accepted-detection presence/absence values (0/1)	average (UPGMA)
clustered	rows (strains)	4953	C5844	GCF_053117665.1	GCA_050506755.1	0.7692307692307693	51	69	binary Jaccard; joint absences ignored; zero union defined as distance 0	none; raw accepted-detection presence/absence values (0/1)	average (UPGMA)
clustered	rows (strains)	4774	C5844	GCF_053117675.1	GCA_050506755.1	0.7894736842105263	45	69	binary Jaccard; joint absences ignored; zero union defined as distance 0	none; raw accepted-detection presence/absence values (0/1)	average (UPGMA)
clustered	rows (strains)	4638	C5844	GCF_053117685.1	GCA_050506755.1	0.6666666666666666	55	69	binary Jaccard; joint absences ignored; zero union defined as distance 0	none; raw accepted-detection presence/absence values (0/1)	average (UPGMA)
clustered	rows (strains)	4153	C5844	GCF_053117695.1	GCA_050506755.1	0.6363636363636364	32	69	binary Jaccard; joint absences ignored; zero union defined as distance 0	none; raw accepted-detection presence/absence values (0/1)	average (UPGMA)
clustered	rows (strains)	2819	C5844	GCF_053117705.1	GCA_050506755.1	0.6666666666666666	54	69	binary Jaccard; joint absences ignored; zero union defined as distance 0	none; raw accepted-detection presence/absence values (0/1)	average (UPGMA)
clustered	rows (strains)	BX5936	C5844	GCF_906464925.1	GCA_050506755.1	0.6153846153846154	72	69	binary Jaccard; joint absences ignored; zero union defined as distance 0	none; raw accepted-detection presence/absence values (0/1)	average (UPGMA)
clustered	rows (strains)	VSI48	C6411	GCA_029011255.1	GCA_050506765.1	0.6666666666666666	11	28	binary Jaccard; joint absences ignored; zero union defined as distance 0	none; raw accepted-detection presence/absence values (0/1)	average (UPGMA)
clustered	rows (strains)	VSI36	C6411	GCA_029011395.1	GCA_050506765.1	0.3333333333333333	25	28	binary Jaccard; joint absences ignored; zero union defined as distance 0	none; raw accepted-detection presence/absence values (0/1)	average (UPGMA)
clustered	rows (strains)	VSI19	C6411	GCA_029011535.1	GCA_050506765.1	0.6666666666666666	33	28	binary Jaccard; joint absences ignored; zero union defined as distance 0	none; raw accepted-detection presence/absence values (0/1)	average (UPGMA)
clustered	rows (strains)	VSI09	C6411	GCA_029011745.1	GCA_050506765.1	0.6666666666666666	1	28	binary Jaccard; joint absences ignored; zero union defined as distance 0	none; raw accepted-detection presence/absence values (0/1)	average (UPGMA)
clustered	rows (strains)	H820	C6411	GCA_050469755.1	GCA_050506765.1	0.7142857142857143	59	28	binary Jaccard; joint absences ignored; zero union defined as distance 0	none; raw accepted-detection presence/absence values (0/1)	average (UPGMA)
clustered	rows (strains)	H815	C6411	GCA_050471105.1	GCA_050506765.1	0.3333333333333333	26	28	binary Jaccard; joint absences ignored; zero union defined as distance 0	none; raw accepted-detection presence/absence values (0/1)	average (UPGMA)
clustered	rows (strains)	C1578	C6411	GCA_050472745.1	GCA_050506765.1	0.7	66	28	binary Jaccard; joint absences ignored; zero union defined as distance 0	none; raw accepted-detection presence/absence values (0/1)	average (UPGMA)
clustered	rows (strains)	C1577	C6411	GCA_050472755.1	GCA_050506765.1	0.5714285714285714	71	28	binary Jaccard; joint absences ignored; zero union defined as distance 0	none; raw accepted-detection presence/absence values (0/1)	average (UPGMA)
clustered	rows (strains)	C1555	C6411	GCA_050473345.1	GCA_050506765.1	0.6666666666666666	12	28	binary Jaccard; joint absences ignored; zero union defined as distance 0	none; raw accepted-detection presence/absence values (0/1)	average (UPGMA)
clustered	rows (strains)	C1554	C6411	GCA_050473355.1	GCA_050506765.1	0.3333333333333333	24	28	binary Jaccard; joint absences ignored; zero union defined as distance 0	none; raw accepted-detection presence/absence values (0/1)	average (UPGMA)
clustered	rows (strains)	C1539	C6411	GCA_050473905.1	GCA_050506765.1	0.7272727272727273	62	28	binary Jaccard; joint absences ignored; zero union defined as distance 0	none; raw accepted-detection presence/absence values (0/1)	average (UPGMA)
clustered	rows (strains)	C1473	C6411	GCA_050474485.1	GCA_050506765.1	0.6666666666666666	10	28	binary Jaccard; joint absences ignored; zero union defined as distance 0	none; raw accepted-detection presence/absence values (0/1)	average (UPGMA)
clustered	rows (strains)	C1472	C6411	GCA_050474495.1	GCA_050506765.1	0.5	60	28	binary Jaccard; joint absences ignored; zero union defined as distance 0	none; raw accepted-detection presence/absence values (0/1)	average (UPGMA)
clustered	rows (strains)	C1336	C6411	GCA_050475565.1	GCA_050506765.1	0.5	61	28	binary Jaccard; joint absences ignored; zero union defined as distance 0	none; raw accepted-detection presence/absence values (0/1)	average (UPGMA)
clustered	rows (strains)	C1329	C6411	GCA_050475575.1	GCA_050506765.1	0.25	31	28	binary Jaccard; joint absences ignored; zero union defined as distance 0	none; raw accepted-detection presence/absence values (0/1)	average (UPGMA)
clustered	rows (strains)	C1321	C6411	GCA_050476085.1	GCA_050506765.1	0.6666666666666666	9	28	binary Jaccard; joint absences ignored; zero union defined as distance 0	none; raw accepted-detection presence/absence values (0/1)	average (UPGMA)
clustered	rows (strains)	C8814	C6411	GCA_050480515.1	GCA_050506765.1	0.3333333333333333	23	28	binary Jaccard; joint absences ignored; zero union defined as distance 0	none; raw accepted-detection presence/absence values (0/1)	average (UPGMA)
clustered	rows (strains)	C8810	C6411	GCA_050481105.1	GCA_050506765.1	0.3333333333333333	22	28	binary Jaccard; joint absences ignored; zero union defined as distance 0	none; raw accepted-detection presence/absence values (0/1)	average (UPGMA)
clustered	rows (strains)	C2195	C6411	GCA_050481115.1	GCA_050506765.1	0.3333333333333333	21	28	binary Jaccard; joint absences ignored; zero union defined as distance 0	none; raw accepted-detection presence/absence values (0/1)	average (UPGMA)
clustered	rows (strains)	C2194	C6411	GCA_050481685.1	GCA_050506765.1	0.3333333333333333	20	28	binary Jaccard; joint absences ignored; zero union defined as distance 0	none; raw accepted-detection presence/absence values (0/1)	average (UPGMA)
clustered	rows (strains)	C1225	C6411	GCA_050481695.1	GCA_050506765.1	0.8421052631578947	41	28	binary Jaccard; joint absences ignored; zero union defined as distance 0	none; raw accepted-detection presence/absence values (0/1)	average (UPGMA)
clustered	rows (strains)	C1224	C6411	GCA_050482265.1	GCA_050506765.1	0.8421052631578947	42	28	binary Jaccard; joint absences ignored; zero union defined as distance 0	none; raw accepted-detection presence/absence values (0/1)	average (UPGMA)
clustered	rows (strains)	C8816	C6411	GCA_050485045.1	GCA_050506765.1	0.8666666666666667	43	28	binary Jaccard; joint absences ignored; zero union defined as distance 0	none; raw accepted-detection presence/absence values (0/1)	average (UPGMA)
clustered	rows (strains)	C8811	C6411	GCA_050485055.1	GCA_050506765.1	0.8461538461538461	44	28	binary Jaccard; joint absences ignored; zero union defined as distance 0	none; raw accepted-detection presence/absence values (0/1)	average (UPGMA)
clustered	rows (strains)	C2198	C6411	GCA_050485625.1	GCA_050506765.1	0.8333333333333334	40	28	binary Jaccard; joint absences ignored; zero union defined as distance 0	none; raw accepted-detection presence/absence values (0/1)	average (UPGMA)
clustered	rows (strains)	C2196	C6411	GCA_050485635.1	GCA_050506765.1	0.8235294117647058	39	28	binary Jaccard; joint absences ignored; zero union defined as distance 0	none; raw accepted-detection presence/absence values (0/1)	average (UPGMA)
clustered	rows (strains)	C1228	C6411	GCA_050486705.1	GCA_050506765.1	0.625	48	28	binary Jaccard; joint absences ignored; zero union defined as distance 0	none; raw accepted-detection presence/absence values (0/1)	average (UPGMA)
clustered	rows (strains)	C1226	C6411	GCA_050486715.1	GCA_050506765.1	0.5	14	28	binary Jaccard; joint absences ignored; zero union defined as distance 0	none; raw accepted-detection presence/absence values (0/1)	average (UPGMA)
clustered	rows (strains)	C1576	C6411	GCA_050491675.1	GCA_050506765.1	0.6666666666666666	52	28	binary Jaccard; joint absences ignored; zero union defined as distance 0	none; raw accepted-detection presence/absence values (0/1)	average (UPGMA)
clustered	rows (strains)	C1574	C6411	GCA_050491685.1	GCA_050506765.1	0.6666666666666666	53	28	binary Jaccard; joint absences ignored; zero union defined as distance 0	none; raw accepted-detection presence/absence values (0/1)	average (UPGMA)
clustered	rows (strains)	C1552	C6411	GCA_050492125.1	GCA_050506765.1	0.7	67	28	binary Jaccard; joint absences ignored; zero union defined as distance 0	none; raw accepted-detection presence/absence values (0/1)	average (UPGMA)
clustered	rows (strains)	C1551	C6411	GCA_050492135.1	GCA_050506765.1	0.7	65	28	binary Jaccard; joint absences ignored; zero union defined as distance 0	none; raw accepted-detection presence/absence values (0/1)	average (UPGMA)
clustered	rows (strains)	H797	C6411	GCA_050505635.1	GCA_050506765.1	0.625	46	28	binary Jaccard; joint absences ignored; zero union defined as distance 0	none; raw accepted-detection presence/absence values (0/1)	average (UPGMA)
clustered	rows (strains)	H813	C6411	GCA_050505645.1	GCA_050506765.1	0.625	47	28	binary Jaccard; joint absences ignored; zero union defined as distance 0	none; raw accepted-detection presence/absence values (0/1)	average (UPGMA)
clustered	rows (strains)	C6489	C6411	GCA_050506665.1	GCA_050506765.1	0.25	15	28	binary Jaccard; joint absences ignored; zero union defined as distance 0	none; raw accepted-detection presence/absence values (0/1)	average (UPGMA)
clustered	rows (strains)	C6504	C6411	GCA_050506675.1	GCA_050506765.1	0.25	16	28	binary Jaccard; joint absences ignored; zero union defined as distance 0	none; raw accepted-detection presence/absence values (0/1)	average (UPGMA)
clustered	rows (strains)	C5882	C6411	GCA_050506685.1	GCA_050506765.1	0	29	28	binary Jaccard; joint absences ignored; zero union defined as distance 0	none; raw accepted-detection presence/absence values (0/1)	average (UPGMA)
clustered	rows (strains)	C5881	C6411	GCA_050506695.1	GCA_050506765.1	0	30	28	binary Jaccard; joint absences ignored; zero union defined as distance 0	none; raw accepted-detection presence/absence values (0/1)	average (UPGMA)
clustered	rows (strains)	C5874	C6411	GCA_050506725.1	GCA_050506765.1	0.6666666666666666	8	28	binary Jaccard; joint absences ignored; zero union defined as distance 0	none; raw accepted-detection presence/absence values (0/1)	average (UPGMA)
clustered	rows (strains)	C5873	C6411	GCA_050506735.1	GCA_050506765.1	0.6666666666666666	7	28	binary Jaccard; joint absences ignored; zero union defined as distance 0	none; raw accepted-detection presence/absence values (0/1)	average (UPGMA)
clustered	rows (strains)	C5846	C6411	GCA_050506745.1	GCA_050506765.1	0.7692307692307693	68	28	binary Jaccard; joint absences ignored; zero union defined as distance 0	none; raw accepted-detection presence/absence values (0/1)	average (UPGMA)
clustered	rows (strains)	C5844	C6411	GCA_050506755.1	GCA_050506765.1	0.7	69	28	binary Jaccard; joint absences ignored; zero union defined as distance 0	none; raw accepted-detection presence/absence values (0/1)	average (UPGMA)
clustered	rows (strains)	C6411	C6411	GCA_050506765.1	GCA_050506765.1	0	28	28	binary Jaccard; joint absences ignored; zero union defined as distance 0	none; raw accepted-detection presence/absence values (0/1)	average (UPGMA)
clustered	rows (strains)	C6409	C6411	GCA_050506775.1	GCA_050506765.1	0.6666666666666666	6	28	binary Jaccard; joint absences ignored; zero union defined as distance 0	none; raw accepted-detection presence/absence values (0/1)	average (UPGMA)
clustered	rows (strains)	C6391	C6411	GCA_050506815.1	GCA_050506765.1	0.5	57	28	binary Jaccard; joint absences ignored; zero union defined as distance 0	none; raw accepted-detection presence/absence values (0/1)	average (UPGMA)
clustered	rows (strains)	C6389	C6411	GCA_050506825.1	GCA_050506765.1	0.3333333333333333	19	28	binary Jaccard; joint absences ignored; zero union defined as distance 0	none; raw accepted-detection presence/absence values (0/1)	average (UPGMA)
clustered	rows (strains)	C6388	C6411	GCA_050506865.1	GCA_050506765.1	0.5	58	28	binary Jaccard; joint absences ignored; zero union defined as distance 0	none; raw accepted-detection presence/absence values (0/1)	average (UPGMA)
clustered	rows (strains)	C6375	C6411	GCA_050506875.1	GCA_050506765.1	0.5	13	28	binary Jaccard; joint absences ignored; zero union defined as distance 0	none; raw accepted-detection presence/absence values (0/1)	average (UPGMA)
clustered	rows (strains)	C5858	C6411	GCA_050506885.1	GCA_050506765.1	0.8461538461538461	37	28	binary Jaccard; joint absences ignored; zero union defined as distance 0	none; raw accepted-detection presence/absence values (0/1)	average (UPGMA)
clustered	rows (strains)	C5845	C6411	GCA_050506905.1	GCA_050506765.1	0.75	38	28	binary Jaccard; joint absences ignored; zero union defined as distance 0	none; raw accepted-detection presence/absence values (0/1)	average (UPGMA)
clustered	rows (strains)	C1545	C6411	GCA_050506915.1	GCA_050506765.1	0.6666666666666666	5	28	binary Jaccard; joint absences ignored; zero union defined as distance 0	none; raw accepted-detection presence/absence values (0/1)	average (UPGMA)
clustered	rows (strains)	C1544	C6411	GCA_050506925.1	GCA_050506765.1	0.6666666666666666	4	28	binary Jaccard; joint absences ignored; zero union defined as distance 0	none; raw accepted-detection presence/absence values (0/1)	average (UPGMA)
clustered	rows (strains)	C1542	C6411	GCA_050506935.1	GCA_050506765.1	0.6666666666666666	3	28	binary Jaccard; joint absences ignored; zero union defined as distance 0	none; raw accepted-detection presence/absence values (0/1)	average (UPGMA)
clustered	rows (strains)	C1538	C6411	GCA_050506985.1	GCA_050506765.1	0.6666666666666666	2	28	binary Jaccard; joint absences ignored; zero union defined as distance 0	none; raw accepted-detection presence/absence values (0/1)	average (UPGMA)
clustered	rows (strains)	C1335	C6411	GCA_050506995.1	GCA_050506765.1	0.3333333333333333	18	28	binary Jaccard; joint absences ignored; zero union defined as distance 0	none; raw accepted-detection presence/absence values (0/1)	average (UPGMA)
clustered	rows (strains)	C1337	C6411	GCA_050507065.1	GCA_050506765.1	0.3333333333333333	17	28	binary Jaccard; joint absences ignored; zero union defined as distance 0	none; raw accepted-detection presence/absence values (0/1)	average (UPGMA)
clustered	rows (strains)	C1469	C6411	GCA_050507075.1	GCA_050506765.1	0.7	64	28	binary Jaccard; joint absences ignored; zero union defined as distance 0	none; raw accepted-detection presence/absence values (0/1)	average (UPGMA)
clustered	rows (strains)	C1468	C6411	GCA_050507105.1	GCA_050506765.1	0.7	63	28	binary Jaccard; joint absences ignored; zero union defined as distance 0	none; raw accepted-detection presence/absence values (0/1)	average (UPGMA)
clustered	rows (strains)	C5822	C6411	GCA_050516645.1	GCA_050506765.1	0.5	35	28	binary Jaccard; joint absences ignored; zero union defined as distance 0	none; raw accepted-detection presence/absence values (0/1)	average (UPGMA)
clustered	rows (strains)	C5819	C6411	GCA_050516655.1	GCA_050506765.1	0.5	36	28	binary Jaccard; joint absences ignored; zero union defined as distance 0	none; raw accepted-detection presence/absence values (0/1)	average (UPGMA)
clustered	rows (strains)	C6697	C6411	GCA_050516665.1	GCA_050506765.1	0.5	50	28	binary Jaccard; joint absences ignored; zero union defined as distance 0	none; raw accepted-detection presence/absence values (0/1)	average (UPGMA)
clustered	rows (strains)	C6696	C6411	GCA_050516675.1	GCA_050506765.1	0	27	28	binary Jaccard; joint absences ignored; zero union defined as distance 0	none; raw accepted-detection presence/absence values (0/1)	average (UPGMA)
clustered	rows (strains)	UMB6935B	C6411	GCF_049262565.1	GCA_050506765.1	0.3333333333333333	34	28	binary Jaccard; joint absences ignored; zero union defined as distance 0	none; raw accepted-detection presence/absence values (0/1)	average (UPGMA)
clustered	rows (strains)	5245	C6411	GCF_053117575.1	GCA_050506765.1	0.5	56	28	binary Jaccard; joint absences ignored; zero union defined as distance 0	none; raw accepted-detection presence/absence values (0/1)	average (UPGMA)
clustered	rows (strains)	5410	C6411	GCF_053117585.1	GCA_050506765.1	0.5714285714285714	70	28	binary Jaccard; joint absences ignored; zero union defined as distance 0	none; raw accepted-detection presence/absence values (0/1)	average (UPGMA)
clustered	rows (strains)	5034	C6411	GCF_053117655.1	GCA_050506765.1	0.4	49	28	binary Jaccard; joint absences ignored; zero union defined as distance 0	none; raw accepted-detection presence/absence values (0/1)	average (UPGMA)
clustered	rows (strains)	4953	C6411	GCF_053117665.1	GCA_050506765.1	0.5	51	28	binary Jaccard; joint absences ignored; zero union defined as distance 0	none; raw accepted-detection presence/absence values (0/1)	average (UPGMA)
clustered	rows (strains)	4774	C6411	GCF_053117675.1	GCA_050506765.1	0.7692307692307693	45	28	binary Jaccard; joint absences ignored; zero union defined as distance 0	none; raw accepted-detection presence/absence values (0/1)	average (UPGMA)
clustered	rows (strains)	4638	C6411	GCF_053117685.1	GCA_050506765.1	0.5	55	28	binary Jaccard; joint absences ignored; zero union defined as distance 0	none; raw accepted-detection presence/absence values (0/1)	average (UPGMA)
clustered	rows (strains)	4153	C6411	GCF_053117695.1	GCA_050506765.1	0.4	32	28	binary Jaccard; joint absences ignored; zero union defined as distance 0	none; raw accepted-detection presence/absence values (0/1)	average (UPGMA)
clustered	rows (strains)	2819	C6411	GCF_053117705.1	GCA_050506765.1	0.5	54	28	binary Jaccard; joint absences ignored; zero union defined as distance 0	none; raw accepted-detection presence/absence values (0/1)	average (UPGMA)
clustered	rows (strains)	BX5936	C6411	GCF_906464925.1	GCA_050506765.1	0.625	72	28	binary Jaccard; joint absences ignored; zero union defined as distance 0	none; raw accepted-detection presence/absence values (0/1)	average (UPGMA)
clustered	rows (strains)	VSI48	C6409	GCA_029011255.1	GCA_050506775.1	0	11	6	binary Jaccard; joint absences ignored; zero union defined as distance 0	none; raw accepted-detection presence/absence values (0/1)	average (UPGMA)
clustered	rows (strains)	VSI36	C6409	GCA_029011395.1	GCA_050506775.1	0.5	25	6	binary Jaccard; joint absences ignored; zero union defined as distance 0	none; raw accepted-detection presence/absence values (0/1)	average (UPGMA)
clustered	rows (strains)	VSI19	C6409	GCA_029011535.1	GCA_050506775.1	1	33	6	binary Jaccard; joint absences ignored; zero union defined as distance 0	none; raw accepted-detection presence/absence values (0/1)	average (UPGMA)
clustered	rows (strains)	VSI09	C6409	GCA_029011745.1	GCA_050506775.1	1	1	6	binary Jaccard; joint absences ignored; zero union defined as distance 0	none; raw accepted-detection presence/absence values (0/1)	average (UPGMA)
clustered	rows (strains)	H820	C6409	GCA_050469755.1	GCA_050506775.1	0.8333333333333334	59	6	binary Jaccard; joint absences ignored; zero union defined as distance 0	none; raw accepted-detection presence/absence values (0/1)	average (UPGMA)
clustered	rows (strains)	H815	C6409	GCA_050471105.1	GCA_050506775.1	0.5	26	6	binary Jaccard; joint absences ignored; zero union defined as distance 0	none; raw accepted-detection presence/absence values (0/1)	average (UPGMA)
clustered	rows (strains)	C1578	C6409	GCA_050472745.1	GCA_050506775.1	0.9	66	6	binary Jaccard; joint absences ignored; zero union defined as distance 0	none; raw accepted-detection presence/absence values (0/1)	average (UPGMA)
clustered	rows (strains)	C1577	C6409	GCA_050472755.1	GCA_050506775.1	0.8571428571428571	71	6	binary Jaccard; joint absences ignored; zero union defined as distance 0	none; raw accepted-detection presence/absence values (0/1)	average (UPGMA)
clustered	rows (strains)	C1555	C6409	GCA_050473345.1	GCA_050506775.1	0	12	6	binary Jaccard; joint absences ignored; zero union defined as distance 0	none; raw accepted-detection presence/absence values (0/1)	average (UPGMA)
clustered	rows (strains)	C1554	C6409	GCA_050473355.1	GCA_050506775.1	0.5	24	6	binary Jaccard; joint absences ignored; zero union defined as distance 0	none; raw accepted-detection presence/absence values (0/1)	average (UPGMA)
clustered	rows (strains)	C1539	C6409	GCA_050473905.1	GCA_050506775.1	0.9090909090909091	62	6	binary Jaccard; joint absences ignored; zero union defined as distance 0	none; raw accepted-detection presence/absence values (0/1)	average (UPGMA)
clustered	rows (strains)	C1473	C6409	GCA_050474485.1	GCA_050506775.1	0	10	6	binary Jaccard; joint absences ignored; zero union defined as distance 0	none; raw accepted-detection presence/absence values (0/1)	average (UPGMA)
clustered	rows (strains)	C1472	C6409	GCA_050474495.1	GCA_050506775.1	0.8333333333333334	60	6	binary Jaccard; joint absences ignored; zero union defined as distance 0	none; raw accepted-detection presence/absence values (0/1)	average (UPGMA)
clustered	rows (strains)	C1336	C6409	GCA_050475565.1	GCA_050506775.1	0.8333333333333334	61	6	binary Jaccard; joint absences ignored; zero union defined as distance 0	none; raw accepted-detection presence/absence values (0/1)	average (UPGMA)
clustered	rows (strains)	C1329	C6409	GCA_050475575.1	GCA_050506775.1	0.75	31	6	binary Jaccard; joint absences ignored; zero union defined as distance 0	none; raw accepted-detection presence/absence values (0/1)	average (UPGMA)
clustered	rows (strains)	C1321	C6409	GCA_050476085.1	GCA_050506775.1	0	9	6	binary Jaccard; joint absences ignored; zero union defined as distance 0	none; raw accepted-detection presence/absence values (0/1)	average (UPGMA)
clustered	rows (strains)	C8814	C6409	GCA_050480515.1	GCA_050506775.1	0.5	23	6	binary Jaccard; joint absences ignored; zero union defined as distance 0	none; raw accepted-detection presence/absence values (0/1)	average (UPGMA)
clustered	rows (strains)	C8810	C6409	GCA_050481105.1	GCA_050506775.1	0.5	22	6	binary Jaccard; joint absences ignored; zero union defined as distance 0	none; raw accepted-detection presence/absence values (0/1)	average (UPGMA)
clustered	rows (strains)	C2195	C6409	GCA_050481115.1	GCA_050506775.1	0.5	21	6	binary Jaccard; joint absences ignored; zero union defined as distance 0	none; raw accepted-detection presence/absence values (0/1)	average (UPGMA)
clustered	rows (strains)	C2194	C6409	GCA_050481685.1	GCA_050506775.1	0.5	20	6	binary Jaccard; joint absences ignored; zero union defined as distance 0	none; raw accepted-detection presence/absence values (0/1)	average (UPGMA)
clustered	rows (strains)	C1225	C6409	GCA_050481695.1	GCA_050506775.1	0.9473684210526315	41	6	binary Jaccard; joint absences ignored; zero union defined as distance 0	none; raw accepted-detection presence/absence values (0/1)	average (UPGMA)
clustered	rows (strains)	C1224	C6409	GCA_050482265.1	GCA_050506775.1	0.9473684210526315	42	6	binary Jaccard; joint absences ignored; zero union defined as distance 0	none; raw accepted-detection presence/absence values (0/1)	average (UPGMA)
clustered	rows (strains)	C8816	C6409	GCA_050485045.1	GCA_050506775.1	0.9285714285714286	43	6	binary Jaccard; joint absences ignored; zero union defined as distance 0	none; raw accepted-detection presence/absence values (0/1)	average (UPGMA)
clustered	rows (strains)	C8811	C6409	GCA_050485055.1	GCA_050506775.1	0.9166666666666666	44	6	binary Jaccard; joint absences ignored; zero union defined as distance 0	none; raw accepted-detection presence/absence values (0/1)	average (UPGMA)
clustered	rows (strains)	C2198	C6409	GCA_050485625.1	GCA_050506775.1	0.9444444444444444	40	6	binary Jaccard; joint absences ignored; zero union defined as distance 0	none; raw accepted-detection presence/absence values (0/1)	average (UPGMA)
clustered	rows (strains)	C2196	C6409	GCA_050485635.1	GCA_050506775.1	0.9411764705882353	39	6	binary Jaccard; joint absences ignored; zero union defined as distance 0	none; raw accepted-detection presence/absence values (0/1)	average (UPGMA)
clustered	rows (strains)	C1228	C6409	GCA_050486705.1	GCA_050506775.1	0.875	48	6	binary Jaccard; joint absences ignored; zero union defined as distance 0	none; raw accepted-detection presence/absence values (0/1)	average (UPGMA)
clustered	rows (strains)	C1226	C6409	GCA_050486715.1	GCA_050506775.1	0.6666666666666666	14	6	binary Jaccard; joint absences ignored; zero union defined as distance 0	none; raw accepted-detection presence/absence values (0/1)	average (UPGMA)
clustered	rows (strains)	C1576	C6409	GCA_050491675.1	GCA_050506775.1	0.8888888888888888	52	6	binary Jaccard; joint absences ignored; zero union defined as distance 0	none; raw accepted-detection presence/absence values (0/1)	average (UPGMA)
clustered	rows (strains)	C1574	C6409	GCA_050491685.1	GCA_050506775.1	0.8888888888888888	53	6	binary Jaccard; joint absences ignored; zero union defined as distance 0	none; raw accepted-detection presence/absence values (0/1)	average (UPGMA)
clustered	rows (strains)	C1552	C6409	GCA_050492125.1	GCA_050506775.1	0.9	67	6	binary Jaccard; joint absences ignored; zero union defined as distance 0	none; raw accepted-detection presence/absence values (0/1)	average (UPGMA)
clustered	rows (strains)	C1551	C6409	GCA_050492135.1	GCA_050506775.1	0.9	65	6	binary Jaccard; joint absences ignored; zero union defined as distance 0	none; raw accepted-detection presence/absence values (0/1)	average (UPGMA)
clustered	rows (strains)	H797	C6409	GCA_050505635.1	GCA_050506775.1	0.875	46	6	binary Jaccard; joint absences ignored; zero union defined as distance 0	none; raw accepted-detection presence/absence values (0/1)	average (UPGMA)
clustered	rows (strains)	H813	C6409	GCA_050505645.1	GCA_050506775.1	0.875	47	6	binary Jaccard; joint absences ignored; zero union defined as distance 0	none; raw accepted-detection presence/absence values (0/1)	average (UPGMA)
clustered	rows (strains)	C6489	C6409	GCA_050506665.1	GCA_050506775.1	0.75	15	6	binary Jaccard; joint absences ignored; zero union defined as distance 0	none; raw accepted-detection presence/absence values (0/1)	average (UPGMA)
clustered	rows (strains)	C6504	C6409	GCA_050506675.1	GCA_050506775.1	0.75	16	6	binary Jaccard; joint absences ignored; zero union defined as distance 0	none; raw accepted-detection presence/absence values (0/1)	average (UPGMA)
clustered	rows (strains)	C5882	C6409	GCA_050506685.1	GCA_050506775.1	0.6666666666666666	29	6	binary Jaccard; joint absences ignored; zero union defined as distance 0	none; raw accepted-detection presence/absence values (0/1)	average (UPGMA)
clustered	rows (strains)	C5881	C6409	GCA_050506695.1	GCA_050506775.1	0.6666666666666666	30	6	binary Jaccard; joint absences ignored; zero union defined as distance 0	none; raw accepted-detection presence/absence values (0/1)	average (UPGMA)
clustered	rows (strains)	C5874	C6409	GCA_050506725.1	GCA_050506775.1	0	8	6	binary Jaccard; joint absences ignored; zero union defined as distance 0	none; raw accepted-detection presence/absence values (0/1)	average (UPGMA)
clustered	rows (strains)	C5873	C6409	GCA_050506735.1	GCA_050506775.1	0	7	6	binary Jaccard; joint absences ignored; zero union defined as distance 0	none; raw accepted-detection presence/absence values (0/1)	average (UPGMA)
clustered	rows (strains)	C5846	C6409	GCA_050506745.1	GCA_050506775.1	0.9230769230769231	68	6	binary Jaccard; joint absences ignored; zero union defined as distance 0	none; raw accepted-detection presence/absence values (0/1)	average (UPGMA)
clustered	rows (strains)	C5844	C6409	GCA_050506755.1	GCA_050506775.1	0.9	69	6	binary Jaccard; joint absences ignored; zero union defined as distance 0	none; raw accepted-detection presence/absence values (0/1)	average (UPGMA)
clustered	rows (strains)	C6411	C6409	GCA_050506765.1	GCA_050506775.1	0.6666666666666666	28	6	binary Jaccard; joint absences ignored; zero union defined as distance 0	none; raw accepted-detection presence/absence values (0/1)	average (UPGMA)
clustered	rows (strains)	C6409	C6409	GCA_050506775.1	GCA_050506775.1	0	6	6	binary Jaccard; joint absences ignored; zero union defined as distance 0	none; raw accepted-detection presence/absence values (0/1)	average (UPGMA)
clustered	rows (strains)	C6391	C6409	GCA_050506815.1	GCA_050506775.1	0.8333333333333334	57	6	binary Jaccard; joint absences ignored; zero union defined as distance 0	none; raw accepted-detection presence/absence values (0/1)	average (UPGMA)
clustered	rows (strains)	C6389	C6409	GCA_050506825.1	GCA_050506775.1	0.5	19	6	binary Jaccard; joint absences ignored; zero union defined as distance 0	none; raw accepted-detection presence/absence values (0/1)	average (UPGMA)
clustered	rows (strains)	C6388	C6409	GCA_050506865.1	GCA_050506775.1	0.8333333333333334	58	6	binary Jaccard; joint absences ignored; zero union defined as distance 0	none; raw accepted-detection presence/absence values (0/1)	average (UPGMA)
clustered	rows (strains)	C6375	C6409	GCA_050506875.1	GCA_050506775.1	0.6666666666666666	13	6	binary Jaccard; joint absences ignored; zero union defined as distance 0	none; raw accepted-detection presence/absence values (0/1)	average (UPGMA)
clustered	rows (strains)	C5858	C6409	GCA_050506885.1	GCA_050506775.1	0.9166666666666666	37	6	binary Jaccard; joint absences ignored; zero union defined as distance 0	none; raw accepted-detection presence/absence values (0/1)	average (UPGMA)
clustered	rows (strains)	C5845	C6409	GCA_050506905.1	GCA_050506775.1	0.9166666666666666	38	6	binary Jaccard; joint absences ignored; zero union defined as distance 0	none; raw accepted-detection presence/absence values (0/1)	average (UPGMA)
