Genome,Source,Target_gene,Detection_status,Status_reason,Database_gene_symbol,Reference_accession,Contig_ID,Start,Stop,Strand,Identity,Coverage,Candidate_locus_count
GCA_050492135.1,Bacteraemia,esp,not_detected,No candidate met a retained detection-status threshold,,,,,,,,,0
GCA_050492135.1,Bacteraemia,cylA,accepted_present,One distinct genomic locus meets >=80% identity and >=80% reference coverage,cylA,AAM75253,CP175108.1,12237,13475,+,99.839,100.0,1
GCA_050505635.1,Bacteraemia,ace,accepted_present,One distinct genomic locus meets >=80% identity and >=80% reference coverage,ace,WP_010714416,CP175162.1,1408669,1410552,-,93.99111649659862,100.0,1
GCA_050505635.1,Bacteraemia,efaA,accepted_present,One distinct genomic locus meets >=80% identity and >=80% reference coverage,efaA,WP_002356954,CP175162.1,575798,576724,-,99.676,100.0,2
GCA_050505635.1,Bacteraemia,ebpA,accepted_present,One distinct genomic locus meets >=80% identity and >=80% reference coverage,ebpA,WP_154081516,CP175162.1,1421091,1424555,-,99.538,100.0,1
GCA_050505635.1,Bacteraemia,ebpB,accepted_present,One distinct genomic locus meets >=80% identity and >=80% reference coverage,ebpB,WP_002379309,CP175162.1,1419657,1421087,-,99.441,100.0,1
GCA_050505635.1,Bacteraemia,ebpC,accepted_present,One distinct genomic locus meets >=80% identity and >=80% reference coverage,ebpC,WP_011109477,CP175162.1,1417777,1419660,-,99.363,100.0,1
GCA_050505635.1,Bacteraemia,asa1_or_validated_equivalent,accepted_present,One distinct genomic locus meets >=80% identity and >=80% reference coverage,asa1,WP_010785625,CP175162.1,2057430,2061346,-,93.59147644985582,80.10794140323824,1
GCA_050505635.1,Bacteraemia,gelE,not_detected,No candidate met a retained detection-status threshold,,,,,,,,,0
GCA_050505635.1,Bacteraemia,sprE,not_detected,No candidate met a retained detection-status threshold,,,,,,,,,0
GCA_050505635.1,Bacteraemia,esp,accepted_present,One distinct genomic locus meets >=80% identity and >=80% reference coverage,esp,AAD09858,CP175162.1,2008756,2014377,-,96.83420225532795,100.0,1
GCA_050505635.1,Bacteraemia,cylA,accepted_present,One distinct genomic locus meets >=80% identity and >=80% reference coverage,cylA,AAM75253,CP175162.1,2020025,2021263,-,99.839,100.0,2
GCA_050505645.1,Bacteraemia,ace,accepted_present,One distinct genomic locus meets >=80% identity and >=80% reference coverage,ace,WP_010714416,CP175163.1,53825,55708,+,93.99111649659864,100.0,1
GCA_050505645.1,Bacteraemia,efaA,accepted_present,One distinct genomic locus meets >=80% identity and >=80% reference coverage,efaA,WP_002356954,CP175163.1,887653,888579,+,99.676,100.0,2
GCA_050505645.1,Bacteraemia,ebpA,accepted_present,One distinct genomic locus meets >=80% identity and >=80% reference coverage,ebpA,WP_154081516,CP175163.1,39822,43286,+,99.538,100.0,1
GCA_050505645.1,Bacteraemia,ebpB,accepted_present,One distinct genomic locus meets >=80% identity and >=80% reference coverage,ebpB,WP_002379309,CP175163.1,43290,44720,+,99.441,100.0,1
GCA_050505645.1,Bacteraemia,ebpC,accepted_present,One distinct genomic locus meets >=80% identity and >=80% reference coverage,ebpC,WP_011109477,CP175163.1,44717,46600,+,99.363,100.0,1
GCA_050505645.1,Bacteraemia,asa1_or_validated_equivalent,accepted_present,One distinct genomic locus meets >=80% identity and >=80% reference coverage,asa1,WP_010785625,CP175163.1,2276557,2280473,+,93.59147644985582,80.10794140323824,1
GCA_050505645.1,Bacteraemia,gelE,not_detected,No candidate met a retained detection-status threshold,,,,,,,,,0
GCA_050505645.1,Bacteraemia,sprE,not_detected,No candidate met a retained detection-status threshold,,,,,,,,,0
GCA_050505645.1,Bacteraemia,esp,accepted_present,One distinct genomic locus meets >=80% identity and >=80% reference coverage,esp,AAD09858,CP175163.1,2323526,2329147,+,96.83420225532797,100.0,1
GCA_050505645.1,Bacteraemia,cylA,accepted_present,One distinct genomic locus meets >=80% identity and >=80% reference coverage,cylA,AAM75253,CP175163.1,2316640,2317878,+,99.839,100.0,2
GCA_050506665.1,Bacteraemia,ace,accepted_present,One distinct genomic locus meets >=80% identity and >=80% reference coverage,ace,WP_010714416,CP175301.1,1019485,1021368,+,93.99111649659864,100.0,1
GCA_050506665.1,Bacteraemia,efaA,accepted_present,One distinct genomic locus meets >=80% identity and >=80% reference coverage,efaA,WP_002356954,CP175301.1,1844660,1845586,+,99.676,100.0,2
GCA_050506665.1,Bacteraemia,ebpA,accepted_present,One distinct genomic locus meets >=80% identity and >=80% reference coverage,ebpA,WP_154081516,CP175301.1,1005482,1008946,+,99.538,100.0,1
GCA_050506665.1,Bacteraemia,ebpB,accepted_present,One distinct genomic locus meets >=80% identity and >=80% reference coverage,ebpB,WP_002379309,CP175301.1,1008950,1010380,+,99.441,100.0,1
GCA_050506665.1,Bacteraemia,ebpC,accepted_present,One distinct genomic locus meets >=80% identity and >=80% reference coverage,ebpC,WP_011109477,CP175301.1,1010377,1012260,+,99.363,100.0,1
GCA_050506665.1,Bacteraemia,asa1_or_validated_equivalent,accepted_present,One distinct genomic locus meets >=80% identity and >=80% reference coverage,asa1,WP_010785625,CP175301.1,367540,371456,+,93.59147644985582,80.10794140323824,1
GCA_050506665.1,Bacteraemia,gelE,not_detected,No candidate met a retained detection-status threshold,,,,,,,,,0
GCA_050506665.1,Bacteraemia,sprE,not_detected,No candidate met a retained detection-status threshold,,,,,,,,,0
GCA_050506665.1,Bacteraemia,esp,accepted_present,One distinct genomic locus meets >=80% identity and >=80% reference coverage,esp,AAD09858,CP175301.1,414509,420130,+,96.83420225532797,100.0,1
GCA_050506665.1,Bacteraemia,cylA,accepted_present,One distinct genomic locus meets >=80% identity and >=80% reference coverage,cylA,AAM75253,CP175301.1,407623,408861,+,99.839,100.0,2
GCA_050506675.1,Bacteraemia,ace,accepted_present,One distinct genomic locus meets >=80% identity and >=80% reference coverage,ace,WP_010714416,CP175300.1,1019485,1021368,+,93.99111649659864,100.0,1
GCA_050506675.1,Bacteraemia,efaA,accepted_present,One distinct genomic locus meets >=80% identity and >=80% reference coverage,efaA,WP_002356954,CP175300.1,1844660,1845586,+,99.676,100.0,2
GCA_050506675.1,Bacteraemia,ebpA,accepted_present,One distinct genomic locus meets >=80% identity and >=80% reference coverage,ebpA,WP_154081516,CP175300.1,1005482,1008946,+,99.538,100.0,1
GCA_050506675.1,Bacteraemia,ebpB,accepted_present,One distinct genomic locus meets >=80% identity and >=80% reference coverage,ebpB,WP_002379309,CP175300.1,1008950,1010380,+,99.441,100.0,1
GCA_050506675.1,Bacteraemia,ebpC,accepted_present,One distinct genomic locus meets >=80% identity and >=80% reference coverage,ebpC,WP_011109477,CP175300.1,1010377,1012260,+,99.363,100.0,1
GCA_050506675.1,Bacteraemia,asa1_or_validated_equivalent,accepted_present,One distinct genomic locus meets >=80% identity and >=80% reference coverage,asa1,WP_010785625,CP175300.1,367540,371456,+,93.59147644985582,80.10794140323824,1
GCA_050506675.1,Bacteraemia,gelE,not_detected,No candidate met a retained detection-status threshold,,,,,,,,,0
GCA_050506675.1,Bacteraemia,sprE,not_detected,No candidate met a retained detection-status threshold,,,,,,,,,0
GCA_050506675.1,Bacteraemia,esp,accepted_present,One distinct genomic locus meets >=80% identity and >=80% reference coverage,esp,AAD09858,CP175300.1,414509,420130,+,96.83420225532797,100.0,1
GCA_050506675.1,Bacteraemia,cylA,accepted_present,One distinct genomic locus meets >=80% identity and >=80% reference coverage,cylA,AAM75253,CP175300.1,407623,408861,+,99.839,100.0,2
GCA_050506685.1,Bacteraemia,ace,accepted_present,One distinct genomic locus meets >=80% identity and >=80% reference coverage,ace,WP_010714416,CP175298.1,1051415,1053298,+,93.99111649659864,100.0,1
GCA_050506685.1,Bacteraemia,efaA,accepted_present,One distinct genomic locus meets >=80% identity and >=80% reference coverage,efaA,WP_002356954,CP175298.1,2034685,2035611,+,99.461,100.0,2
GCA_050506685.1,Bacteraemia,ebpA,accepted_present,One distinct genomic locus meets >=80% identity and >=80% reference coverage,ebpA,WP_154081516,CP175298.1,1037412,1040876,+,99.509,100.0,1
GCA_050506685.1,Bacteraemia,ebpB,accepted_present,One distinct genomic locus meets >=80% identity and >=80% reference coverage,ebpB,WP_002379309,CP175298.1,1040880,1042310,+,99.441,100.0,1
GCA_050506685.1,Bacteraemia,ebpC,accepted_present,One distinct genomic locus meets >=80% identity and >=80% reference coverage,ebpC,WP_011109477,CP175298.1,1042307,1044190,+,99.363,100.0,1
GCA_050506685.1,Bacteraemia,asa1_or_validated_equivalent,accepted_present,One distinct genomic locus meets >=80% identity and >=80% reference coverage,asa1,WP_010785625,CP175298.1,399995,403911,+,93.59147644985582,80.10794140323824,2
GCA_050506685.1,Bacteraemia,gelE,accepted_present,One distinct genomic locus meets >=80% identity and >=80% reference coverage,gelE,WP_002369251,CP175298.1,1806878,1808410,-,98.89100000000002,100.0,1
GCA_050506685.1,Bacteraemia,sprE,accepted_present,One distinct genomic locus meets >=80% identity and >=80% reference coverage,sprE,WP_002369252,CP175298.1,1805975,1806829,-,98.48,100.0,1
GCA_050506685.1,Bacteraemia,esp,accepted_present,One distinct genomic locus meets >=80% identity and >=80% reference coverage,esp,AAD09858,CP175298.1,446965,452586,+,96.83420225532797,100.0,1
GCA_050506685.1,Bacteraemia,cylA,accepted_present,One distinct genomic locus meets >=80% identity and >=80% reference coverage,cylA,AAM75253,CP175298.1,440079,441317,+,99.839,100.0,1
GCA_050506695.1,Bacteraemia,ace,accepted_present,One distinct genomic locus meets >=80% identity and >=80% reference coverage,ace,WP_010714416,CP175296.1,1051415,1053298,+,93.99111649659864,100.0,1
GCA_050506695.1,Bacteraemia,efaA,accepted_present,One distinct genomic locus meets >=80% identity and >=80% reference coverage,efaA,WP_002356954,CP175296.1,2034683,2035609,+,99.461,100.0,2
GCA_050506695.1,Bacteraemia,ebpA,accepted_present,One distinct genomic locus meets >=80% identity and >=80% reference coverage,ebpA,WP_154081516,CP175296.1,1037412,1040876,+,99.509,100.0,1
GCA_050506695.1,Bacteraemia,ebpB,accepted_present,One distinct genomic locus meets >=80% identity and >=80% reference coverage,ebpB,WP_002379309,CP175296.1,1040880,1042310,+,99.441,100.0,1
GCA_050506695.1,Bacteraemia,ebpC,accepted_present,One distinct genomic locus meets >=80% identity and >=80% reference coverage,ebpC,WP_011109477,CP175296.1,1042307,1044190,+,99.363,100.0,1
GCA_050506695.1,Bacteraemia,asa1_or_validated_equivalent,accepted_present,One distinct genomic locus meets >=80% identity and >=80% reference coverage,asa1,WP_010785625,CP175296.1,399995,403911,+,93.59147644985582,80.10794140323824,2
GCA_050506695.1,Bacteraemia,gelE,accepted_present,One distinct genomic locus meets >=80% identity and >=80% reference coverage,gelE,WP_002369251,CP175296.1,1806876,1808408,-,98.89100000000002,100.0,1
GCA_050506695.1,Bacteraemia,sprE,accepted_present,One distinct genomic locus meets >=80% identity and >=80% reference coverage,sprE,WP_002369252,CP175296.1,1805973,1806827,-,98.48,100.0,1
GCA_050506695.1,Bacteraemia,esp,accepted_present,One distinct genomic locus meets >=80% identity and >=80% reference coverage,esp,AAD09858,CP175296.1,446965,452586,+,96.83420225532797,100.0,1
GCA_050506695.1,Bacteraemia,cylA,accepted_present,One distinct genomic locus meets >=80% identity and >=80% reference coverage,cylA,AAM75253,CP175296.1,440079,441317,+,99.839,100.0,1
GCA_050506725.1,Bacteraemia,ace,accepted_present,One distinct genomic locus meets >=80% identity and >=80% reference coverage,ace,WP_010714416,CP175283.1,885518,887542,+,93.24823510971788,100.0,1
GCA_050506725.1,Bacteraemia,efaA,accepted_present,One distinct genomic locus meets >=80% identity and >=80% reference coverage,efaA,WP_002356954,CP175283.1,1718882,1719808,+,99.569,100.0,1
GCA_050506725.1,Bacteraemia,ebpA,accepted_present,One distinct genomic locus meets >=80% identity and >=80% reference coverage,ebpA,WP_154081516,CP175283.1,872506,875970,+,99.481,100.0,1
GCA_050506725.1,Bacteraemia,ebpB,accepted_present,One distinct genomic locus meets >=80% identity and >=80% reference coverage,ebpB,WP_002379309,CP175283.1,875974,877404,+,99.371,100.0,1
GCA_050506725.1,Bacteraemia,ebpC,accepted_present,One distinct genomic locus meets >=80% identity and >=80% reference coverage,ebpC,WP_011109477,CP175283.1,877401,879284,+,99.045,100.0,1
GCA_050506725.1,Bacteraemia,asa1_or_validated_equivalent,ambiguous_multiple_hit,Multiple distinct accepted loci require review,asa1,WP_010785625,CP175285.1,118238,122128,+,97.353,100.0,2
GCA_050506725.1,Bacteraemia,gelE,accepted_present,One distinct genomic locus meets >=80% identity and >=80% reference coverage,gelE,WP_002369251,CP175283.1,1549825,1551357,-,98.761,100.0,1
GCA_050506725.1,Bacteraemia,sprE,accepted_present,One distinct genomic locus meets >=80% identity and >=80% reference coverage,sprE,WP_002369252,CP175283.1,1548922,1549776,-,98.83,100.0,1
GCA_050506725.1,Bacteraemia,esp,not_detected,No candidate met a retained detection-status threshold,,,,,,,,,0
GCA_050506725.1,Bacteraemia,cylA,not_detected,No candidate met a retained detection-status threshold,,,,,,,,,0
GCA_050506735.1,Bacteraemia,ace,accepted_present,One distinct genomic locus meets >=80% identity and >=80% reference coverage,ace,WP_010714416,CP175280.1,885518,887542,+,93.24823510971788,100.0,1
GCA_050506735.1,Bacteraemia,efaA,accepted_present,One distinct genomic locus meets >=80% identity and >=80% reference coverage,efaA,WP_002356954,CP175280.1,1718882,1719808,+,99.569,100.0,1
GCA_050506735.1,Bacteraemia,ebpA,accepted_present,One distinct genomic locus meets >=80% identity and >=80% reference coverage,ebpA,WP_154081516,CP175280.1,872506,875970,+,99.481,100.0,1
GCA_050506735.1,Bacteraemia,ebpB,accepted_present,One distinct genomic locus meets >=80% identity and >=80% reference coverage,ebpB,WP_002379309,CP175280.1,875974,877404,+,99.371,100.0,1
GCA_050506735.1,Bacteraemia,ebpC,accepted_present,One distinct genomic locus meets >=80% identity and >=80% reference coverage,ebpC,WP_011109477,CP175280.1,877401,879284,+,99.045,100.0,1
GCA_050506735.1,Bacteraemia,asa1_or_validated_equivalent,accepted_present,One distinct genomic locus meets >=80% identity and >=80% reference coverage,asa1,WP_010785625,CP175282.1,1112,5002,+,97.353,100.0,1
GCA_050506735.1,Bacteraemia,gelE,accepted_present,One distinct genomic locus meets >=80% identity and >=80% reference coverage,gelE,WP_002369251,CP175280.1,1549825,1551357,-,98.761,100.0,1
GCA_050506735.1,Bacteraemia,sprE,accepted_present,One distinct genomic locus meets >=80% identity and >=80% reference coverage,sprE,WP_002369252,CP175280.1,1548922,1549776,-,98.83,100.0,1
GCA_050506735.1,Bacteraemia,esp,not_detected,No candidate met a retained detection-status threshold,,,,,,,,,0
GCA_050506735.1,Bacteraemia,cylA,not_detected,No candidate met a retained detection-status threshold,,,,,,,,,0
GCA_050506745.1,Bacteraemia,ace,accepted_present,One distinct genomic locus meets >=80% identity and >=80% reference coverage,ace,WP_010714416,CP175276.1,1549542,1551566,-,94.79255579553636,100.0,1
GCA_050506745.1,Bacteraemia,efaA,accepted_present,One distinct genomic locus meets >=80% identity and >=80% reference coverage,efaA,WP_002356954,CP175276.1,649247,650173,-,99.892,100.0,2
GCA_050506745.1,Bacteraemia,ebpA,accepted_present,One distinct genomic locus meets >=80% identity and >=80% reference coverage,ebpA,WP_154081516,CP175276.1,1558910,1562374,-,99.942,100.0,1
GCA_050506745.1,Bacteraemia,ebpB,accepted_present,One distinct genomic locus meets >=80% identity and >=80% reference coverage,ebpB,WP_002379309,CP175276.1,1557476,1558906,-,100.0,100.0,1
GCA_050506745.1,Bacteraemia,ebpC,accepted_present,One distinct genomic locus meets >=80% identity and >=80% reference coverage,ebpC,WP_011109477,CP175276.1,1555596,1557479,-,99.682,100.0,1
GCA_050506745.1,Bacteraemia,asa1_or_validated_equivalent,accepted_present,One distinct genomic locus meets >=80% identity and >=80% reference coverage,asa1,WP_010785625,CP175276.1,2190259,2194151,-,93.37354225352112,80.10794140323824,2
GCA_050506745.1,Bacteraemia,gelE,accepted_present,One distinct genomic locus meets >=80% identity and >=80% reference coverage,gelE,WP_002369251,CP175276.1,846239,847771,+,100.0,100.0,1
GCA_050506745.1,Bacteraemia,sprE,accepted_present,One distinct genomic locus meets >=80% identity and >=80% reference coverage,sprE,WP_002369252,CP175276.1,847820,848674,+,100.0,100.0,1
GCA_050506745.1,Bacteraemia,esp,not_detected,No candidate met a retained detection-status threshold,,,,,,,,,0
GCA_050506745.1,Bacteraemia,cylA,accepted_present,One distinct genomic locus meets >=80% identity and >=80% reference coverage,cylA,AAM75253,CP175277.1,18947,20185,+,99.839,100.0,1
GCA_050506755.1,Bacteraemia,ace,accepted_present,One distinct genomic locus meets >=80% identity and >=80% reference coverage,ace,WP_010714416,CP175273.1,807277,809301,+,94.79255579553636,100.0,1
GCA_050506755.1,Bacteraemia,efaA,accepted_present,One distinct genomic locus meets >=80% identity and >=80% reference coverage,efaA,WP_002356954,CP175273.1,1707336,1708262,+,99.892,100.0,2
GCA_050506755.1,Bacteraemia,ebpA,accepted_present,One distinct genomic locus meets >=80% identity and >=80% reference coverage,ebpA,WP_154081516,CP175273.1,796469,799933,+,99.942,100.0,1
GCA_050506755.1,Bacteraemia,ebpB,accepted_present,One distinct genomic locus meets >=80% identity and >=80% reference coverage,ebpB,WP_002379309,CP175273.1,799937,801367,+,100.0,100.0,1
GCA_050506755.1,Bacteraemia,ebpC,accepted_present,One distinct genomic locus meets >=80% identity and >=80% reference coverage,ebpC,WP_011109477,CP175273.1,801364,803247,+,99.682,100.0,1
GCA_050506755.1,Bacteraemia,asa1_or_validated_equivalent,accepted_present,One distinct genomic locus meets >=80% identity and >=80% reference coverage,asa1,WP_010785625,CP175273.1,165377,169269,+,93.37354225352112,80.10794140323824,2
GCA_050506755.1,Bacteraemia,gelE,accepted_present,One distinct genomic locus meets >=80% identity and >=80% reference coverage,gelE,WP_002369251,CP175273.1,1511070,1512602,-,100.0,100.0,1
GCA_050506755.1,Bacteraemia,sprE,accepted_present,One distinct genomic locus meets >=80% identity and >=80% reference coverage,sprE,WP_002369252,CP175273.1,1510167,1511021,-,100.0,100.0,1
GCA_050506755.1,Bacteraemia,esp,not_detected,No candidate met a retained detection-status threshold,,,,,,,,,0
GCA_050506755.1,Bacteraemia,cylA,accepted_present,One distinct genomic locus meets >=80% identity and >=80% reference coverage,cylA,AAM75253,CP175274.1,51331,52569,+,99.839,100.0,1
GCA_050506765.1,Bacteraemia,ace,accepted_present,One distinct genomic locus meets >=80% identity and >=80% reference coverage,ace,WP_010714416,CP175271.1,942930,944954,+,93.24823510971788,100.0,1
GCA_050506765.1,Bacteraemia,efaA,accepted_present,One distinct genomic locus meets >=80% identity and >=80% reference coverage,efaA,WP_002356954,CP175271.1,1788878,1789804,+,99.569,100.0,2
GCA_050506765.1,Bacteraemia,ebpA,accepted_present,One distinct genomic locus meets >=80% identity and >=80% reference coverage,ebpA,WP_154081516,CP175271.1,929918,933382,+,99.481,100.0,1
GCA_050506765.1,Bacteraemia,ebpB,accepted_present,One distinct genomic locus meets >=80% identity and >=80% reference coverage,ebpB,WP_002379309,CP175271.1,933386,934816,+,99.301,100.0,1
GCA_050506765.1,Bacteraemia,ebpC,accepted_present,One distinct genomic locus meets >=80% identity and >=80% reference coverage,ebpC,WP_011109477,CP175271.1,934813,936696,+,99.045,100.0,1
GCA_050506765.1,Bacteraemia,asa1_or_validated_equivalent,flagged_partial,Identity is >=80% but reference coverage is 50-<80%,asa1,WP_010785625,CP175269.1,18644,22483,+,94.30553346653346,77.07530197892572,2
GCA_050506765.1,Bacteraemia,gelE,accepted_present,One distinct genomic locus meets >=80% identity and >=80% reference coverage,gelE,WP_002369251,CP175271.1,1607052,1608584,-,98.761,100.0,1
GCA_050506765.1,Bacteraemia,sprE,accepted_present,One distinct genomic locus meets >=80% identity and >=80% reference coverage,sprE,WP_002369252,CP175271.1,1606149,1607003,-,98.83,100.0,1
GCA_050506765.1,Bacteraemia,esp,not_detected,No candidate met a retained detection-status threshold,,,,,,,,,0
GCA_050506765.1,Bacteraemia,cylA,not_detected,No candidate met a retained detection-status threshold,,,,,,,,,0
GCA_050506775.1,Bacteraemia,ace,accepted_present,One distinct genomic locus meets >=80% identity and >=80% reference coverage,ace,WP_010714416,CP175268.1,946659,948542,+,92.98823466214306,100.0,1
GCA_050506775.1,Bacteraemia,efaA,accepted_present,One distinct genomic locus meets >=80% identity and >=80% reference coverage,efaA,WP_002356954,CP175268.1,1797208,1798134,+,99.784,100.0,1
GCA_050506775.1,Bacteraemia,ebpA,accepted_present,One distinct genomic locus meets >=80% identity and >=80% reference coverage,ebpA,WP_154081516,CP175268.1,925998,929462,+,99.192,100.0,1
GCA_050506775.1,Bacteraemia,ebpB,accepted_present,One distinct genomic locus meets >=80% identity and >=80% reference coverage,ebpB,WP_002379309,CP175268.1,929466,930896,+,99.441,100.0,1
GCA_050506775.1,Bacteraemia,ebpC,accepted_present,One distinct genomic locus meets >=80% identity and >=80% reference coverage,ebpC,WP_011109477,CP175268.1,930893,932776,+,98.514,100.0,1
GCA_050506775.1,Bacteraemia,asa1_or_validated_equivalent,accepted_present,One distinct genomic locus meets >=80% identity and >=80% reference coverage,asa1,WP_010785625,CP175266.1,72841,76758,+,94.90731550288275,80.13364173734259,1
GCA_050506775.1,Bacteraemia,gelE,accepted_present,One distinct genomic locus meets >=80% identity and >=80% reference coverage,gelE,WP_002369251,CP175268.1,1596558,1598088,-,98.95500000000001,99.86953685583822,1
GCA_050506775.1,Bacteraemia,sprE,accepted_present,One distinct genomic locus meets >=80% identity and >=80% reference coverage,sprE,WP_002369252,CP175268.1,1595653,1596507,-,98.596,100.0,1
GCA_050506775.1,Bacteraemia,esp,not_detected,No candidate met a retained detection-status threshold,,,,,,,,,0
GCA_050506775.1,Bacteraemia,cylA,not_detected,No candidate met a retained detection-status threshold,,,,,,,,,0
GCA_050506815.1,Bacteraemia,ace,accepted_present,One distinct genomic locus meets >=80% identity and >=80% reference coverage,ace,WP_010714416,CP175260.1,1030417,1032300,+,93.99111649659864,100.0,1
GCA_050506815.1,Bacteraemia,efaA,accepted_present,One distinct genomic locus meets >=80% identity and >=80% reference coverage,efaA,WP_002356954,CP175260.1,1908091,1909017,+,99.461,100.0,2
GCA_050506815.1,Bacteraemia,ebpA,accepted_present,One distinct genomic locus meets >=80% identity and >=80% reference coverage,ebpA,WP_154081516,CP175260.1,1016407,1019871,+,99.509,100.0,1
GCA_050506815.1,Bacteraemia,ebpB,accepted_present,One distinct genomic locus meets >=80% identity and >=80% reference coverage,ebpB,WP_002379309,CP175260.1,1019875,1021305,+,99.441,100.0,1
GCA_050506815.1,Bacteraemia,ebpC,accepted_present,One distinct genomic locus meets >=80% identity and >=80% reference coverage,ebpC,WP_011109477,CP175260.1,1021302,1023185,+,99.363,100.0,1
GCA_050506815.1,Bacteraemia,asa1_or_validated_equivalent,accepted_present,One distinct genomic locus meets >=80% identity and >=80% reference coverage,asa1,WP_010785625,CP175260.1,400242,404158,+,93.59147644985582,80.10794140323824,3
GCA_050506815.1,Bacteraemia,gelE,accepted_present,One distinct genomic locus meets >=80% identity and >=80% reference coverage,gelE,WP_002369251,CP175260.1,1698327,1699859,-,98.89100000000002,100.0,1
GCA_050506815.1,Bacteraemia,sprE,accepted_present,One distinct genomic locus meets >=80% identity and >=80% reference coverage,sprE,WP_002369252,CP175260.1,1697424,1698278,-,98.48,100.0,1
GCA_050506815.1,Bacteraemia,esp,accepted_present,One distinct genomic locus meets >=80% identity and >=80% reference coverage,esp,AAD09858,CP175260.1,445594,451215,+,96.82896761845646,100.0,1
GCA_050506815.1,Bacteraemia,cylA,accepted_present,One distinct genomic locus meets >=80% identity and >=80% reference coverage,cylA,AAM75253,CP175260.1,438708,439946,+,99.839,100.0,1
GCA_050506825.1,Bacteraemia,ace,accepted_present,One distinct genomic locus meets >=80% identity and >=80% reference coverage,ace,WP_010714416,CP175258.1,1052453,1054477,+,93.24823510971788,100.0,1
GCA_050506825.1,Bacteraemia,efaA,accepted_present,One distinct genomic locus meets >=80% identity and >=80% reference coverage,efaA,WP_002356954,CP175258.1,1898405,1899331,+,99.569,100.0,2
GCA_050506825.1,Bacteraemia,ebpA,accepted_present,One distinct genomic locus meets >=80% identity and >=80% reference coverage,ebpA,WP_154081516,CP175258.1,999438,1005307,+,99.5571694163999,100.0,1
GCA_050506825.1,Bacteraemia,ebpB,accepted_present,One distinct genomic locus meets >=80% identity and >=80% reference coverage,ebpB,WP_002379309,CP175258.1,1005311,1006741,+,99.371,100.0,1
GCA_050506825.1,Bacteraemia,ebpC,accepted_present,One distinct genomic locus meets >=80% identity and >=80% reference coverage,ebpC,WP_011109477,CP175258.1,1006738,1008621,+,99.045,100.0,1
GCA_050506825.1,Bacteraemia,asa1_or_validated_equivalent,not_detected,No candidate met a retained detection-status threshold,,,,,,,,,0
GCA_050506825.1,Bacteraemia,gelE,accepted_present,One distinct genomic locus meets >=80% identity and >=80% reference coverage,gelE,WP_002369251,CP175258.1,1716579,1718111,-,98.761,100.0,1
GCA_050506825.1,Bacteraemia,sprE,accepted_present,One distinct genomic locus meets >=80% identity and >=80% reference coverage,sprE,WP_002369252,CP175258.1,1715676,1716530,-,98.83,100.0,1
GCA_050506825.1,Bacteraemia,esp,not_detected,No candidate met a retained detection-status threshold,,,,,,,,,0
GCA_050506825.1,Bacteraemia,cylA,not_detected,No candidate met a retained detection-status threshold,,,,,,,,,0
GCA_050506865.1,Bacteraemia,ace,accepted_present,One distinct genomic locus meets >=80% identity and >=80% reference coverage,ace,WP_010714416,CP175257.1,1013341,1015224,+,93.99111649659864,100.0,1
GCA_050506865.1,Bacteraemia,efaA,accepted_present,One distinct genomic locus meets >=80% identity and >=80% reference coverage,efaA,WP_002356954,CP175257.1,1848326,1849252,+,99.676,100.0,2
GCA_050506865.1,Bacteraemia,ebpA,accepted_present,One distinct genomic locus meets >=80% identity and >=80% reference coverage,ebpA,WP_154081516,CP175257.1,999338,1002802,+,99.538,100.0,1
GCA_050506865.1,Bacteraemia,ebpB,accepted_present,One distinct genomic locus meets >=80% identity and >=80% reference coverage,ebpB,WP_002379309,CP175257.1,1002806,1004236,+,99.441,100.0,1
GCA_050506865.1,Bacteraemia,ebpC,accepted_present,One distinct genomic locus meets >=80% identity and >=80% reference coverage,ebpC,WP_011109477,CP175257.1,1004233,1006116,+,99.363,100.0,1
GCA_050506865.1,Bacteraemia,asa1_or_validated_equivalent,accepted_present,One distinct genomic locus meets >=80% identity and >=80% reference coverage,asa1,WP_010785625,CP175257.1,405178,409094,+,93.59147644985582,80.10794140323824,1
GCA_050506865.1,Bacteraemia,gelE,not_detected,No candidate met a retained detection-status threshold,,,,,,,,,0
GCA_050506865.1,Bacteraemia,sprE,not_detected,No candidate met a retained detection-status threshold,,,,,,,,,0
GCA_050506865.1,Bacteraemia,esp,not_detected,No candidate met a retained detection-status threshold,,,,,,,,,0
GCA_050506865.1,Bacteraemia,cylA,accepted_present,One distinct genomic locus meets >=80% identity and >=80% reference coverage,cylA,AAM75253,CP175257.1,445261,446499,+,99.839,100.0,1
GCA_050506875.1,Bacteraemia,ace,accepted_present,One distinct genomic locus meets >=80% identity and >=80% reference coverage,ace,WP_010714416,CP175255.1,1085325,1087208,+,93.72277608695651,100.0,1
GCA_050506875.1,Bacteraemia,efaA,accepted_present,One distinct genomic locus meets >=80% identity and >=80% reference coverage,efaA,WP_002356954,CP175255.1,1944684,1945610,+,99.461,100.0,2
GCA_050506875.1,Bacteraemia,ebpA,accepted_present,One distinct genomic locus meets >=80% identity and >=80% reference coverage,ebpA,WP_154081516,CP175255.1,1074379,1077843,+,99.278,100.0,1
GCA_050506875.1,Bacteraemia,ebpB,accepted_present,One distinct genomic locus meets >=80% identity and >=80% reference coverage,ebpB,WP_002379309,CP175255.1,1077847,1079277,+,99.161,100.0,1
