Genome,Source,qseqid,sseqid,pident,length,qlen,qstart,qend,sstart,send,evalue,bitscore,Original_tool_output_reference,Strand
GCA_050506675.1,Bacteraemia,VFG002176|AAM75252|cylB|cytolysin_operon_context,CP175300.1,99.814,2145,2145,1,2145,405482,407626,0.0,3851,analysis/virulence_adherence/blast_72/GCA_050506675.1.tsv,+
GCA_050506675.1,Bacteraemia,VFG002177|AAM75253|cylA|cylA,CP175300.1,99.839,1239,1239,1,1239,407623,408861,0.0,2226,analysis/virulence_adherence/blast_72/GCA_050506675.1.tsv,+
GCA_050506675.1,Bacteraemia,VFG002177|AAM75253|cylA|cylA,CP175300.1,95.775,71,1239,1169,1239,449437,449507,9.13e-26,115,analysis/virulence_adherence/blast_72/GCA_050506675.1.tsv,+
GCA_050506675.1,Bacteraemia,VFG002178|AAM75254|cylI|cytolysin_operon_context,CP175300.1,97.154,984,984,1,984,408862,409845,0.0,1649,analysis/virulence_adherence/blast_72/GCA_050506675.1.tsv,+
GCA_050506675.1,Bacteraemia,VFG002178|AAM75254|cylI|cytolysin_operon_context,CP175300.1,96.447,985,984,1,984,449508,450491,0.0,1612,analysis/virulence_adherence/blast_72/GCA_050506675.1.tsv,+
GCA_050506675.1,Bacteraemia,VFG002179|AAD09858|esp|esp,CP175300.1,99.929,5622,5622,1,5622,414509,420130,0.0,10121,analysis/virulence_adherence/blast_72/GCA_050506675.1.tsv,+
GCA_050506675.1,Bacteraemia,VFG002179|AAD09858|esp|esp,CP175300.1,96.992,1596,5622,3124,4719,417878,419473,0.0,2663,analysis/virulence_adherence/blast_72/GCA_050506675.1.tsv,+
GCA_050506675.1,Bacteraemia,VFG002179|AAD09858|esp|esp,CP175300.1,96.742,1596,5622,3370,4965,417632,419227,0.0,2645,analysis/virulence_adherence/blast_72/GCA_050506675.1.tsv,+
GCA_050506675.1,Bacteraemia,VFG002179|AAD09858|esp|esp,CP175300.1,96.296,1350,5622,3124,4473,418124,419473,0.0,2210,analysis/virulence_adherence/blast_72/GCA_050506675.1.tsv,+
GCA_050506675.1,Bacteraemia,VFG002179|AAD09858|esp|esp,CP175300.1,96.148,1350,5622,3616,4965,417632,418981,0.0,2201,analysis/virulence_adherence/blast_72/GCA_050506675.1.tsv,+
GCA_050506675.1,Bacteraemia,VFG002179|AAD09858|esp|esp,CP175300.1,95.652,1104,5622,3124,4227,418370,419473,0.0,1775,analysis/virulence_adherence/blast_72/GCA_050506675.1.tsv,+
GCA_050506675.1,Bacteraemia,VFG002179|AAD09858|esp|esp,CP175300.1,95.471,1104,5622,3862,4965,417632,418735,0.0,1766,analysis/virulence_adherence/blast_72/GCA_050506675.1.tsv,+
GCA_050506675.1,Bacteraemia,VFG002179|AAD09858|esp|esp,CP175300.1,94.915,885,5622,3124,4008,418616,419494,0.0,1395,analysis/virulence_adherence/blast_72/GCA_050506675.1.tsv,+
GCA_050506675.1,Bacteraemia,VFG002179|AAD09858|esp|esp,CP175300.1,94.689,885,5622,4108,4986,417632,418516,0.0,1386,analysis/virulence_adherence/blast_72/GCA_050506675.1.tsv,+
GCA_050506675.1,Bacteraemia,VFG002179|AAD09858|esp|esp,CP175300.1,94.444,612,5622,3124,3735,418862,419473,0.0,951,analysis/virulence_adherence/blast_72/GCA_050506675.1.tsv,+
GCA_050506675.1,Bacteraemia,VFG002179|AAD09858|esp|esp,CP175300.1,94.118,612,5622,4354,4965,417632,418243,0.0,942,analysis/virulence_adherence/blast_72/GCA_050506675.1.tsv,+
GCA_050506675.1,Bacteraemia,VFG002179|AAD09858|esp|esp,CP175300.1,99.2,500,5622,2487,2986,416743,417242,0.0,884,analysis/virulence_adherence/blast_72/GCA_050506675.1.tsv,+
GCA_050506675.1,Bacteraemia,VFG002179|AAD09858|esp|esp,CP175300.1,99.2,500,5622,2235,2734,416995,417494,0.0,884,analysis/virulence_adherence/blast_72/GCA_050506675.1.tsv,+
GCA_050506675.1,Bacteraemia,VFG002179|AAD09858|esp|esp,CP175300.1,90.71,366,5622,4600,4965,417632,417997,1.9000000000000001e-143,508,analysis/virulence_adherence/blast_72/GCA_050506675.1.tsv,+
GCA_050506675.1,Bacteraemia,VFG002179|AAD09858|esp|esp,CP175300.1,90.71,366,5622,3124,3489,419108,419473,1.9000000000000001e-143,508,analysis/virulence_adherence/blast_72/GCA_050506675.1.tsv,+
GCA_050506675.1,Bacteraemia,VFG002179|AAD09858|esp|esp,CP175300.1,98.387,248,5622,2739,2986,416743,416990,4.18e-120,430,analysis/virulence_adherence/blast_72/GCA_050506675.1.tsv,+
GCA_050506675.1,Bacteraemia,VFG002179|AAD09858|esp|esp,CP175300.1,98.387,248,5622,2235,2482,417247,417494,4.18e-120,430,analysis/virulence_adherence/blast_72/GCA_050506675.1.tsv,+
GCA_050506675.1,Bacteraemia,VFG002179|AAD09858|esp|esp,CP175300.1,84.021,194,5622,4948,5141,417497,417690,7.1e-54,211,analysis/virulence_adherence/blast_72/GCA_050506675.1.tsv,+
GCA_050506675.1,Bacteraemia,VFG002179|AAD09858|esp|esp,CP175300.1,84.021,194,5622,2989,3182,419456,419649,7.1e-54,211,analysis/virulence_adherence/blast_72/GCA_050506675.1.tsv,+
GCA_050506675.1,Bacteraemia,VFG042976|WP_154081516|ebpA|ebpA,CP175300.1,99.538,3465,3465,1,3465,1005482,1008946,0.0,6177,analysis/virulence_adherence/blast_72/GCA_050506675.1.tsv,+
GCA_050506675.1,Bacteraemia,VFG042977|WP_002379309|ebpB|ebpB,CP175300.1,99.441,1431,1431,1,1431,1008950,1010380,0.0,2545,analysis/virulence_adherence/blast_72/GCA_050506675.1.tsv,+
GCA_050506675.1,Bacteraemia,VFG042978|WP_011109477|ebpC|ebpC,CP175300.1,99.363,1884,1878,1,1878,1010377,1012260,0.0,3345,analysis/virulence_adherence/blast_72/GCA_050506675.1.tsv,+
GCA_050506675.1,Bacteraemia,VFG045470|AAM75247|cylR2|cytolysin_operon_context,CP175300.1,100.0,201,201,1,201,401593,401393,1.63e-101,363,analysis/virulence_adherence/blast_72/GCA_050506675.1.tsv,-
GCA_050506675.1,Bacteraemia,VFG045472|AAM75249|cylL|cytolysin_operon_context,CP175300.1,100.0,207,207,1,207,401997,402203,9.33e-105,374,analysis/virulence_adherence/blast_72/GCA_050506675.1.tsv,+
GCA_050506675.1,Bacteraemia,VFG045472|AAM75249|cylL|cytolysin_operon_context,CP175300.1,88.095,84,207,15,98,402287,402370,2.06e-24,107,analysis/virulence_adherence/blast_72/GCA_050506675.1.tsv,+
GCA_050506675.1,Bacteraemia,VFG045473|AAM75250|cylS|cytolysin_operon_context,CP175300.1,100.0,192,192,1,192,402237,402428,1.19e-96,347,analysis/virulence_adherence/blast_72/GCA_050506675.1.tsv,+
GCA_050506675.1,Bacteraemia,VFG045473|AAM75250|cylS|cytolysin_operon_context,CP175300.1,88.095,84,192,51,134,402011,402094,1.8999999999999998e-24,107,analysis/virulence_adherence/blast_72/GCA_050506675.1.tsv,+
GCA_050506675.1,Bacteraemia,VFG045474|AAM75251|cylM|cytolysin_operon_context,CP175300.1,99.698,2982,2982,1,2982,402489,405470,0.0,5338,analysis/virulence_adherence/blast_72/GCA_050506675.1.tsv,+
GCA_050506685.1,Bacteraemia,VFG002164|WP_002395058|prgB/asc10|aggregation_substance_context,CP175298.1,95.434,3920,3918,2,3918,399995,403911,0.0,6259,analysis/virulence_adherence/blast_72/GCA_050506685.1.tsv,+
GCA_050506685.1,Bacteraemia,VFG002164|WP_002395058|prgB/asc10|aggregation_substance_context,CP175298.1,89.703,3875,3918,1,3855,134727,138587,0.0,5176,analysis/virulence_adherence/blast_72/GCA_050506685.1.tsv,+
GCA_050506685.1,Bacteraemia,VFG002165|WP_002356954|efaA|efaA,CP175298.1,99.461,927,927,1,927,2034685,2035611,0.0,1650,analysis/virulence_adherence/blast_72/GCA_050506685.1.tsv,+
GCA_050506685.1,Bacteraemia,VFG002165|WP_002356954|efaA|efaA,CP175298.1,68.237,828,927,81,890,497578,498387,5.22e-72,269,analysis/virulence_adherence/blast_72/GCA_050506685.1.tsv,+
GCA_050506685.1,Bacteraemia,VFG002166|WP_010714416|ace|ace,CP175298.1,96.142,1581,2025,1,1581,1051415,1052995,0.0,2577,analysis/virulence_adherence/blast_72/GCA_050506685.1.tsv,+
GCA_050506685.1,Bacteraemia,VFG002166|WP_010714416|ace|ace,CP175298.1,95.256,801,2025,1225,2025,1052498,1053298,0.0,1274,analysis/virulence_adherence/blast_72/GCA_050506685.1.tsv,+
GCA_050506685.1,Bacteraemia,VFG002166|WP_010714416|ace|ace,CP175298.1,91.317,357,2025,1084,1440,1052639,1052995,8.86e-143,505,analysis/virulence_adherence/blast_72/GCA_050506685.1.tsv,+
GCA_050506685.1,Bacteraemia,VFG002166|WP_010714416|ace|ace,CP175298.1,90.756,357,2025,1366,1722,1052498,1052854,4.589999999999999e-140,496,analysis/virulence_adherence/blast_72/GCA_050506685.1.tsv,+
GCA_050506685.1,Bacteraemia,VFG002166|WP_010714416|ace|ace,CP175298.1,89.352,216,2025,1084,1299,1052780,1052995,4.3100000000000004e-77,287,analysis/virulence_adherence/blast_72/GCA_050506685.1.tsv,+
GCA_050506685.1,Bacteraemia,VFG002166|WP_010714416|ace|ace,CP175298.1,87.963,216,2025,1507,1722,1052498,1052713,2.7200000000000004e-73,273,analysis/virulence_adherence/blast_72/GCA_050506685.1.tsv,+
GCA_050506685.1,Bacteraemia,VFG002171|WP_011109430|EF0149|aggregation_substance_context,CP175298.1,99.974,3918,3918,1,3918,134727,138644,0.0,7062,analysis/virulence_adherence/blast_72/GCA_050506685.1.tsv,+
GCA_050506685.1,Bacteraemia,VFG002171|WP_011109430|EF0149|aggregation_substance_context,CP175298.1,89.584,3869,3918,2,3855,399995,403842,0.0,5139,analysis/virulence_adherence/blast_72/GCA_050506685.1.tsv,+
GCA_050506685.1,Bacteraemia,VFG002172|WP_010710127|EF0485|aggregation_substance_context,CP175298.1,100.0,3918,3918,1,3918,399994,403911,0.0,7066,analysis/virulence_adherence/blast_72/GCA_050506685.1.tsv,+
GCA_050506685.1,Bacteraemia,VFG002172|WP_010710127|EF0485|aggregation_substance_context,CP175298.1,89.61,3869,3918,2,3849,134728,138581,0.0,5144,analysis/virulence_adherence/blast_72/GCA_050506685.1.tsv,+
GCA_050506685.1,Bacteraemia,VFG002173|WP_010785625|asa1|asa1_or_validated_equivalent,CP175298.1,94.718,2291,3891,1603,3891,401623,403911,0.0,3581,analysis/virulence_adherence/blast_72/GCA_050506685.1.tsv,+
GCA_050506685.1,Bacteraemia,VFG002173|WP_010785625|asa1|asa1_or_validated_equivalent,CP175298.1,94.595,2220,3891,1603,3822,136362,138581,0.0,3463,analysis/virulence_adherence/blast_72/GCA_050506685.1.tsv,+
GCA_050506685.1,Bacteraemia,VFG002173|WP_010785625|asa1|asa1_or_validated_equivalent,CP175298.1,90.482,830,3891,2,829,399995,400822,0.0,1136,analysis/virulence_adherence/blast_72/GCA_050506685.1.tsv,+
GCA_050506685.1,Bacteraemia,VFG002173|WP_010785625|asa1|asa1_or_validated_equivalent,CP175298.1,90.932,794,3891,1,794,134727,135520,0.0,1108,analysis/virulence_adherence/blast_72/GCA_050506685.1.tsv,+
GCA_050506685.1,Bacteraemia,VFG002174|WP_002369251|gelE|gelE,CP175298.1,98.891,1533,1533,1,1533,1808410,1806878,0.0,2689,analysis/virulence_adherence/blast_72/GCA_050506685.1.tsv,-
GCA_050506685.1,Bacteraemia,VFG002175|AAM75248|cylR1|cytolysin_operon_context,CP175298.1,100.0,285,285,1,285,434334,434050,6.42e-147,515,analysis/virulence_adherence/blast_72/GCA_050506685.1.tsv,-
GCA_050506685.1,Bacteraemia,VFG002176|AAM75252|cylB|cytolysin_operon_context,CP175298.1,99.814,2145,2145,1,2145,437938,440082,0.0,3851,analysis/virulence_adherence/blast_72/GCA_050506685.1.tsv,+
GCA_050506685.1,Bacteraemia,VFG002177|AAM75253|cylA|cylA,CP175298.1,99.839,1239,1239,1,1239,440079,441317,0.0,2226,analysis/virulence_adherence/blast_72/GCA_050506685.1.tsv,+
GCA_050506685.1,Bacteraemia,VFG002178|AAM75254|cylI|cytolysin_operon_context,CP175298.1,97.256,984,984,1,984,441318,442301,0.0,1654,analysis/virulence_adherence/blast_72/GCA_050506685.1.tsv,+
GCA_050506685.1,Bacteraemia,VFG002179|AAD09858|esp|esp,CP175298.1,99.929,5622,5622,1,5622,446965,452586,0.0,10121,analysis/virulence_adherence/blast_72/GCA_050506685.1.tsv,+
GCA_050506685.1,Bacteraemia,VFG002179|AAD09858|esp|esp,CP175298.1,96.992,1596,5622,3124,4719,450334,451929,0.0,2663,analysis/virulence_adherence/blast_72/GCA_050506685.1.tsv,+
GCA_050506685.1,Bacteraemia,VFG002179|AAD09858|esp|esp,CP175298.1,96.742,1596,5622,3370,4965,450088,451683,0.0,2645,analysis/virulence_adherence/blast_72/GCA_050506685.1.tsv,+
GCA_050506685.1,Bacteraemia,VFG002179|AAD09858|esp|esp,CP175298.1,96.296,1350,5622,3124,4473,450580,451929,0.0,2210,analysis/virulence_adherence/blast_72/GCA_050506685.1.tsv,+
GCA_050506685.1,Bacteraemia,VFG002179|AAD09858|esp|esp,CP175298.1,96.148,1350,5622,3616,4965,450088,451437,0.0,2201,analysis/virulence_adherence/blast_72/GCA_050506685.1.tsv,+
GCA_050506685.1,Bacteraemia,VFG002179|AAD09858|esp|esp,CP175298.1,95.652,1104,5622,3124,4227,450826,451929,0.0,1775,analysis/virulence_adherence/blast_72/GCA_050506685.1.tsv,+
GCA_050506685.1,Bacteraemia,VFG002179|AAD09858|esp|esp,CP175298.1,95.471,1104,5622,3862,4965,450088,451191,0.0,1766,analysis/virulence_adherence/blast_72/GCA_050506685.1.tsv,+
GCA_050506685.1,Bacteraemia,VFG002179|AAD09858|esp|esp,CP175298.1,94.915,885,5622,3124,4008,451072,451950,0.0,1395,analysis/virulence_adherence/blast_72/GCA_050506685.1.tsv,+
GCA_050506685.1,Bacteraemia,VFG002179|AAD09858|esp|esp,CP175298.1,94.689,885,5622,4108,4986,450088,450972,0.0,1386,analysis/virulence_adherence/blast_72/GCA_050506685.1.tsv,+
GCA_050506685.1,Bacteraemia,VFG002179|AAD09858|esp|esp,CP175298.1,94.444,612,5622,3124,3735,451318,451929,0.0,951,analysis/virulence_adherence/blast_72/GCA_050506685.1.tsv,+
GCA_050506685.1,Bacteraemia,VFG002179|AAD09858|esp|esp,CP175298.1,94.118,612,5622,4354,4965,450088,450699,0.0,942,analysis/virulence_adherence/blast_72/GCA_050506685.1.tsv,+
GCA_050506685.1,Bacteraemia,VFG002179|AAD09858|esp|esp,CP175298.1,99.2,500,5622,2487,2986,449199,449698,0.0,884,analysis/virulence_adherence/blast_72/GCA_050506685.1.tsv,+
GCA_050506685.1,Bacteraemia,VFG002179|AAD09858|esp|esp,CP175298.1,99.2,500,5622,2235,2734,449451,449950,0.0,884,analysis/virulence_adherence/blast_72/GCA_050506685.1.tsv,+
GCA_050506685.1,Bacteraemia,VFG002179|AAD09858|esp|esp,CP175298.1,90.71,366,5622,4600,4965,450088,450453,2.03e-143,508,analysis/virulence_adherence/blast_72/GCA_050506685.1.tsv,+
GCA_050506685.1,Bacteraemia,VFG002179|AAD09858|esp|esp,CP175298.1,90.71,366,5622,3124,3489,451564,451929,2.03e-143,508,analysis/virulence_adherence/blast_72/GCA_050506685.1.tsv,+
GCA_050506685.1,Bacteraemia,VFG002179|AAD09858|esp|esp,CP175298.1,98.387,248,5622,2739,2986,449199,449446,4.48e-120,430,analysis/virulence_adherence/blast_72/GCA_050506685.1.tsv,+
GCA_050506685.1,Bacteraemia,VFG002179|AAD09858|esp|esp,CP175298.1,98.387,248,5622,2235,2482,449703,449950,4.48e-120,430,analysis/virulence_adherence/blast_72/GCA_050506685.1.tsv,+
GCA_050506685.1,Bacteraemia,VFG002179|AAD09858|esp|esp,CP175298.1,84.021,194,5622,4948,5141,449953,450146,7.609999999999999e-54,211,analysis/virulence_adherence/blast_72/GCA_050506685.1.tsv,+
GCA_050506685.1,Bacteraemia,VFG002179|AAD09858|esp|esp,CP175298.1,84.021,194,5622,2989,3182,451912,452105,7.609999999999999e-54,211,analysis/virulence_adherence/blast_72/GCA_050506685.1.tsv,+
GCA_050506685.1,Bacteraemia,VFG002191|WP_002369252|sprE|sprE,CP175298.1,98.48,855,855,1,855,1806829,1805975,0.0,1484,analysis/virulence_adherence/blast_72/GCA_050506685.1.tsv,-
GCA_050506685.1,Bacteraemia,VFG042976|WP_154081516|ebpA|ebpA,CP175298.1,99.509,3465,3465,1,3465,1037412,1040876,0.0,6173,analysis/virulence_adherence/blast_72/GCA_050506685.1.tsv,+
GCA_050506685.1,Bacteraemia,VFG042977|WP_002379309|ebpB|ebpB,CP175298.1,99.441,1431,1431,1,1431,1040880,1042310,0.0,2545,analysis/virulence_adherence/blast_72/GCA_050506685.1.tsv,+
GCA_050506685.1,Bacteraemia,VFG042978|WP_011109477|ebpC|ebpC,CP175298.1,99.363,1884,1878,1,1878,1042307,1044190,0.0,3345,analysis/virulence_adherence/blast_72/GCA_050506685.1.tsv,+
GCA_050506685.1,Bacteraemia,VFG045470|AAM75247|cylR2|cytolysin_operon_context,CP175298.1,100.0,201,201,1,201,434049,433849,1.75e-101,363,analysis/virulence_adherence/blast_72/GCA_050506685.1.tsv,-
GCA_050506685.1,Bacteraemia,VFG045472|AAM75249|cylL|cytolysin_operon_context,CP175298.1,100.0,207,207,1,207,434453,434659,1e-104,374,analysis/virulence_adherence/blast_72/GCA_050506685.1.tsv,+
GCA_050506685.1,Bacteraemia,VFG045472|AAM75249|cylL|cytolysin_operon_context,CP175298.1,88.095,84,207,15,98,434743,434826,2.21e-24,107,analysis/virulence_adherence/blast_72/GCA_050506685.1.tsv,+
GCA_050506685.1,Bacteraemia,VFG045473|AAM75250|cylS|cytolysin_operon_context,CP175298.1,100.0,192,192,1,192,434693,434884,1.28e-96,347,analysis/virulence_adherence/blast_72/GCA_050506685.1.tsv,+
GCA_050506685.1,Bacteraemia,VFG045473|AAM75250|cylS|cytolysin_operon_context,CP175298.1,88.095,84,192,51,134,434467,434550,2.0299999999999998e-24,107,analysis/virulence_adherence/blast_72/GCA_050506685.1.tsv,+
GCA_050506685.1,Bacteraemia,VFG045474|AAM75251|cylM|cytolysin_operon_context,CP175298.1,99.698,2982,2982,1,2982,434945,437926,0.0,5338,analysis/virulence_adherence/blast_72/GCA_050506685.1.tsv,+
GCA_050506695.1,Bacteraemia,VFG002164|WP_002395058|prgB/asc10|aggregation_substance_context,CP175296.1,95.434,3920,3918,2,3918,399995,403911,0.0,6259,analysis/virulence_adherence/blast_72/GCA_050506695.1.tsv,+
GCA_050506695.1,Bacteraemia,VFG002164|WP_002395058|prgB/asc10|aggregation_substance_context,CP175296.1,89.703,3875,3918,1,3855,134727,138587,0.0,5176,analysis/virulence_adherence/blast_72/GCA_050506695.1.tsv,+
GCA_050506695.1,Bacteraemia,VFG002165|WP_002356954|efaA|efaA,CP175296.1,99.461,927,927,1,927,2034683,2035609,0.0,1650,analysis/virulence_adherence/blast_72/GCA_050506695.1.tsv,+
GCA_050506695.1,Bacteraemia,VFG002165|WP_002356954|efaA|efaA,CP175296.1,68.237,828,927,81,890,497578,498387,5.22e-72,269,analysis/virulence_adherence/blast_72/GCA_050506695.1.tsv,+
GCA_050506695.1,Bacteraemia,VFG002166|WP_010714416|ace|ace,CP175296.1,96.142,1581,2025,1,1581,1051415,1052995,0.0,2577,analysis/virulence_adherence/blast_72/GCA_050506695.1.tsv,+
GCA_050506695.1,Bacteraemia,VFG002166|WP_010714416|ace|ace,CP175296.1,95.256,801,2025,1225,2025,1052498,1053298,0.0,1274,analysis/virulence_adherence/blast_72/GCA_050506695.1.tsv,+
GCA_050506695.1,Bacteraemia,VFG002166|WP_010714416|ace|ace,CP175296.1,91.317,357,2025,1084,1440,1052639,1052995,8.86e-143,505,analysis/virulence_adherence/blast_72/GCA_050506695.1.tsv,+
GCA_050506695.1,Bacteraemia,VFG002166|WP_010714416|ace|ace,CP175296.1,90.756,357,2025,1366,1722,1052498,1052854,4.589999999999999e-140,496,analysis/virulence_adherence/blast_72/GCA_050506695.1.tsv,+
GCA_050506695.1,Bacteraemia,VFG002166|WP_010714416|ace|ace,CP175296.1,89.352,216,2025,1084,1299,1052780,1052995,4.3100000000000004e-77,287,analysis/virulence_adherence/blast_72/GCA_050506695.1.tsv,+
GCA_050506695.1,Bacteraemia,VFG002166|WP_010714416|ace|ace,CP175296.1,87.963,216,2025,1507,1722,1052498,1052713,2.7200000000000004e-73,273,analysis/virulence_adherence/blast_72/GCA_050506695.1.tsv,+
GCA_050506695.1,Bacteraemia,VFG002171|WP_011109430|EF0149|aggregation_substance_context,CP175296.1,99.974,3918,3918,1,3918,134727,138644,0.0,7062,analysis/virulence_adherence/blast_72/GCA_050506695.1.tsv,+
GCA_050506695.1,Bacteraemia,VFG002171|WP_011109430|EF0149|aggregation_substance_context,CP175296.1,89.584,3869,3918,2,3855,399995,403842,0.0,5139,analysis/virulence_adherence/blast_72/GCA_050506695.1.tsv,+
GCA_050506695.1,Bacteraemia,VFG002172|WP_010710127|EF0485|aggregation_substance_context,CP175296.1,100.0,3918,3918,1,3918,399994,403911,0.0,7066,analysis/virulence_adherence/blast_72/GCA_050506695.1.tsv,+
GCA_050506695.1,Bacteraemia,VFG002172|WP_010710127|EF0485|aggregation_substance_context,CP175296.1,89.61,3869,3918,2,3849,134728,138581,0.0,5144,analysis/virulence_adherence/blast_72/GCA_050506695.1.tsv,+
GCA_050506695.1,Bacteraemia,VFG002173|WP_010785625|asa1|asa1_or_validated_equivalent,CP175296.1,94.718,2291,3891,1603,3891,401623,403911,0.0,3581,analysis/virulence_adherence/blast_72/GCA_050506695.1.tsv,+
GCA_050506695.1,Bacteraemia,VFG002173|WP_010785625|asa1|asa1_or_validated_equivalent,CP175296.1,94.595,2220,3891,1603,3822,136362,138581,0.0,3463,analysis/virulence_adherence/blast_72/GCA_050506695.1.tsv,+
GCA_050506695.1,Bacteraemia,VFG002173|WP_010785625|asa1|asa1_or_validated_equivalent,CP175296.1,90.482,830,3891,2,829,399995,400822,0.0,1136,analysis/virulence_adherence/blast_72/GCA_050506695.1.tsv,+
GCA_050506695.1,Bacteraemia,VFG002173|WP_010785625|asa1|asa1_or_validated_equivalent,CP175296.1,90.932,794,3891,1,794,134727,135520,0.0,1108,analysis/virulence_adherence/blast_72/GCA_050506695.1.tsv,+
GCA_050506695.1,Bacteraemia,VFG002174|WP_002369251|gelE|gelE,CP175296.1,98.891,1533,1533,1,1533,1808408,1806876,0.0,2689,analysis/virulence_adherence/blast_72/GCA_050506695.1.tsv,-
GCA_050506695.1,Bacteraemia,VFG002175|AAM75248|cylR1|cytolysin_operon_context,CP175296.1,100.0,285,285,1,285,434334,434050,6.42e-147,515,analysis/virulence_adherence/blast_72/GCA_050506695.1.tsv,-
GCA_050506695.1,Bacteraemia,VFG002176|AAM75252|cylB|cytolysin_operon_context,CP175296.1,99.814,2145,2145,1,2145,437938,440082,0.0,3851,analysis/virulence_adherence/blast_72/GCA_050506695.1.tsv,+
GCA_050506695.1,Bacteraemia,VFG002177|AAM75253|cylA|cylA,CP175296.1,99.839,1239,1239,1,1239,440079,441317,0.0,2226,analysis/virulence_adherence/blast_72/GCA_050506695.1.tsv,+
GCA_050506695.1,Bacteraemia,VFG002178|AAM75254|cylI|cytolysin_operon_context,CP175296.1,97.256,984,984,1,984,441318,442301,0.0,1654,analysis/virulence_adherence/blast_72/GCA_050506695.1.tsv,+
GCA_050506695.1,Bacteraemia,VFG002179|AAD09858|esp|esp,CP175296.1,99.929,5622,5622,1,5622,446965,452586,0.0,10121,analysis/virulence_adherence/blast_72/GCA_050506695.1.tsv,+
GCA_050506695.1,Bacteraemia,VFG002179|AAD09858|esp|esp,CP175296.1,96.992,1596,5622,3124,4719,450334,451929,0.0,2663,analysis/virulence_adherence/blast_72/GCA_050506695.1.tsv,+
GCA_050506695.1,Bacteraemia,VFG002179|AAD09858|esp|esp,CP175296.1,96.742,1596,5622,3370,4965,450088,451683,0.0,2645,analysis/virulence_adherence/blast_72/GCA_050506695.1.tsv,+
GCA_050506695.1,Bacteraemia,VFG002179|AAD09858|esp|esp,CP175296.1,96.296,1350,5622,3124,4473,450580,451929,0.0,2210,analysis/virulence_adherence/blast_72/GCA_050506695.1.tsv,+
GCA_050506695.1,Bacteraemia,VFG002179|AAD09858|esp|esp,CP175296.1,96.148,1350,5622,3616,4965,450088,451437,0.0,2201,analysis/virulence_adherence/blast_72/GCA_050506695.1.tsv,+
GCA_050506695.1,Bacteraemia,VFG002179|AAD09858|esp|esp,CP175296.1,95.652,1104,5622,3124,4227,450826,451929,0.0,1775,analysis/virulence_adherence/blast_72/GCA_050506695.1.tsv,+
GCA_050506695.1,Bacteraemia,VFG002179|AAD09858|esp|esp,CP175296.1,95.471,1104,5622,3862,4965,450088,451191,0.0,1766,analysis/virulence_adherence/blast_72/GCA_050506695.1.tsv,+
GCA_050506695.1,Bacteraemia,VFG002179|AAD09858|esp|esp,CP175296.1,94.915,885,5622,3124,4008,451072,451950,0.0,1395,analysis/virulence_adherence/blast_72/GCA_050506695.1.tsv,+
GCA_050506695.1,Bacteraemia,VFG002179|AAD09858|esp|esp,CP175296.1,94.689,885,5622,4108,4986,450088,450972,0.0,1386,analysis/virulence_adherence/blast_72/GCA_050506695.1.tsv,+
GCA_050506695.1,Bacteraemia,VFG002179|AAD09858|esp|esp,CP175296.1,94.444,612,5622,3124,3735,451318,451929,0.0,951,analysis/virulence_adherence/blast_72/GCA_050506695.1.tsv,+
GCA_050506695.1,Bacteraemia,VFG002179|AAD09858|esp|esp,CP175296.1,94.118,612,5622,4354,4965,450088,450699,0.0,942,analysis/virulence_adherence/blast_72/GCA_050506695.1.tsv,+
GCA_050506695.1,Bacteraemia,VFG002179|AAD09858|esp|esp,CP175296.1,99.2,500,5622,2487,2986,449199,449698,0.0,884,analysis/virulence_adherence/blast_72/GCA_050506695.1.tsv,+
GCA_050506695.1,Bacteraemia,VFG002179|AAD09858|esp|esp,CP175296.1,99.2,500,5622,2235,2734,449451,449950,0.0,884,analysis/virulence_adherence/blast_72/GCA_050506695.1.tsv,+
GCA_050506695.1,Bacteraemia,VFG002179|AAD09858|esp|esp,CP175296.1,90.71,366,5622,4600,4965,450088,450453,2.03e-143,508,analysis/virulence_adherence/blast_72/GCA_050506695.1.tsv,+
GCA_050506695.1,Bacteraemia,VFG002179|AAD09858|esp|esp,CP175296.1,90.71,366,5622,3124,3489,451564,451929,2.03e-143,508,analysis/virulence_adherence/blast_72/GCA_050506695.1.tsv,+
GCA_050506695.1,Bacteraemia,VFG002179|AAD09858|esp|esp,CP175296.1,98.387,248,5622,2739,2986,449199,449446,4.48e-120,430,analysis/virulence_adherence/blast_72/GCA_050506695.1.tsv,+
GCA_050506695.1,Bacteraemia,VFG002179|AAD09858|esp|esp,CP175296.1,98.387,248,5622,2235,2482,449703,449950,4.48e-120,430,analysis/virulence_adherence/blast_72/GCA_050506695.1.tsv,+
GCA_050506695.1,Bacteraemia,VFG002179|AAD09858|esp|esp,CP175296.1,84.021,194,5622,4948,5141,449953,450146,7.609999999999999e-54,211,analysis/virulence_adherence/blast_72/GCA_050506695.1.tsv,+
GCA_050506695.1,Bacteraemia,VFG002179|AAD09858|esp|esp,CP175296.1,84.021,194,5622,2989,3182,451912,452105,7.609999999999999e-54,211,analysis/virulence_adherence/blast_72/GCA_050506695.1.tsv,+
