Genome,Query_ID,Target_gene,Database_gene_symbol,Reference_accession,Reference_name,Mapping_status,Contig_ID,Locus_number_on_contig,Start,Stop,Strand,Identity,Coverage,HSP_count,Best_bitscore,Distinct_target_locus_number_on_contig,Distinct_target_locus_ID
GCA_050506685.1,VFG045473|AAM75250|cylS|cytolysin_operon_context,cytolysin_operon_context,cylS,AAM75250,CylS; cytolysin subunit,context_only,CP175298.1,1,434467,434884,+,96.37673913043479,100.0,2,347.0,1,CP175298.1|+|1
GCA_050506685.1,VFG045474|AAM75251|cylM|cytolysin_operon_context,cytolysin_operon_context,cylM,AAM75251,CylM; cytolysin subunit modifier,context_only,CP175298.1,1,434945,437926,+,99.698,100.0,1,5338.0,2,CP175298.1|+|2
GCA_050506695.1,VFG002164|WP_002395058|prgB/asc10|aggregation_substance_context,aggregation_substance_context,prgB/asc10,WP_002395058,aggregation substance PrgB/Asc10,review_required_context,CP175296.1,1,134727,138587,+,89.703,98.39203675344564,1,5176.0,1,CP175296.1|+|1
GCA_050506695.1,VFG002164|WP_002395058|prgB/asc10|aggregation_substance_context,aggregation_substance_context,prgB/asc10,WP_002395058,aggregation substance PrgB/Asc10,review_required_context,CP175296.1,2,399995,403911,+,95.434,99.97447677386421,1,6259.0,2,CP175296.1|+|2
GCA_050506695.1,VFG002165|WP_002356954|efaA|efaA,efaA,efaA,WP_002356954,endocarditis specific antigen,approved_primary,CP175296.1,1,497578,498387,+,68.237,87.37864077669903,1,269.0,1,CP175296.1|+|1
GCA_050506695.1,VFG002165|WP_002356954|efaA|efaA,efaA,efaA,WP_002356954,endocarditis specific antigen,approved_primary,CP175296.1,2,2034683,2035609,+,99.461,100.0,1,1650.0,2,CP175296.1|+|2
GCA_050506695.1,VFG002166|WP_010714416|ace|ace,ace,ace,WP_010714416,collagen adhesin protein,approved_primary,CP175296.1,1,1051415,1053298,+,93.99111649659864,100.0,6,2577.0,1,CP175296.1|+|1
GCA_050506695.1,VFG002171|WP_011109430|EF0149|aggregation_substance_context,aggregation_substance_context,EF0149,WP_011109430,aggregation substance,review_required_context,CP175296.1,1,134727,138644,+,99.974,100.0,1,7062.0,1,CP175296.1|+|1
GCA_050506695.1,VFG002171|WP_011109430|EF0149|aggregation_substance_context,aggregation_substance_context,EF0149,WP_011109430,aggregation substance,review_required_context,CP175296.1,2,399995,403842,+,89.58399999999999,98.36651352730985,1,5139.0,2,CP175296.1|+|2
GCA_050506695.1,VFG002172|WP_010710127|EF0485|aggregation_substance_context,aggregation_substance_context,EF0485,WP_010710127,aggregation substance,review_required_context,CP175296.1,1,134728,138581,+,89.61000000000001,98.21337417049516,1,5144.0,1,CP175296.1|+|1
GCA_050506695.1,VFG002172|WP_010710127|EF0485|aggregation_substance_context,aggregation_substance_context,EF0485,WP_010710127,aggregation substance,review_required_context,CP175296.1,2,399994,403911,+,100.0,100.0,1,7066.0,2,CP175296.1|+|2
GCA_050506695.1,VFG002173|WP_010785625|asa1|asa1_or_validated_equivalent,asa1_or_validated_equivalent,asa1,WP_010785625,aggregation substance Asa1,approved_primary,CP175296.1,1,134727,138581,+,93.63002919708029,77.46080699049088,2,3463.0,1,CP175296.1|+|1
GCA_050506695.1,VFG002173|WP_010785625|asa1|asa1_or_validated_equivalent,asa1_or_validated_equivalent,asa1,WP_010785625,aggregation substance Asa1,approved_primary,CP175296.1,2,399995,403911,+,93.59147644985582,80.10794140323824,2,3581.0,2,CP175296.1|+|2
GCA_050506695.1,VFG002174|WP_002369251|gelE|gelE,gelE,gelE,WP_002369251,coccolysin,approved_primary,CP175296.1,1,1806876,1808408,-,98.89100000000002,100.0,1,2689.0,1,CP175296.1|-|1
GCA_050506695.1,VFG002175|AAM75248|cylR1|cytolysin_operon_context,cytolysin_operon_context,cylR1,AAM75248,cytolysin regulator R1,context_only,CP175296.1,1,434050,434334,-,100.0,100.0,1,515.0,2,CP175296.1|-|2
GCA_050506695.1,VFG002176|AAM75252|cylB|cytolysin_operon_context,cytolysin_operon_context,cylB,AAM75252,ABC-type transporter,context_only,CP175296.1,1,437938,440082,+,99.814,100.0,1,3851.0,3,CP175296.1|+|3
GCA_050506695.1,VFG002177|AAM75253|cylA|cylA,cylA,cylA,AAM75253,cytolysin activator,approved_primary,CP175296.1,1,440079,441317,+,99.839,100.0,1,2226.0,1,CP175296.1|+|1
GCA_050506695.1,VFG002178|AAM75254|cylI|cytolysin_operon_context,cytolysin_operon_context,cylI,AAM75254,cytolysin immunity protein,context_only,CP175296.1,1,441318,442301,+,97.256,100.0,1,1654.0,4,CP175296.1|+|4
GCA_050506695.1,VFG002179|AAD09858|esp|esp,esp,esp,AAD09858,Enterococcal surface protein; Esp,approved_primary,CP175296.1,1,446965,452586,+,96.83420225532797,100.0,19,10121.0,1,CP175296.1|+|1
GCA_050506695.1,VFG002191|WP_002369252|sprE|sprE,sprE,sprE,WP_002369252,"serine proteinase, V8 family",approved_primary,CP175296.1,1,1805973,1806827,-,98.48,100.0,1,1484.0,1,CP175296.1|-|1
GCA_050506695.1,VFG042976|WP_154081516|ebpA|ebpA,ebpA,ebpA,WP_154081516,endocarditis and biofilm-associated pilus tip protein EbpA,approved_primary,CP175296.1,1,1037412,1040876,+,99.509,100.0,1,6173.0,1,CP175296.1|+|1
GCA_050506695.1,VFG042977|WP_002379309|ebpB|ebpB,ebpB,ebpB,WP_002379309,endocarditis and biofilm-associated pilus minor subunit EbpB,approved_primary,CP175296.1,1,1040880,1042310,+,99.441,100.0,1,2545.0,1,CP175296.1|+|1
GCA_050506695.1,VFG042978|WP_011109477|ebpC|ebpC,ebpC,ebpC,WP_011109477,endocarditis and biofilm-associated pilus major subunit EbpC,approved_primary,CP175296.1,1,1042307,1044190,+,99.363,100.0,1,3345.0,1,CP175296.1|+|1
GCA_050506695.1,VFG045470|AAM75247|cylR2|cytolysin_operon_context,cytolysin_operon_context,cylR2,AAM75247,cytolysin regulator R2,context_only,CP175296.1,1,433849,434049,-,100.0,100.0,1,363.0,1,CP175296.1|-|1
GCA_050506695.1,VFG045472|AAM75249|cylL|cytolysin_operon_context,cytolysin_operon_context,cylL,AAM75249,CylL; cytolysin subunit,context_only,CP175296.1,1,434453,434826,+,96.56350515463917,100.0,2,374.0,1,CP175296.1|+|1
GCA_050506695.1,VFG045473|AAM75250|cylS|cytolysin_operon_context,cytolysin_operon_context,cylS,AAM75250,CylS; cytolysin subunit,context_only,CP175296.1,1,434467,434884,+,96.37673913043479,100.0,2,347.0,1,CP175296.1|+|1
GCA_050506695.1,VFG045474|AAM75251|cylM|cytolysin_operon_context,cytolysin_operon_context,cylM,AAM75251,CylM; cytolysin subunit modifier,context_only,CP175296.1,1,434945,437926,+,99.698,100.0,1,5338.0,2,CP175296.1|+|2
GCA_050506725.1,VFG002164|WP_002395058|prgB/asc10|aggregation_substance_context,aggregation_substance_context,prgB/asc10,WP_002395058,aggregation substance PrgB/Asc10,review_required_context,CP175285.1,1,57215,61076,+,93.94757565789475,76.85043389484431,2,3338.0,1,CP175285.1|+|1
GCA_050506725.1,VFG002164|WP_002395058|prgB/asc10|aggregation_substance_context,aggregation_substance_context,prgB/asc10,WP_002395058,aggregation substance PrgB/Asc10,review_required_context,CP175285.1,2,118238,122128,+,95.35634793982997,77.99897907095456,2,3634.0,2,CP175285.1|+|2
GCA_050506725.1,VFG002165|WP_002356954|efaA|efaA,efaA,efaA,WP_002356954,endocarditis specific antigen,approved_primary,CP175283.1,1,1718882,1719808,+,99.569,100.0,1,1654.0,1,CP175283.1|+|1
GCA_050506725.1,VFG002166|WP_010714416|ace|ace,ace,ace,WP_010714416,collagen adhesin protein,approved_primary,CP175283.1,1,885518,887542,+,93.24823510971788,100.0,7,3378.0,1,CP175283.1|+|1
GCA_050506725.1,VFG002171|WP_011109430|EF0149|aggregation_substance_context,aggregation_substance_context,EF0149,WP_011109430,aggregation substance,review_required_context,CP175285.1,1,57215,61052,+,93.15992666885893,76.92700357325165,2,3330.0,1,CP175285.1|+|1
GCA_050506725.1,VFG002171|WP_011109430|EF0149|aggregation_substance_context,aggregation_substance_context,EF0149,WP_011109430,aggregation substance,review_required_context,CP175285.1,2,118238,122059,+,94.52533510285335,76.92700357325165,2,3549.0,2,CP175285.1|+|2
GCA_050506725.1,VFG002172|WP_010710127|EF0485|aggregation_substance_context,aggregation_substance_context,EF0485,WP_010710127,aggregation substance,review_required_context,CP175285.1,1,57216,61076,+,92.62008411214954,78.4073506891271,2,3340.0,1,CP175285.1|+|1
GCA_050506725.1,VFG002172|WP_010710127|EF0485|aggregation_substance_context,aggregation_substance_context,EF0485,WP_010710127,aggregation substance,review_required_context,CP175285.1,2,118239,122128,+,94.00803652675427,79.55589586523736,2,3635.0,2,CP175285.1|+|2
GCA_050506725.1,VFG002173|WP_010785625|asa1|asa1_or_validated_equivalent,asa1_or_validated_equivalent,asa1,WP_010785625,aggregation substance Asa1,approved_primary,CP175285.1,1,57215,61076,+,96.256,98.84348496530455,1,6258.0,1,CP175285.1|+|1
GCA_050506725.1,VFG002173|WP_010785625|asa1|asa1_or_validated_equivalent,asa1_or_validated_equivalent,asa1,WP_010785625,aggregation substance Asa1,approved_primary,CP175285.1,2,118238,122128,+,97.353,100.0,1,6553.0,2,CP175285.1|+|2
GCA_050506725.1,VFG002174|WP_002369251|gelE|gelE,gelE,gelE,WP_002369251,coccolysin,approved_primary,CP175283.1,1,1549825,1551357,-,98.761,100.0,1,2680.0,1,CP175283.1|-|1
GCA_050506725.1,VFG002191|WP_002369252|sprE|sprE,sprE,sprE,WP_002369252,"serine proteinase, V8 family",approved_primary,CP175283.1,1,1548922,1549776,-,98.83,100.0,1,1498.0,1,CP175283.1|-|1
GCA_050506725.1,VFG042976|WP_154081516|ebpA|ebpA,ebpA,ebpA,WP_154081516,endocarditis and biofilm-associated pilus tip protein EbpA,approved_primary,CP175283.1,1,872506,875970,+,99.481,100.0,1,6168.0,1,CP175283.1|+|1
GCA_050506725.1,VFG042977|WP_002379309|ebpB|ebpB,ebpB,ebpB,WP_002379309,endocarditis and biofilm-associated pilus minor subunit EbpB,approved_primary,CP175283.1,1,875974,877404,+,99.371,100.0,1,2541.0,1,CP175283.1|+|1
GCA_050506725.1,VFG042978|WP_011109477|ebpC|ebpC,ebpC,ebpC,WP_011109477,endocarditis and biofilm-associated pilus major subunit EbpC,approved_primary,CP175283.1,1,877401,879284,+,99.045,100.0,1,3318.0,1,CP175283.1|+|1
GCA_050506735.1,VFG002164|WP_002395058|prgB/asc10|aggregation_substance_context,aggregation_substance_context,prgB/asc10,WP_002395058,aggregation substance PrgB/Asc10,review_required_context,CP175282.1,1,1112,5002,+,95.35634793982997,77.99897907095456,2,3634.0,1,CP175282.1|+|1
GCA_050506735.1,VFG002165|WP_002356954|efaA|efaA,efaA,efaA,WP_002356954,endocarditis specific antigen,approved_primary,CP175280.1,1,1718882,1719808,+,99.569,100.0,1,1654.0,1,CP175280.1|+|1
GCA_050506735.1,VFG002166|WP_010714416|ace|ace,ace,ace,WP_010714416,collagen adhesin protein,approved_primary,CP175280.1,1,885518,887542,+,93.24823510971788,100.0,7,3378.0,1,CP175280.1|+|1
GCA_050506735.1,VFG002171|WP_011109430|EF0149|aggregation_substance_context,aggregation_substance_context,EF0149,WP_011109430,aggregation substance,review_required_context,CP175282.1,1,1112,4933,+,94.52533510285335,76.92700357325165,2,3549.0,1,CP175282.1|+|1
GCA_050506735.1,VFG002172|WP_010710127|EF0485|aggregation_substance_context,aggregation_substance_context,EF0485,WP_010710127,aggregation substance,review_required_context,CP175282.1,1,1113,5002,+,94.00803652675427,79.55589586523736,2,3635.0,1,CP175282.1|+|1
GCA_050506735.1,VFG002173|WP_010785625|asa1|asa1_or_validated_equivalent,asa1_or_validated_equivalent,asa1,WP_010785625,aggregation substance Asa1,approved_primary,CP175282.1,1,1112,5002,+,97.353,100.0,1,6553.0,1,CP175282.1|+|1
GCA_050506735.1,VFG002174|WP_002369251|gelE|gelE,gelE,gelE,WP_002369251,coccolysin,approved_primary,CP175280.1,1,1549825,1551357,-,98.761,100.0,1,2680.0,1,CP175280.1|-|1
GCA_050506735.1,VFG002191|WP_002369252|sprE|sprE,sprE,sprE,WP_002369252,"serine proteinase, V8 family",approved_primary,CP175280.1,1,1548922,1549776,-,98.83,100.0,1,1498.0,1,CP175280.1|-|1
GCA_050506735.1,VFG042976|WP_154081516|ebpA|ebpA,ebpA,ebpA,WP_154081516,endocarditis and biofilm-associated pilus tip protein EbpA,approved_primary,CP175280.1,1,872506,875970,+,99.481,100.0,1,6168.0,1,CP175280.1|+|1
GCA_050506735.1,VFG042977|WP_002379309|ebpB|ebpB,ebpB,ebpB,WP_002379309,endocarditis and biofilm-associated pilus minor subunit EbpB,approved_primary,CP175280.1,1,875974,877404,+,99.371,100.0,1,2541.0,1,CP175280.1|+|1
GCA_050506735.1,VFG042978|WP_011109477|ebpC|ebpC,ebpC,ebpC,WP_011109477,endocarditis and biofilm-associated pilus major subunit EbpC,approved_primary,CP175280.1,1,877401,879284,+,99.045,100.0,1,3318.0,1,CP175280.1|+|1
GCA_050506745.1,VFG002164|WP_002395058|prgB/asc10|aggregation_substance_context,aggregation_substance_context,prgB/asc10,WP_002395058,aggregation substance PrgB/Asc10,review_required_context,CP175276.1,1,2190259,2194151,-,94.469,99.97447677386421,1,6107.0,1,CP175276.1|-|1
GCA_050506745.1,VFG002164|WP_002395058|prgB/asc10|aggregation_substance_context,aggregation_substance_context,prgB/asc10,WP_002395058,aggregation substance PrgB/Asc10,review_required_context,CP175279.1,1,1,3840,+,89.628,97.85604900459418,1,5126.0,1,CP175279.1|+|1
GCA_050506745.1,VFG002165|WP_002356954|efaA|efaA,efaA,efaA,WP_002356954,endocarditis specific antigen,approved_primary,CP175276.1,1,649247,650173,-,99.892,100.0,1,1668.0,1,CP175276.1|-|1
GCA_050506745.1,VFG002165|WP_002356954|efaA|efaA,efaA,efaA,WP_002356954,endocarditis specific antigen,approved_primary,CP175276.1,2,2065577,2066386,-,68.237,87.37864077669903,1,269.0,2,CP175276.1|-|2
GCA_050506745.1,VFG002166|WP_010714416|ace|ace,ace,ace,WP_010714416,collagen adhesin protein,approved_primary,CP175276.1,1,1549542,1551566,-,94.79255579553636,100.0,7,3639.0,1,CP175276.1|-|1
GCA_050506745.1,VFG002171|WP_011109430|EF0149|aggregation_substance_context,aggregation_substance_context,EF0149,WP_011109430,aggregation substance,review_required_context,CP175276.1,1,2190328,2194151,-,89.105,98.36651352730985,1,5071.0,1,CP175276.1|-|1
GCA_050506745.1,VFG002171|WP_011109430|EF0149|aggregation_substance_context,aggregation_substance_context,EF0149,WP_011109430,aggregation substance,review_required_context,CP175279.1,1,1,3900,+,94.0,99.5405819295559,1,5979.0,1,CP175279.1|+|1
GCA_050506745.1,VFG002172|WP_010710127|EF0485|aggregation_substance_context,aggregation_substance_context,EF0485,WP_010710127,aggregation substance,review_required_context,CP175276.1,1,2190259,2194152,-,94.67,100.0,1,6143.0,1,CP175276.1|-|1
GCA_050506745.1,VFG002172|WP_010710127|EF0485|aggregation_substance_context,aggregation_substance_context,EF0485,WP_010710127,aggregation substance,review_required_context,CP175279.1,1,2,3840,+,88.95,97.8305257784584,1,5007.0,1,CP175279.1|+|1
GCA_050506745.1,VFG002173|WP_010785625|asa1|asa1_or_validated_equivalent,asa1_or_validated_equivalent,asa1,WP_010785625,aggregation substance Asa1,approved_primary,CP175276.1,1,2190259,2194151,-,93.37354225352112,80.10794140323824,2,3712.0,1,CP175276.1|-|1
GCA_050506745.1,VFG002173|WP_010785625|asa1|asa1_or_validated_equivalent,asa1_or_validated_equivalent,asa1,WP_010785625,aggregation substance Asa1,approved_primary,CP175279.1,1,1,3840,+,94.1648179393131,77.07530197892572,2,3400.0,1,CP175279.1|+|1
GCA_050506745.1,VFG002174|WP_002369251|gelE|gelE,gelE,gelE,WP_002369251,coccolysin,approved_primary,CP175276.1,1,846239,847771,+,100.0,100.0,1,2765.0,1,CP175276.1|+|1
GCA_050506745.1,VFG002175|AAM75248|cylR1|cytolysin_operon_context,cytolysin_operon_context,cylR1,AAM75248,cytolysin regulator R1,context_only,CP175277.1,1,12918,13202,-,100.0,100.0,1,515.0,2,CP175277.1|-|2
GCA_050506745.1,VFG002176|AAM75252|cylB|cytolysin_operon_context,cytolysin_operon_context,cylB,AAM75252,ABC-type transporter,context_only,CP175277.1,1,16806,18950,+,99.767,100.0,1,3846.0,3,CP175277.1|+|3
GCA_050506745.1,VFG002177|AAM75253|cylA|cylA,cylA,cylA,AAM75253,cytolysin activator,approved_primary,CP175277.1,1,18947,20185,+,99.839,100.0,1,2226.0,1,CP175277.1|+|1
GCA_050506745.1,VFG002178|AAM75254|cylI|cytolysin_operon_context,cytolysin_operon_context,cylI,AAM75254,cytolysin immunity protein,context_only,CP175277.1,1,20186,21169,+,97.256,100.0,1,1654.0,4,CP175277.1|+|4
GCA_050506745.1,VFG002191|WP_002369252|sprE|sprE,sprE,sprE,WP_002369252,"serine proteinase, V8 family",approved_primary,CP175276.1,1,847820,848674,+,100.0,100.0,1,1543.0,1,CP175276.1|+|1
GCA_050506745.1,VFG042976|WP_154081516|ebpA|ebpA,ebpA,ebpA,WP_154081516,endocarditis and biofilm-associated pilus tip protein EbpA,approved_primary,CP175276.1,1,1558910,1562374,-,99.942,100.0,1,6240.0,1,CP175276.1|-|1
GCA_050506745.1,VFG042977|WP_002379309|ebpB|ebpB,ebpB,ebpB,WP_002379309,endocarditis and biofilm-associated pilus minor subunit EbpB,approved_primary,CP175276.1,1,1557476,1558906,-,100.0,100.0,1,2581.0,1,CP175276.1|-|1
GCA_050506745.1,VFG042978|WP_011109477|ebpC|ebpC,ebpC,ebpC,WP_011109477,endocarditis and biofilm-associated pilus major subunit EbpC,approved_primary,CP175276.1,1,1555596,1557479,-,99.682,100.0,1,3372.0,1,CP175276.1|-|1
GCA_050506745.1,VFG045470|AAM75247|cylR2|cytolysin_operon_context,cytolysin_operon_context,cylR2,AAM75247,cytolysin regulator R2,context_only,CP175277.1,1,12717,12917,-,100.0,100.0,1,363.0,1,CP175277.1|-|1
GCA_050506745.1,VFG045472|AAM75249|cylL|cytolysin_operon_context,cytolysin_operon_context,cylL,AAM75249,CylL; cytolysin subunit,context_only,CP175277.1,1,13321,13694,+,96.56350515463917,100.0,2,374.0,1,CP175277.1|+|1
GCA_050506745.1,VFG045473|AAM75250|cylS|cytolysin_operon_context,cytolysin_operon_context,cylS,AAM75250,CylS; cytolysin subunit,context_only,CP175277.1,1,13335,13752,+,96.37673913043479,100.0,2,347.0,1,CP175277.1|+|1
GCA_050506745.1,VFG045474|AAM75251|cylM|cytolysin_operon_context,cytolysin_operon_context,cylM,AAM75251,CylM; cytolysin subunit modifier,context_only,CP175277.1,1,13813,16794,+,99.665,100.0,1,5333.0,2,CP175277.1|+|2
GCA_050506755.1,VFG002164|WP_002395058|prgB/asc10|aggregation_substance_context,aggregation_substance_context,prgB/asc10,WP_002395058,aggregation substance PrgB/Asc10,review_required_context,CP175272.1,1,37239,41078,+,89.628,97.85604900459418,1,5126.0,1,CP175272.1|+|1
GCA_050506755.1,VFG002164|WP_002395058|prgB/asc10|aggregation_substance_context,aggregation_substance_context,prgB/asc10,WP_002395058,aggregation substance PrgB/Asc10,review_required_context,CP175273.1,1,165377,169269,+,94.469,99.97447677386421,1,6107.0,1,CP175273.1|+|1
GCA_050506755.1,VFG002165|WP_002356954|efaA|efaA,efaA,efaA,WP_002356954,endocarditis specific antigen,approved_primary,CP175273.1,1,293138,293947,+,68.237,87.37864077669903,1,269.0,1,CP175273.1|+|1
GCA_050506755.1,VFG002165|WP_002356954|efaA|efaA,efaA,efaA,WP_002356954,endocarditis specific antigen,approved_primary,CP175273.1,2,1707336,1708262,+,99.892,100.0,1,1668.0,2,CP175273.1|+|2
GCA_050506755.1,VFG002166|WP_010714416|ace|ace,ace,ace,WP_010714416,collagen adhesin protein,approved_primary,CP175273.1,1,807277,809301,+,94.79255579553636,100.0,7,3639.0,1,CP175273.1|+|1
GCA_050506755.1,VFG002171|WP_011109430|EF0149|aggregation_substance_context,aggregation_substance_context,EF0149,WP_011109430,aggregation substance,review_required_context,CP175272.1,1,37239,41138,+,94.0,99.5405819295559,1,5979.0,1,CP175272.1|+|1
GCA_050506755.1,VFG002171|WP_011109430|EF0149|aggregation_substance_context,aggregation_substance_context,EF0149,WP_011109430,aggregation substance,review_required_context,CP175273.1,1,165377,169200,+,89.105,98.36651352730985,1,5071.0,1,CP175273.1|+|1
GCA_050506755.1,VFG002172|WP_010710127|EF0485|aggregation_substance_context,aggregation_substance_context,EF0485,WP_010710127,aggregation substance,review_required_context,CP175272.1,1,37240,41078,+,88.95,97.8305257784584,1,5007.0,1,CP175272.1|+|1
GCA_050506755.1,VFG002172|WP_010710127|EF0485|aggregation_substance_context,aggregation_substance_context,EF0485,WP_010710127,aggregation substance,review_required_context,CP175273.1,1,165376,169269,+,94.67,100.0,1,6143.0,1,CP175273.1|+|1
GCA_050506755.1,VFG002173|WP_010785625|asa1|asa1_or_validated_equivalent,asa1_or_validated_equivalent,asa1,WP_010785625,aggregation substance Asa1,approved_primary,CP175272.1,1,37239,41078,+,94.1648179393131,77.07530197892572,2,3400.0,1,CP175272.1|+|1
GCA_050506755.1,VFG002173|WP_010785625|asa1|asa1_or_validated_equivalent,asa1_or_validated_equivalent,asa1,WP_010785625,aggregation substance Asa1,approved_primary,CP175273.1,1,165377,169269,+,93.37354225352112,80.10794140323824,2,3712.0,1,CP175273.1|+|1
GCA_050506755.1,VFG002174|WP_002369251|gelE|gelE,gelE,gelE,WP_002369251,coccolysin,approved_primary,CP175273.1,1,1511070,1512602,-,100.0,100.0,1,2765.0,1,CP175273.1|-|1
GCA_050506755.1,VFG002175|AAM75248|cylR1|cytolysin_operon_context,cytolysin_operon_context,cylR1,AAM75248,cytolysin regulator R1,context_only,CP175274.1,1,45302,45586,-,100.0,100.0,1,515.0,2,CP175274.1|-|2
GCA_050506755.1,VFG002176|AAM75252|cylB|cytolysin_operon_context,cytolysin_operon_context,cylB,AAM75252,ABC-type transporter,context_only,CP175274.1,1,49190,51334,+,99.767,100.0,1,3846.0,3,CP175274.1|+|3
GCA_050506755.1,VFG002177|AAM75253|cylA|cylA,cylA,cylA,AAM75253,cytolysin activator,approved_primary,CP175274.1,1,51331,52569,+,99.839,100.0,1,2226.0,1,CP175274.1|+|1
GCA_050506755.1,VFG002178|AAM75254|cylI|cytolysin_operon_context,cytolysin_operon_context,cylI,AAM75254,cytolysin immunity protein,context_only,CP175274.1,1,52570,53553,+,97.256,100.0,1,1654.0,4,CP175274.1|+|4
GCA_050506755.1,VFG002191|WP_002369252|sprE|sprE,sprE,sprE,WP_002369252,"serine proteinase, V8 family",approved_primary,CP175273.1,1,1510167,1511021,-,100.0,100.0,1,1543.0,1,CP175273.1|-|1
GCA_050506755.1,VFG042976|WP_154081516|ebpA|ebpA,ebpA,ebpA,WP_154081516,endocarditis and biofilm-associated pilus tip protein EbpA,approved_primary,CP175273.1,1,796469,799933,+,99.942,100.0,1,6240.0,1,CP175273.1|+|1
GCA_050506755.1,VFG042977|WP_002379309|ebpB|ebpB,ebpB,ebpB,WP_002379309,endocarditis and biofilm-associated pilus minor subunit EbpB,approved_primary,CP175273.1,1,799937,801367,+,100.0,100.0,1,2581.0,1,CP175273.1|+|1
GCA_050506755.1,VFG042978|WP_011109477|ebpC|ebpC,ebpC,ebpC,WP_011109477,endocarditis and biofilm-associated pilus major subunit EbpC,approved_primary,CP175273.1,1,801364,803247,+,99.682,100.0,1,3372.0,1,CP175273.1|+|1
GCA_050506755.1,VFG045470|AAM75247|cylR2|cytolysin_operon_context,cytolysin_operon_context,cylR2,AAM75247,cytolysin regulator R2,context_only,CP175274.1,1,45101,45301,-,100.0,100.0,1,363.0,1,CP175274.1|-|1
GCA_050506755.1,VFG045472|AAM75249|cylL|cytolysin_operon_context,cytolysin_operon_context,cylL,AAM75249,CylL; cytolysin subunit,context_only,CP175274.1,1,45705,46078,+,96.56350515463917,100.0,2,374.0,1,CP175274.1|+|1
GCA_050506755.1,VFG045473|AAM75250|cylS|cytolysin_operon_context,cytolysin_operon_context,cylS,AAM75250,CylS; cytolysin subunit,context_only,CP175274.1,1,45719,46136,+,96.37673913043479,100.0,2,347.0,1,CP175274.1|+|1
GCA_050506755.1,VFG045474|AAM75251|cylM|cytolysin_operon_context,cytolysin_operon_context,cylM,AAM75251,CylM; cytolysin subunit modifier,context_only,CP175274.1,1,46197,49178,+,99.665,100.0,1,5333.0,2,CP175274.1|+|2
GCA_050506765.1,VFG002164|WP_002395058|prgB/asc10|aggregation_substance_context,aggregation_substance_context,prgB/asc10,WP_002395058,aggregation substance PrgB/Asc10,review_required_context,CP175269.1,1,18644,22561,+,89.492,100.0,1,5225.0,1,CP175269.1|+|1
GCA_050506765.1,VFG002164|WP_002395058|prgB/asc10|aggregation_substance_context,aggregation_substance_context,prgB/asc10,WP_002395058,aggregation substance PrgB/Asc10,review_required_context,CP175270.1,1,672,2533,+,95.059,47.52424706482899,1,2944.0,1,CP175270.1|+|1
GCA_050506765.1,VFG002165|WP_002356954|efaA|efaA,efaA,efaA,WP_002356954,endocarditis specific antigen,approved_primary,CP175271.1,1,416560,417369,+,68.237,87.37864077669903,1,269.0,1,CP175271.1|+|1
GCA_050506765.1,VFG002165|WP_002356954|efaA|efaA,efaA,efaA,WP_002356954,endocarditis specific antigen,approved_primary,CP175271.1,2,1788878,1789804,+,99.569,100.0,1,1654.0,2,CP175271.1|+|2
GCA_050506765.1,VFG002166|WP_010714416|ace|ace,ace,ace,WP_010714416,collagen adhesin protein,approved_primary,CP175271.1,1,942930,944954,+,93.24823510971788,100.0,7,3378.0,1,CP175271.1|+|1
GCA_050506765.1,VFG002171|WP_011109430|EF0149|aggregation_substance_context,aggregation_substance_context,EF0149,WP_011109430,aggregation substance,review_required_context,CP175269.1,1,18644,22543,+,95.134,99.5405819295559,1,6173.0,1,CP175269.1|+|1
GCA_050506765.1,VFG002171|WP_011109430|EF0149|aggregation_substance_context,aggregation_substance_context,EF0149,WP_011109430,aggregation substance,review_required_context,CP175270.1,1,668,2464,+,95.214,45.865237366003065,1,2854.0,1,CP175270.1|+|1
GCA_050506765.1,VFG002172|WP_010710127|EF0485|aggregation_substance_context,aggregation_substance_context,EF0485,WP_010710127,aggregation substance,review_required_context,CP175269.1,1,18645,22483,+,89.849,97.8305257784584,1,5173.0,1,CP175269.1|+|1
GCA_050506765.1,VFG002172|WP_010710127|EF0485|aggregation_substance_context,aggregation_substance_context,EF0485,WP_010710127,aggregation substance,review_required_context,CP175270.1,1,668,2533,+,95.338,47.626339969372125,1,2974.0,1,CP175270.1|+|1
GCA_050506765.1,VFG002173|WP_010785625|asa1|asa1_or_validated_equivalent,asa1_or_validated_equivalent,asa1,WP_010785625,aggregation substance Asa1,approved_primary,CP175269.1,1,18644,22483,+,94.30553346653346,77.07530197892572,2,3478.0,1,CP175269.1|+|1
GCA_050506765.1,VFG002173|WP_010785625|asa1|asa1_or_validated_equivalent,asa1_or_validated_equivalent,asa1,WP_010785625,aggregation substance Asa1,approved_primary,CP175270.1,1,667,2533,+,97.911,47.982523772809046,1,3192.0,1,CP175270.1|+|1
GCA_050506765.1,VFG002174|WP_002369251|gelE|gelE,gelE,gelE,WP_002369251,coccolysin,approved_primary,CP175271.1,1,1607052,1608584,-,98.761,100.0,1,2680.0,1,CP175271.1|-|1
GCA_050506765.1,VFG002191|WP_002369252|sprE|sprE,sprE,sprE,WP_002369252,"serine proteinase, V8 family",approved_primary,CP175271.1,1,1606149,1607003,-,98.83,100.0,1,1498.0,1,CP175271.1|-|1
