Genome,Source,Target_gene,Detection_status,Status_reason,Database_gene_symbol,Reference_accession,Contig_ID,Start,Stop,Strand,Identity,Coverage,Candidate_locus_count,Original_detection_status,Accepted_locus_count,Resolution_policy
GCA_050506685.1,Bacteraemia,efaA,accepted_present,One distinct genomic locus meets >=80% identity and >=80% reference coverage,efaA,WP_002356954,CP175298.1,2034685.0,2035611.0,+,99.461,100.0,2,accepted_present,1,unchanged_B3_status
GCA_050506685.1,Bacteraemia,esp,accepted_present,One distinct genomic locus meets >=80% identity and >=80% reference coverage,esp,AAD09858,CP175298.1,446965.0,452586.0,+,96.83420225532797,100.0,1,accepted_present,1,unchanged_B3_status
GCA_050506685.1,Bacteraemia,gelE,accepted_present,One distinct genomic locus meets >=80% identity and >=80% reference coverage,gelE,WP_002369251,CP175298.1,1806878.0,1808410.0,-,98.89100000000002,100.0,1,accepted_present,1,unchanged_B3_status
GCA_050506685.1,Bacteraemia,sprE,accepted_present,One distinct genomic locus meets >=80% identity and >=80% reference coverage,sprE,WP_002369252,CP175298.1,1805975.0,1806829.0,-,98.48,100.0,1,accepted_present,1,unchanged_B3_status
GCA_050506695.1,Bacteraemia,ace,accepted_present,One distinct genomic locus meets >=80% identity and >=80% reference coverage,ace,WP_010714416,CP175296.1,1051415.0,1053298.0,+,93.99111649659864,100.0,1,accepted_present,1,unchanged_B3_status
GCA_050506695.1,Bacteraemia,aggregation_substance_family_detected,accepted_present,At least one accepted aggregation-substance-family locus detected,EF0485,WP_010710127,CP175296.1,399994,403911,+,100.0,100.0,2,accepted_present,2,approved_broad_aggregation_substance_family_rule
GCA_050506695.1,Bacteraemia,asa1_specific,review_required,Accepted-threshold asa1 query match is better supported by a related aggregation-substance reference,asa1,WP_010785625,CP175296.1,399995,403911,+,93.59147644985582,80.10794140323824,2,accepted_present,0,approved_competitive_best_reference_rule
GCA_050506695.1,Bacteraemia,cylA,accepted_present,One distinct genomic locus meets >=80% identity and >=80% reference coverage,cylA,AAM75253,CP175296.1,440079.0,441317.0,+,99.839,100.0,1,accepted_present,1,unchanged_B3_status
GCA_050506695.1,Bacteraemia,ebpA,accepted_present,One distinct genomic locus meets >=80% identity and >=80% reference coverage,ebpA,WP_154081516,CP175296.1,1037412.0,1040876.0,+,99.509,100.0,1,accepted_present,1,unchanged_B3_status
GCA_050506695.1,Bacteraemia,ebpB,accepted_present,One distinct genomic locus meets >=80% identity and >=80% reference coverage,ebpB,WP_002379309,CP175296.1,1040880.0,1042310.0,+,99.441,100.0,1,accepted_present,1,unchanged_B3_status
GCA_050506695.1,Bacteraemia,ebpC,accepted_present,One distinct genomic locus meets >=80% identity and >=80% reference coverage,ebpC,WP_011109477,CP175296.1,1042307.0,1044190.0,+,99.363,100.0,1,accepted_present,1,unchanged_B3_status
GCA_050506695.1,Bacteraemia,efaA,accepted_present,One distinct genomic locus meets >=80% identity and >=80% reference coverage,efaA,WP_002356954,CP175296.1,2034683.0,2035609.0,+,99.461,100.0,2,accepted_present,1,unchanged_B3_status
GCA_050506695.1,Bacteraemia,esp,accepted_present,One distinct genomic locus meets >=80% identity and >=80% reference coverage,esp,AAD09858,CP175296.1,446965.0,452586.0,+,96.83420225532797,100.0,1,accepted_present,1,unchanged_B3_status
GCA_050506695.1,Bacteraemia,gelE,accepted_present,One distinct genomic locus meets >=80% identity and >=80% reference coverage,gelE,WP_002369251,CP175296.1,1806876.0,1808408.0,-,98.89100000000002,100.0,1,accepted_present,1,unchanged_B3_status
GCA_050506695.1,Bacteraemia,sprE,accepted_present,One distinct genomic locus meets >=80% identity and >=80% reference coverage,sprE,WP_002369252,CP175296.1,1805973.0,1806827.0,-,98.48,100.0,1,accepted_present,1,unchanged_B3_status
GCA_050506725.1,Bacteraemia,ace,accepted_present,One distinct genomic locus meets >=80% identity and >=80% reference coverage,ace,WP_010714416,CP175283.1,885518.0,887542.0,+,93.24823510971788,100.0,1,accepted_present,1,unchanged_B3_status
GCA_050506725.1,Bacteraemia,aggregation_substance_family_detected,accepted_present,At least one accepted aggregation-substance-family locus detected,asa1,WP_010785625,CP175285.1,118238,122128,+,97.353,100.0,2,ambiguous_multiple_hit,2,approved_broad_aggregation_substance_family_rule
GCA_050506725.1,Bacteraemia,asa1_specific,accepted_present,Explicit asa1 reference is the competitive best match at at least one accepted locus,asa1,WP_010785625,CP175285.1,118238,122128,+,97.353,100.0,2,ambiguous_multiple_hit,2,approved_competitive_best_reference_rule
GCA_050506725.1,Bacteraemia,cylA,not_detected,No candidate met a retained detection-status threshold,,,,,,,,,0,not_detected,0,unchanged_B3_status
GCA_050506725.1,Bacteraemia,ebpA,accepted_present,One distinct genomic locus meets >=80% identity and >=80% reference coverage,ebpA,WP_154081516,CP175283.1,872506.0,875970.0,+,99.481,100.0,1,accepted_present,1,unchanged_B3_status
GCA_050506725.1,Bacteraemia,ebpB,accepted_present,One distinct genomic locus meets >=80% identity and >=80% reference coverage,ebpB,WP_002379309,CP175283.1,875974.0,877404.0,+,99.371,100.0,1,accepted_present,1,unchanged_B3_status
GCA_050506725.1,Bacteraemia,ebpC,accepted_present,One distinct genomic locus meets >=80% identity and >=80% reference coverage,ebpC,WP_011109477,CP175283.1,877401.0,879284.0,+,99.045,100.0,1,accepted_present,1,unchanged_B3_status
GCA_050506725.1,Bacteraemia,efaA,accepted_present,One distinct genomic locus meets >=80% identity and >=80% reference coverage,efaA,WP_002356954,CP175283.1,1718882.0,1719808.0,+,99.569,100.0,1,accepted_present,1,unchanged_B3_status
GCA_050506725.1,Bacteraemia,esp,not_detected,No candidate met a retained detection-status threshold,,,,,,,,,0,not_detected,0,unchanged_B3_status
GCA_050506725.1,Bacteraemia,gelE,accepted_present,One distinct genomic locus meets >=80% identity and >=80% reference coverage,gelE,WP_002369251,CP175283.1,1549825.0,1551357.0,-,98.761,100.0,1,accepted_present,1,unchanged_B3_status
GCA_050506725.1,Bacteraemia,sprE,accepted_present,One distinct genomic locus meets >=80% identity and >=80% reference coverage,sprE,WP_002369252,CP175283.1,1548922.0,1549776.0,-,98.83,100.0,1,accepted_present,1,unchanged_B3_status
GCA_050506735.1,Bacteraemia,ace,accepted_present,One distinct genomic locus meets >=80% identity and >=80% reference coverage,ace,WP_010714416,CP175280.1,885518.0,887542.0,+,93.24823510971788,100.0,1,accepted_present,1,unchanged_B3_status
GCA_050506735.1,Bacteraemia,aggregation_substance_family_detected,accepted_present,At least one accepted aggregation-substance-family locus detected,asa1,WP_010785625,CP175282.1,1112,5002,+,97.353,100.0,1,accepted_present,1,approved_broad_aggregation_substance_family_rule
GCA_050506735.1,Bacteraemia,asa1_specific,accepted_present,Explicit asa1 reference is the competitive best match at at least one accepted locus,asa1,WP_010785625,CP175282.1,1112,5002,+,97.353,100.0,1,accepted_present,1,approved_competitive_best_reference_rule
GCA_050506735.1,Bacteraemia,cylA,not_detected,No candidate met a retained detection-status threshold,,,,,,,,,0,not_detected,0,unchanged_B3_status
GCA_050506735.1,Bacteraemia,ebpA,accepted_present,One distinct genomic locus meets >=80% identity and >=80% reference coverage,ebpA,WP_154081516,CP175280.1,872506.0,875970.0,+,99.481,100.0,1,accepted_present,1,unchanged_B3_status
GCA_050506735.1,Bacteraemia,ebpB,accepted_present,One distinct genomic locus meets >=80% identity and >=80% reference coverage,ebpB,WP_002379309,CP175280.1,875974.0,877404.0,+,99.371,100.0,1,accepted_present,1,unchanged_B3_status
GCA_050506735.1,Bacteraemia,ebpC,accepted_present,One distinct genomic locus meets >=80% identity and >=80% reference coverage,ebpC,WP_011109477,CP175280.1,877401.0,879284.0,+,99.045,100.0,1,accepted_present,1,unchanged_B3_status
GCA_050506735.1,Bacteraemia,efaA,accepted_present,One distinct genomic locus meets >=80% identity and >=80% reference coverage,efaA,WP_002356954,CP175280.1,1718882.0,1719808.0,+,99.569,100.0,1,accepted_present,1,unchanged_B3_status
GCA_050506735.1,Bacteraemia,esp,not_detected,No candidate met a retained detection-status threshold,,,,,,,,,0,not_detected,0,unchanged_B3_status
GCA_050506735.1,Bacteraemia,gelE,accepted_present,One distinct genomic locus meets >=80% identity and >=80% reference coverage,gelE,WP_002369251,CP175280.1,1549825.0,1551357.0,-,98.761,100.0,1,accepted_present,1,unchanged_B3_status
GCA_050506735.1,Bacteraemia,sprE,accepted_present,One distinct genomic locus meets >=80% identity and >=80% reference coverage,sprE,WP_002369252,CP175280.1,1548922.0,1549776.0,-,98.83,100.0,1,accepted_present,1,unchanged_B3_status
GCA_050506745.1,Bacteraemia,ace,accepted_present,One distinct genomic locus meets >=80% identity and >=80% reference coverage,ace,WP_010714416,CP175276.1,1549542.0,1551566.0,-,94.79255579553636,100.0,1,accepted_present,1,unchanged_B3_status
GCA_050506745.1,Bacteraemia,aggregation_substance_family_detected,accepted_present,At least one accepted aggregation-substance-family locus detected,EF0485,WP_010710127,CP175276.1,2190259,2194152,-,94.67,100.0,2,accepted_present,2,approved_broad_aggregation_substance_family_rule
GCA_050506745.1,Bacteraemia,asa1_specific,review_required,Accepted-threshold asa1 query match is better supported by a related aggregation-substance reference,asa1,WP_010785625,CP175276.1,2190259,2194151,-,93.37354225352112,80.10794140323824,2,accepted_present,0,approved_competitive_best_reference_rule
GCA_050506745.1,Bacteraemia,cylA,accepted_present,One distinct genomic locus meets >=80% identity and >=80% reference coverage,cylA,AAM75253,CP175277.1,18947.0,20185.0,+,99.839,100.0,1,accepted_present,1,unchanged_B3_status
GCA_050506745.1,Bacteraemia,ebpA,accepted_present,One distinct genomic locus meets >=80% identity and >=80% reference coverage,ebpA,WP_154081516,CP175276.1,1558910.0,1562374.0,-,99.942,100.0,1,accepted_present,1,unchanged_B3_status
GCA_050506745.1,Bacteraemia,ebpB,accepted_present,One distinct genomic locus meets >=80% identity and >=80% reference coverage,ebpB,WP_002379309,CP175276.1,1557476.0,1558906.0,-,100.0,100.0,1,accepted_present,1,unchanged_B3_status
GCA_050506745.1,Bacteraemia,ebpC,accepted_present,One distinct genomic locus meets >=80% identity and >=80% reference coverage,ebpC,WP_011109477,CP175276.1,1555596.0,1557479.0,-,99.682,100.0,1,accepted_present,1,unchanged_B3_status
GCA_050506745.1,Bacteraemia,efaA,accepted_present,One distinct genomic locus meets >=80% identity and >=80% reference coverage,efaA,WP_002356954,CP175276.1,649247.0,650173.0,-,99.892,100.0,2,accepted_present,1,unchanged_B3_status
GCA_050506745.1,Bacteraemia,esp,not_detected,No candidate met a retained detection-status threshold,,,,,,,,,0,not_detected,0,unchanged_B3_status
GCA_050506745.1,Bacteraemia,gelE,accepted_present,One distinct genomic locus meets >=80% identity and >=80% reference coverage,gelE,WP_002369251,CP175276.1,846239.0,847771.0,+,100.0,100.0,1,accepted_present,1,unchanged_B3_status
GCA_050506745.1,Bacteraemia,sprE,accepted_present,One distinct genomic locus meets >=80% identity and >=80% reference coverage,sprE,WP_002369252,CP175276.1,847820.0,848674.0,+,100.0,100.0,1,accepted_present,1,unchanged_B3_status
GCA_050506755.1,Bacteraemia,ace,accepted_present,One distinct genomic locus meets >=80% identity and >=80% reference coverage,ace,WP_010714416,CP175273.1,807277.0,809301.0,+,94.79255579553636,100.0,1,accepted_present,1,unchanged_B3_status
GCA_050506755.1,Bacteraemia,aggregation_substance_family_detected,accepted_present,At least one accepted aggregation-substance-family locus detected,EF0485,WP_010710127,CP175273.1,165376,169269,+,94.67,100.0,2,accepted_present,2,approved_broad_aggregation_substance_family_rule
GCA_050506755.1,Bacteraemia,asa1_specific,review_required,Accepted-threshold asa1 query match is better supported by a related aggregation-substance reference,asa1,WP_010785625,CP175273.1,165377,169269,+,93.37354225352112,80.10794140323824,2,accepted_present,0,approved_competitive_best_reference_rule
GCA_050506755.1,Bacteraemia,cylA,accepted_present,One distinct genomic locus meets >=80% identity and >=80% reference coverage,cylA,AAM75253,CP175274.1,51331.0,52569.0,+,99.839,100.0,1,accepted_present,1,unchanged_B3_status
GCA_050506755.1,Bacteraemia,ebpA,accepted_present,One distinct genomic locus meets >=80% identity and >=80% reference coverage,ebpA,WP_154081516,CP175273.1,796469.0,799933.0,+,99.942,100.0,1,accepted_present,1,unchanged_B3_status
GCA_050506755.1,Bacteraemia,ebpB,accepted_present,One distinct genomic locus meets >=80% identity and >=80% reference coverage,ebpB,WP_002379309,CP175273.1,799937.0,801367.0,+,100.0,100.0,1,accepted_present,1,unchanged_B3_status
GCA_050506755.1,Bacteraemia,ebpC,accepted_present,One distinct genomic locus meets >=80% identity and >=80% reference coverage,ebpC,WP_011109477,CP175273.1,801364.0,803247.0,+,99.682,100.0,1,accepted_present,1,unchanged_B3_status
GCA_050506755.1,Bacteraemia,efaA,accepted_present,One distinct genomic locus meets >=80% identity and >=80% reference coverage,efaA,WP_002356954,CP175273.1,1707336.0,1708262.0,+,99.892,100.0,2,accepted_present,1,unchanged_B3_status
GCA_050506755.1,Bacteraemia,esp,not_detected,No candidate met a retained detection-status threshold,,,,,,,,,0,not_detected,0,unchanged_B3_status
GCA_050506755.1,Bacteraemia,gelE,accepted_present,One distinct genomic locus meets >=80% identity and >=80% reference coverage,gelE,WP_002369251,CP175273.1,1511070.0,1512602.0,-,100.0,100.0,1,accepted_present,1,unchanged_B3_status
GCA_050506755.1,Bacteraemia,sprE,accepted_present,One distinct genomic locus meets >=80% identity and >=80% reference coverage,sprE,WP_002369252,CP175273.1,1510167.0,1511021.0,-,100.0,100.0,1,accepted_present,1,unchanged_B3_status
GCA_050506765.1,Bacteraemia,ace,accepted_present,One distinct genomic locus meets >=80% identity and >=80% reference coverage,ace,WP_010714416,CP175271.1,942930.0,944954.0,+,93.24823510971788,100.0,1,accepted_present,1,unchanged_B3_status
GCA_050506765.1,Bacteraemia,aggregation_substance_family_detected,accepted_present,At least one accepted aggregation-substance-family locus detected,EF0149,WP_011109430,CP175269.1,18644,22543,+,95.134,99.5405819295559,2,flagged_partial,1,approved_broad_aggregation_substance_family_rule
GCA_050506765.1,Bacteraemia,asa1_specific,flagged_partial,Identity is >=80% but reference coverage is 50-<80%,asa1,WP_010785625,CP175269.1,18644,22483,+,94.30553346653346,77.07530197892572,2,flagged_partial,0,approved_competitive_best_reference_rule
GCA_050506765.1,Bacteraemia,cylA,not_detected,No candidate met a retained detection-status threshold,,,,,,,,,0,not_detected,0,unchanged_B3_status
GCA_050506765.1,Bacteraemia,ebpA,accepted_present,One distinct genomic locus meets >=80% identity and >=80% reference coverage,ebpA,WP_154081516,CP175271.1,929918.0,933382.0,+,99.481,100.0,1,accepted_present,1,unchanged_B3_status
GCA_050506765.1,Bacteraemia,ebpB,accepted_present,One distinct genomic locus meets >=80% identity and >=80% reference coverage,ebpB,WP_002379309,CP175271.1,933386.0,934816.0,+,99.301,100.0,1,accepted_present,1,unchanged_B3_status
GCA_050506765.1,Bacteraemia,ebpC,accepted_present,One distinct genomic locus meets >=80% identity and >=80% reference coverage,ebpC,WP_011109477,CP175271.1,934813.0,936696.0,+,99.045,100.0,1,accepted_present,1,unchanged_B3_status
GCA_050506765.1,Bacteraemia,efaA,accepted_present,One distinct genomic locus meets >=80% identity and >=80% reference coverage,efaA,WP_002356954,CP175271.1,1788878.0,1789804.0,+,99.569,100.0,2,accepted_present,1,unchanged_B3_status
GCA_050506765.1,Bacteraemia,esp,not_detected,No candidate met a retained detection-status threshold,,,,,,,,,0,not_detected,0,unchanged_B3_status
GCA_050506765.1,Bacteraemia,gelE,accepted_present,One distinct genomic locus meets >=80% identity and >=80% reference coverage,gelE,WP_002369251,CP175271.1,1607052.0,1608584.0,-,98.761,100.0,1,accepted_present,1,unchanged_B3_status
GCA_050506765.1,Bacteraemia,sprE,accepted_present,One distinct genomic locus meets >=80% identity and >=80% reference coverage,sprE,WP_002369252,CP175271.1,1606149.0,1607003.0,-,98.83,100.0,1,accepted_present,1,unchanged_B3_status
GCA_050506775.1,Bacteraemia,ace,accepted_present,One distinct genomic locus meets >=80% identity and >=80% reference coverage,ace,WP_010714416,CP175268.1,946659.0,948542.0,+,92.98823466214306,100.0,1,accepted_present,1,unchanged_B3_status
GCA_050506775.1,Bacteraemia,aggregation_substance_family_detected,accepted_present,At least one accepted aggregation-substance-family locus detected,prgB/asc10,WP_002395058,CP175266.1,72841,76758,+,96.835,100.0,1,accepted_present,1,approved_broad_aggregation_substance_family_rule
GCA_050506775.1,Bacteraemia,asa1_specific,review_required,Accepted-threshold asa1 query match is better supported by a related aggregation-substance reference,asa1,WP_010785625,CP175266.1,72841,76758,+,94.90731550288277,80.13364173734259,1,accepted_present,0,approved_competitive_best_reference_rule
GCA_050506775.1,Bacteraemia,cylA,not_detected,No candidate met a retained detection-status threshold,,,,,,,,,0,not_detected,0,unchanged_B3_status
GCA_050506775.1,Bacteraemia,ebpA,accepted_present,One distinct genomic locus meets >=80% identity and >=80% reference coverage,ebpA,WP_154081516,CP175268.1,925998.0,929462.0,+,99.192,100.0,1,accepted_present,1,unchanged_B3_status
GCA_050506775.1,Bacteraemia,ebpB,accepted_present,One distinct genomic locus meets >=80% identity and >=80% reference coverage,ebpB,WP_002379309,CP175268.1,929466.0,930896.0,+,99.441,100.0,1,accepted_present,1,unchanged_B3_status
GCA_050506775.1,Bacteraemia,ebpC,accepted_present,One distinct genomic locus meets >=80% identity and >=80% reference coverage,ebpC,WP_011109477,CP175268.1,930893.0,932776.0,+,98.514,100.0,1,accepted_present,1,unchanged_B3_status
GCA_050506775.1,Bacteraemia,efaA,accepted_present,One distinct genomic locus meets >=80% identity and >=80% reference coverage,efaA,WP_002356954,CP175268.1,1797208.0,1798134.0,+,99.784,100.0,1,accepted_present,1,unchanged_B3_status
GCA_050506775.1,Bacteraemia,esp,not_detected,No candidate met a retained detection-status threshold,,,,,,,,,0,not_detected,0,unchanged_B3_status
GCA_050506775.1,Bacteraemia,gelE,accepted_present,One distinct genomic locus meets >=80% identity and >=80% reference coverage,gelE,WP_002369251,CP175268.1,1596558.0,1598088.0,-,98.955,99.86953685583822,1,accepted_present,1,unchanged_B3_status
GCA_050506775.1,Bacteraemia,sprE,accepted_present,One distinct genomic locus meets >=80% identity and >=80% reference coverage,sprE,WP_002369252,CP175268.1,1595653.0,1596507.0,-,98.596,100.0,1,accepted_present,1,unchanged_B3_status
GCA_050506815.1,Bacteraemia,ace,accepted_present,One distinct genomic locus meets >=80% identity and >=80% reference coverage,ace,WP_010714416,CP175260.1,1030417.0,1032300.0,+,93.99111649659864,100.0,1,accepted_present,1,unchanged_B3_status
GCA_050506815.1,Bacteraemia,aggregation_substance_family_detected,accepted_present,At least one accepted aggregation-substance-family locus detected,EF0485,WP_010710127,CP175260.1,400241,404158,+,100.0,100.0,3,accepted_present,3,approved_broad_aggregation_substance_family_rule
GCA_050506815.1,Bacteraemia,asa1_specific,review_required,Accepted-threshold asa1 query match is better supported by a related aggregation-substance reference,asa1,WP_010785625,CP175259.1,1,3927,+,94.246698125404,79.23413004369057,3,accepted_present,0,approved_competitive_best_reference_rule
GCA_050506815.1,Bacteraemia,cylA,accepted_present,One distinct genomic locus meets >=80% identity and >=80% reference coverage,cylA,AAM75253,CP175260.1,438708.0,439946.0,+,99.839,100.0,1,accepted_present,1,unchanged_B3_status
GCA_050506815.1,Bacteraemia,ebpA,accepted_present,One distinct genomic locus meets >=80% identity and >=80% reference coverage,ebpA,WP_154081516,CP175260.1,1016407.0,1019871.0,+,99.509,100.0,1,accepted_present,1,unchanged_B3_status
GCA_050506815.1,Bacteraemia,ebpB,accepted_present,One distinct genomic locus meets >=80% identity and >=80% reference coverage,ebpB,WP_002379309,CP175260.1,1019875.0,1021305.0,+,99.441,100.0,1,accepted_present,1,unchanged_B3_status
GCA_050506815.1,Bacteraemia,ebpC,accepted_present,One distinct genomic locus meets >=80% identity and >=80% reference coverage,ebpC,WP_011109477,CP175260.1,1021302.0,1023185.0,+,99.363,100.0,1,accepted_present,1,unchanged_B3_status
GCA_050506815.1,Bacteraemia,efaA,accepted_present,One distinct genomic locus meets >=80% identity and >=80% reference coverage,efaA,WP_002356954,CP175260.1,1908091.0,1909017.0,+,99.461,100.0,2,accepted_present,1,unchanged_B3_status
GCA_050506815.1,Bacteraemia,esp,accepted_present,One distinct genomic locus meets >=80% identity and >=80% reference coverage,esp,AAD09858,CP175260.1,445594.0,451215.0,+,96.82896761845646,100.0,1,accepted_present,1,unchanged_B3_status
GCA_050506815.1,Bacteraemia,gelE,accepted_present,One distinct genomic locus meets >=80% identity and >=80% reference coverage,gelE,WP_002369251,CP175260.1,1698327.0,1699859.0,-,98.89100000000002,100.0,1,accepted_present,1,unchanged_B3_status
GCA_050506815.1,Bacteraemia,sprE,accepted_present,One distinct genomic locus meets >=80% identity and >=80% reference coverage,sprE,WP_002369252,CP175260.1,1697424.0,1698278.0,-,98.48,100.0,1,accepted_present,1,unchanged_B3_status
GCA_050506825.1,Bacteraemia,ace,accepted_present,One distinct genomic locus meets >=80% identity and >=80% reference coverage,ace,WP_010714416,CP175258.1,1052453.0,1054477.0,+,93.24823510971788,100.0,1,accepted_present,1,unchanged_B3_status
GCA_050506825.1,Bacteraemia,aggregation_substance_family_detected,not_detected,No retained aggregation-substance-family candidate,,,,,,,,,0,not_detected,0,approved_broad_aggregation_substance_family_rule
GCA_050506825.1,Bacteraemia,asa1_specific,not_detected,No candidate met a retained detection-status threshold,,,,,,,,,0,not_detected,0,approved_competitive_best_reference_rule
GCA_050506825.1,Bacteraemia,cylA,not_detected,No candidate met a retained detection-status threshold,,,,,,,,,0,not_detected,0,unchanged_B3_status
GCA_050506825.1,Bacteraemia,ebpA,accepted_present,One distinct genomic locus meets >=80% identity and >=80% reference coverage,ebpA,WP_154081516,CP175258.1,999438.0,1005307.0,+,99.5571694163999,100.0,1,accepted_present,1,unchanged_B3_status
GCA_050506825.1,Bacteraemia,ebpB,accepted_present,One distinct genomic locus meets >=80% identity and >=80% reference coverage,ebpB,WP_002379309,CP175258.1,1005311.0,1006741.0,+,99.371,100.0,1,accepted_present,1,unchanged_B3_status
GCA_050506825.1,Bacteraemia,ebpC,accepted_present,One distinct genomic locus meets >=80% identity and >=80% reference coverage,ebpC,WP_011109477,CP175258.1,1006738.0,1008621.0,+,99.045,100.0,1,accepted_present,1,unchanged_B3_status
GCA_050506825.1,Bacteraemia,efaA,accepted_present,One distinct genomic locus meets >=80% identity and >=80% reference coverage,efaA,WP_002356954,CP175258.1,1898405.0,1899331.0,+,99.569,100.0,2,accepted_present,1,unchanged_B3_status
GCA_050506825.1,Bacteraemia,esp,not_detected,No candidate met a retained detection-status threshold,,,,,,,,,0,not_detected,0,unchanged_B3_status
GCA_050506825.1,Bacteraemia,gelE,accepted_present,One distinct genomic locus meets >=80% identity and >=80% reference coverage,gelE,WP_002369251,CP175258.1,1716579.0,1718111.0,-,98.761,100.0,1,accepted_present,1,unchanged_B3_status
GCA_050506825.1,Bacteraemia,sprE,accepted_present,One distinct genomic locus meets >=80% identity and >=80% reference coverage,sprE,WP_002369252,CP175258.1,1715676.0,1716530.0,-,98.83,100.0,1,accepted_present,1,unchanged_B3_status
GCA_050506865.1,Bacteraemia,ace,accepted_present,One distinct genomic locus meets >=80% identity and >=80% reference coverage,ace,WP_010714416,CP175257.1,1013341.0,1015224.0,+,93.99111649659864,100.0,1,accepted_present,1,unchanged_B3_status
GCA_050506865.1,Bacteraemia,aggregation_substance_family_detected,accepted_present,At least one accepted aggregation-substance-family locus detected,EF0485,WP_010710127,CP175257.1,405177,409094,+,100.0,100.0,1,accepted_present,1,approved_broad_aggregation_substance_family_rule
GCA_050506865.1,Bacteraemia,asa1_specific,review_required,Accepted-threshold asa1 query match is better supported by a related aggregation-substance reference,asa1,WP_010785625,CP175257.1,405178,409094,+,93.59147644985582,80.10794140323824,1,accepted_present,0,approved_competitive_best_reference_rule
GCA_050506865.1,Bacteraemia,cylA,accepted_present,One distinct genomic locus meets >=80% identity and >=80% reference coverage,cylA,AAM75253,CP175257.1,445261.0,446499.0,+,99.839,100.0,1,accepted_present,1,unchanged_B3_status
GCA_050506865.1,Bacteraemia,ebpA,accepted_present,One distinct genomic locus meets >=80% identity and >=80% reference coverage,ebpA,WP_154081516,CP175257.1,999338.0,1002802.0,+,99.538,100.0,1,accepted_present,1,unchanged_B3_status
GCA_050506865.1,Bacteraemia,ebpB,accepted_present,One distinct genomic locus meets >=80% identity and >=80% reference coverage,ebpB,WP_002379309,CP175257.1,1002806.0,1004236.0,+,99.441,100.0,1,accepted_present,1,unchanged_B3_status
GCA_050506865.1,Bacteraemia,ebpC,accepted_present,One distinct genomic locus meets >=80% identity and >=80% reference coverage,ebpC,WP_011109477,CP175257.1,1004233.0,1006116.0,+,99.363,100.0,1,accepted_present,1,unchanged_B3_status
GCA_050506865.1,Bacteraemia,efaA,accepted_present,One distinct genomic locus meets >=80% identity and >=80% reference coverage,efaA,WP_002356954,CP175257.1,1848326.0,1849252.0,+,99.676,100.0,2,accepted_present,1,unchanged_B3_status
GCA_050506865.1,Bacteraemia,esp,not_detected,No candidate met a retained detection-status threshold,,,,,,,,,0,not_detected,0,unchanged_B3_status
GCA_050506865.1,Bacteraemia,gelE,not_detected,No candidate met a retained detection-status threshold,,,,,,,,,0,not_detected,0,unchanged_B3_status
GCA_050506865.1,Bacteraemia,sprE,not_detected,No candidate met a retained detection-status threshold,,,,,,,,,0,not_detected,0,unchanged_B3_status
GCA_050506875.1,Bacteraemia,ace,accepted_present,One distinct genomic locus meets >=80% identity and >=80% reference coverage,ace,WP_010714416,CP175255.1,1085325.0,1087208.0,+,93.72277608695651,100.0,1,accepted_present,1,unchanged_B3_status
GCA_050506875.1,Bacteraemia,aggregation_substance_family_detected,accepted_present,At least one accepted aggregation-substance-family locus detected,EF0485,WP_010710127,CP175255.1,478795,482685,+,95.712,100.0,1,accepted_present,1,approved_broad_aggregation_substance_family_rule
GCA_050506875.1,Bacteraemia,asa1_specific,review_required,Accepted-threshold asa1 query match is better supported by a related aggregation-substance reference,asa1,WP_010785625,CP175255.1,478796,482685,+,93.62396988144825,80.10794140323824,1,accepted_present,0,approved_competitive_best_reference_rule
GCA_050506875.1,Bacteraemia,cylA,not_detected,No candidate met a retained detection-status threshold,,,,,,,,,0,not_detected,0,unchanged_B3_status
GCA_050506875.1,Bacteraemia,ebpA,accepted_present,One distinct genomic locus meets >=80% identity and >=80% reference coverage,ebpA,WP_154081516,CP175255.1,1074379.0,1077843.0,+,99.278,100.0,1,accepted_present,1,unchanged_B3_status
GCA_050506875.1,Bacteraemia,ebpB,accepted_present,One distinct genomic locus meets >=80% identity and >=80% reference coverage,ebpB,WP_002379309,CP175255.1,1077847.0,1079277.0,+,99.161,100.0,1,accepted_present,1,unchanged_B3_status
GCA_050506875.1,Bacteraemia,ebpC,accepted_present,One distinct genomic locus meets >=80% identity and >=80% reference coverage,ebpC,WP_011109477,CP175255.1,1079274.0,1081157.0,+,98.885,100.0,1,accepted_present,1,unchanged_B3_status
GCA_050506875.1,Bacteraemia,efaA,accepted_present,One distinct genomic locus meets >=80% identity and >=80% reference coverage,efaA,WP_002356954,CP175255.1,1944684.0,1945610.0,+,99.461,100.0,2,accepted_present,1,unchanged_B3_status
GCA_050506875.1,Bacteraemia,esp,not_detected,No candidate met a retained detection-status threshold,,,,,,,,,0,not_detected,0,unchanged_B3_status
GCA_050506875.1,Bacteraemia,gelE,accepted_present,One distinct genomic locus meets >=80% identity and >=80% reference coverage,gelE,WP_002369251,CP175255.1,1759385.0,1760917.0,-,99.022,100.0,1,accepted_present,1,unchanged_B3_status
GCA_050506875.1,Bacteraemia,sprE,accepted_present,One distinct genomic locus meets >=80% identity and >=80% reference coverage,sprE,WP_002369252,CP175255.1,1758482.0,1759336.0,-,98.596,100.0,1,accepted_present,1,unchanged_B3_status
