Genome,Source,Locus,Assignment_status,Accepted_allele,Dataset_profile_token,Exact_alleles_detected,Exact_location_count,Best_reference_allele,Best_identity_percent,Best_allele_coverage_percent,Best_contig,Best_start,Best_stop,Best_strand,Status_reason,FNA_path
GCA_050485635.1,Bacteraemia,gyd,Exact_known_allele,7,7,7,1,7,100,100,CP174856.1,1953134,1953528,-,One unambiguous exact full-length official allele,/mnt/c/Users/bless/Downloads/e_faecalis_disseration_project/local_archive/large_outputs/Efaecalis_58_AMRFinder/02_genomes_fna/GCA_050485635.1.fna
GCA_050485635.1,Bacteraemia,pstS,Exact_known_allele,3,3,3,1,3,100,100,CP174856.1,1694918,1695500,-,One unambiguous exact full-length official allele,/mnt/c/Users/bless/Downloads/e_faecalis_disseration_project/local_archive/large_outputs/Efaecalis_58_AMRFinder/02_genomes_fna/GCA_050485635.1.fna
GCA_050485635.1,Bacteraemia,gki,Exact_known_allele,5,5,5,1,5,100,100,CP174856.1,2721332,2721769,-,One unambiguous exact full-length official allele,/mnt/c/Users/bless/Downloads/e_faecalis_disseration_project/local_archive/large_outputs/Efaecalis_58_AMRFinder/02_genomes_fna/GCA_050485635.1.fna
GCA_050485635.1,Bacteraemia,aroE,Exact_known_allele,4,4,4,1,4,100,100,CP174856.1,1557413,1557871,+,One unambiguous exact full-length official allele,/mnt/c/Users/bless/Downloads/e_faecalis_disseration_project/local_archive/large_outputs/Efaecalis_58_AMRFinder/02_genomes_fna/GCA_050485635.1.fna
GCA_050485635.1,Bacteraemia,xpt,Exact_known_allele,4,4,4,1,4,100,100,CP174856.1,2281169,2281624,-,One unambiguous exact full-length official allele,/mnt/c/Users/bless/Downloads/e_faecalis_disseration_project/local_archive/large_outputs/Efaecalis_58_AMRFinder/02_genomes_fna/GCA_050485635.1.fna
GCA_050485635.1,Bacteraemia,yqiL,Exact_known_allele,1,1,1,1,1,100,100,CP174856.1,1381215,1381650,+,One unambiguous exact full-length official allele,/mnt/c/Users/bless/Downloads/e_faecalis_disseration_project/local_archive/large_outputs/Efaecalis_58_AMRFinder/02_genomes_fna/GCA_050485635.1.fna
GCA_050486705.1,Bacteraemia,gdh,Exact_known_allele,3,3,3,1,3,100,100,CP174842.1,59959,60488,+,One unambiguous exact full-length official allele,/mnt/c/Users/bless/Downloads/e_faecalis_disseration_project/local_archive/large_outputs/Efaecalis_58_AMRFinder/02_genomes_fna/GCA_050486705.1.fna
GCA_050486705.1,Bacteraemia,gyd,Exact_known_allele,6,6,6,1,6,100,100,CP174842.1,2139551,2139945,+,One unambiguous exact full-length official allele,/mnt/c/Users/bless/Downloads/e_faecalis_disseration_project/local_archive/large_outputs/Efaecalis_58_AMRFinder/02_genomes_fna/GCA_050486705.1.fna
GCA_050486705.1,Bacteraemia,pstS,Exact_known_allele,23,23,23,1,23,100,100,CP174842.1,2339785,2340367,+,One unambiguous exact full-length official allele,/mnt/c/Users/bless/Downloads/e_faecalis_disseration_project/local_archive/large_outputs/Efaecalis_58_AMRFinder/02_genomes_fna/GCA_050486705.1.fna
GCA_050486705.1,Bacteraemia,gki,Exact_known_allele,12,12,12,1,12,100,100,CP174842.1,1525458,1525895,+,One unambiguous exact full-length official allele,/mnt/c/Users/bless/Downloads/e_faecalis_disseration_project/local_archive/large_outputs/Efaecalis_58_AMRFinder/02_genomes_fna/GCA_050486705.1.fna
GCA_050486705.1,Bacteraemia,aroE,Exact_known_allele,9,9,9,1,9,100,100,CP174842.1,2477087,2477545,-,One unambiguous exact full-length official allele,/mnt/c/Users/bless/Downloads/e_faecalis_disseration_project/local_archive/large_outputs/Efaecalis_58_AMRFinder/02_genomes_fna/GCA_050486705.1.fna
GCA_050486705.1,Bacteraemia,xpt,Exact_known_allele,10,10,10,1,10,100,100,CP174842.1,1901224,1901679,+,One unambiguous exact full-length official allele,/mnt/c/Users/bless/Downloads/e_faecalis_disseration_project/local_archive/large_outputs/Efaecalis_58_AMRFinder/02_genomes_fna/GCA_050486705.1.fna
GCA_050486705.1,Bacteraemia,yqiL,Exact_known_allele,7,7,7,1,7,100,100,CP174842.1,2610385,2610820,-,One unambiguous exact full-length official allele,/mnt/c/Users/bless/Downloads/e_faecalis_disseration_project/local_archive/large_outputs/Efaecalis_58_AMRFinder/02_genomes_fna/GCA_050486705.1.fna
GCA_050486715.1,Bacteraemia,gdh,Exact_known_allele,5,5,5,1,5,100,100,CP174839.1,872767,873296,-,One unambiguous exact full-length official allele,/mnt/c/Users/bless/Downloads/e_faecalis_disseration_project/local_archive/large_outputs/Efaecalis_58_AMRFinder/02_genomes_fna/GCA_050486715.1.fna
GCA_050486715.1,Bacteraemia,gyd,Exact_known_allele,1,1,1,1,1,100,100,CP174839.1,1693130,1693524,-,One unambiguous exact full-length official allele,/mnt/c/Users/bless/Downloads/e_faecalis_disseration_project/local_archive/large_outputs/Efaecalis_58_AMRFinder/02_genomes_fna/GCA_050486715.1.fna
GCA_050486715.1,Bacteraemia,pstS,Exact_known_allele,1,1,1,1,1,100,100,CP174839.1,1510928,1511510,-,One unambiguous exact full-length official allele,/mnt/c/Users/bless/Downloads/e_faecalis_disseration_project/local_archive/large_outputs/Efaecalis_58_AMRFinder/02_genomes_fna/GCA_050486715.1.fna
GCA_050486715.1,Bacteraemia,gki,Exact_known_allele,3,3,3,1,3,100,100,CP174839.1,2316194,2316631,-,One unambiguous exact full-length official allele,/mnt/c/Users/bless/Downloads/e_faecalis_disseration_project/local_archive/large_outputs/Efaecalis_58_AMRFinder/02_genomes_fna/GCA_050486715.1.fna
GCA_050486715.1,Bacteraemia,aroE,Exact_known_allele,7,7,7,1,7,100,100,CP174839.1,1382014,1382472,+,One unambiguous exact full-length official allele,/mnt/c/Users/bless/Downloads/e_faecalis_disseration_project/local_archive/large_outputs/Efaecalis_58_AMRFinder/02_genomes_fna/GCA_050486715.1.fna
GCA_050486715.1,Bacteraemia,xpt,Exact_known_allele,7,7,7,1,7,100,100,CP174839.1,1937071,1937526,-,One unambiguous exact full-length official allele,/mnt/c/Users/bless/Downloads/e_faecalis_disseration_project/local_archive/large_outputs/Efaecalis_58_AMRFinder/02_genomes_fna/GCA_050486715.1.fna
GCA_050486715.1,Bacteraemia,yqiL,Novel_allele_candidate,,NOVEL_1099e30c0981,,0,6,99.771,100,CP174839.1,1249181,1249616,+,One complete high-similarity locus sequence has no exact official allele,/mnt/c/Users/bless/Downloads/e_faecalis_disseration_project/local_archive/large_outputs/Efaecalis_58_AMRFinder/02_genomes_fna/GCA_050486715.1.fna
GCA_050491675.1,Bacteraemia,gdh,Exact_known_allele,1,1,1,1,1,100,100,CP175116.1,834428,834957,-,One unambiguous exact full-length official allele,/mnt/c/Users/bless/Downloads/e_faecalis_disseration_project/local_archive/large_outputs/Efaecalis_58_AMRFinder/02_genomes_fna/GCA_050491675.1.fna
GCA_050491675.1,Bacteraemia,gyd,Exact_known_allele,1,1,1,1,1,100,100,CP175116.1,1678226,1678620,-,One unambiguous exact full-length official allele,/mnt/c/Users/bless/Downloads/e_faecalis_disseration_project/local_archive/large_outputs/Efaecalis_58_AMRFinder/02_genomes_fna/GCA_050491675.1.fna
GCA_050491675.1,Bacteraemia,pstS,Exact_known_allele,22,22,22,1,22,100,100,CP175116.1,1501896,1502478,-,One unambiguous exact full-length official allele,/mnt/c/Users/bless/Downloads/e_faecalis_disseration_project/local_archive/large_outputs/Efaecalis_58_AMRFinder/02_genomes_fna/GCA_050491675.1.fna
GCA_050491675.1,Bacteraemia,gki,Exact_known_allele,22,22,22,1,22,100,100,CP175116.1,2299356,2299793,-,One unambiguous exact full-length official allele,/mnt/c/Users/bless/Downloads/e_faecalis_disseration_project/local_archive/large_outputs/Efaecalis_58_AMRFinder/02_genomes_fna/GCA_050491675.1.fna
GCA_050491675.1,Bacteraemia,aroE,Exact_known_allele,7,7,7,1,7,100,100,CP175116.1,1343765,1344223,+,One unambiguous exact full-length official allele,/mnt/c/Users/bless/Downloads/e_faecalis_disseration_project/local_archive/large_outputs/Efaecalis_58_AMRFinder/02_genomes_fna/GCA_050491675.1.fna
GCA_050491675.1,Bacteraemia,xpt,Exact_known_allele,17,17,17,1,17,100,100,CP175116.1,1917882,1918337,-,One unambiguous exact full-length official allele,/mnt/c/Users/bless/Downloads/e_faecalis_disseration_project/local_archive/large_outputs/Efaecalis_58_AMRFinder/02_genomes_fna/GCA_050491675.1.fna
GCA_050491675.1,Bacteraemia,yqiL,Exact_known_allele,6,6,6,1,6,100,100,CP175116.1,1210974,1211409,+,One unambiguous exact full-length official allele,/mnt/c/Users/bless/Downloads/e_faecalis_disseration_project/local_archive/large_outputs/Efaecalis_58_AMRFinder/02_genomes_fna/GCA_050491675.1.fna
GCA_050491685.1,Bacteraemia,gdh,Exact_known_allele,1,1,1,1,1,100,100,CP175113.1,834428,834957,-,One unambiguous exact full-length official allele,/mnt/c/Users/bless/Downloads/e_faecalis_disseration_project/local_archive/large_outputs/Efaecalis_58_AMRFinder/02_genomes_fna/GCA_050491685.1.fna
GCA_050491685.1,Bacteraemia,gyd,Exact_known_allele,1,1,1,1,1,100,100,CP175113.1,1678226,1678620,-,One unambiguous exact full-length official allele,/mnt/c/Users/bless/Downloads/e_faecalis_disseration_project/local_archive/large_outputs/Efaecalis_58_AMRFinder/02_genomes_fna/GCA_050491685.1.fna
GCA_050491685.1,Bacteraemia,pstS,Exact_known_allele,22,22,22,1,22,100,100,CP175113.1,1501896,1502478,-,One unambiguous exact full-length official allele,/mnt/c/Users/bless/Downloads/e_faecalis_disseration_project/local_archive/large_outputs/Efaecalis_58_AMRFinder/02_genomes_fna/GCA_050491685.1.fna
GCA_050491685.1,Bacteraemia,gki,Exact_known_allele,22,22,22,1,22,100,100,CP175113.1,2299356,2299793,-,One unambiguous exact full-length official allele,/mnt/c/Users/bless/Downloads/e_faecalis_disseration_project/local_archive/large_outputs/Efaecalis_58_AMRFinder/02_genomes_fna/GCA_050491685.1.fna
GCA_050491685.1,Bacteraemia,aroE,Exact_known_allele,7,7,7,1,7,100,100,CP175113.1,1343765,1344223,+,One unambiguous exact full-length official allele,/mnt/c/Users/bless/Downloads/e_faecalis_disseration_project/local_archive/large_outputs/Efaecalis_58_AMRFinder/02_genomes_fna/GCA_050491685.1.fna
GCA_050491685.1,Bacteraemia,xpt,Exact_known_allele,17,17,17,1,17,100,100,CP175113.1,1917882,1918337,-,One unambiguous exact full-length official allele,/mnt/c/Users/bless/Downloads/e_faecalis_disseration_project/local_archive/large_outputs/Efaecalis_58_AMRFinder/02_genomes_fna/GCA_050491685.1.fna
GCA_050491685.1,Bacteraemia,yqiL,Exact_known_allele,6,6,6,1,6,100,100,CP175113.1,1210974,1211409,+,One unambiguous exact full-length official allele,/mnt/c/Users/bless/Downloads/e_faecalis_disseration_project/local_archive/large_outputs/Efaecalis_58_AMRFinder/02_genomes_fna/GCA_050491685.1.fna
GCA_050492125.1,Bacteraemia,gdh,Exact_known_allele,12,12,12,1,12,100,100,CP175110.1,848091,848620,-,One unambiguous exact full-length official allele,/mnt/c/Users/bless/Downloads/e_faecalis_disseration_project/local_archive/large_outputs/Efaecalis_58_AMRFinder/02_genomes_fna/GCA_050492125.1.fna
GCA_050492125.1,Bacteraemia,gyd,Exact_known_allele,7,7,7,1,7,100,100,CP175110.1,1797754,1798148,-,One unambiguous exact full-length official allele,/mnt/c/Users/bless/Downloads/e_faecalis_disseration_project/local_archive/large_outputs/Efaecalis_58_AMRFinder/02_genomes_fna/GCA_050492125.1.fna
GCA_050492125.1,Bacteraemia,pstS,Exact_known_allele,3,3,3,1,3,100,100,CP175110.1,1539051,1539633,-,One unambiguous exact full-length official allele,/mnt/c/Users/bless/Downloads/e_faecalis_disseration_project/local_archive/large_outputs/Efaecalis_58_AMRFinder/02_genomes_fna/GCA_050492125.1.fna
GCA_050492125.1,Bacteraemia,gki,Exact_known_allele,7,7,7,1,7,100,100,CP175110.1,2428668,2429105,-,One unambiguous exact full-length official allele,/mnt/c/Users/bless/Downloads/e_faecalis_disseration_project/local_archive/large_outputs/Efaecalis_58_AMRFinder/02_genomes_fna/GCA_050492125.1.fna
GCA_050492125.1,Bacteraemia,aroE,Exact_known_allele,6,6,6,1,6,100,100,CP175110.1,1401564,1402022,+,One unambiguous exact full-length official allele,/mnt/c/Users/bless/Downloads/e_faecalis_disseration_project/local_archive/large_outputs/Efaecalis_58_AMRFinder/02_genomes_fna/GCA_050492125.1.fna
GCA_050492125.1,Bacteraemia,xpt,Exact_known_allele,1,1,1,1,1,100,100,CP175110.1,2043740,2044195,-,One unambiguous exact full-length official allele,/mnt/c/Users/bless/Downloads/e_faecalis_disseration_project/local_archive/large_outputs/Efaecalis_58_AMRFinder/02_genomes_fna/GCA_050492125.1.fna
GCA_050492125.1,Bacteraemia,yqiL,Exact_known_allele,5,5,5,1,5,100,100,CP175110.1,1224482,1224917,+,One unambiguous exact full-length official allele,/mnt/c/Users/bless/Downloads/e_faecalis_disseration_project/local_archive/large_outputs/Efaecalis_58_AMRFinder/02_genomes_fna/GCA_050492125.1.fna
GCA_050492135.1,Bacteraemia,gdh,Exact_known_allele,12,12,12,1,12,100,100,CP175106.1,848091,848620,-,One unambiguous exact full-length official allele,/mnt/c/Users/bless/Downloads/e_faecalis_disseration_project/local_archive/large_outputs/Efaecalis_58_AMRFinder/02_genomes_fna/GCA_050492135.1.fna
GCA_050492135.1,Bacteraemia,gyd,Exact_known_allele,7,7,7,1,7,100,100,CP175106.1,1832356,1832750,-,One unambiguous exact full-length official allele,/mnt/c/Users/bless/Downloads/e_faecalis_disseration_project/local_archive/large_outputs/Efaecalis_58_AMRFinder/02_genomes_fna/GCA_050492135.1.fna
GCA_050492135.1,Bacteraemia,pstS,Exact_known_allele,3,3,3,1,3,100,100,CP175106.1,1573653,1574235,-,One unambiguous exact full-length official allele,/mnt/c/Users/bless/Downloads/e_faecalis_disseration_project/local_archive/large_outputs/Efaecalis_58_AMRFinder/02_genomes_fna/GCA_050492135.1.fna
GCA_050492135.1,Bacteraemia,gki,Exact_known_allele,7,7,7,1,7,100,100,CP175106.1,2463270,2463707,-,One unambiguous exact full-length official allele,/mnt/c/Users/bless/Downloads/e_faecalis_disseration_project/local_archive/large_outputs/Efaecalis_58_AMRFinder/02_genomes_fna/GCA_050492135.1.fna
GCA_050492135.1,Bacteraemia,aroE,Exact_known_allele,6,6,6,1,6,100,100,CP175106.1,1436166,1436624,+,One unambiguous exact full-length official allele,/mnt/c/Users/bless/Downloads/e_faecalis_disseration_project/local_archive/large_outputs/Efaecalis_58_AMRFinder/02_genomes_fna/GCA_050492135.1.fna
GCA_050492135.1,Bacteraemia,xpt,Exact_known_allele,1,1,1,1,1,100,100,CP175106.1,2078342,2078797,-,One unambiguous exact full-length official allele,/mnt/c/Users/bless/Downloads/e_faecalis_disseration_project/local_archive/large_outputs/Efaecalis_58_AMRFinder/02_genomes_fna/GCA_050492135.1.fna
GCA_050492135.1,Bacteraemia,yqiL,Exact_known_allele,5,5,5,1,5,100,100,CP175106.1,1259084,1259519,+,One unambiguous exact full-length official allele,/mnt/c/Users/bless/Downloads/e_faecalis_disseration_project/local_archive/large_outputs/Efaecalis_58_AMRFinder/02_genomes_fna/GCA_050492135.1.fna
GCA_050505635.1,Bacteraemia,gdh,Exact_known_allele,5,5,5,1,5,100,100,CP175162.1,1516036,1516565,+,One unambiguous exact full-length official allele,/mnt/c/Users/bless/Downloads/e_faecalis_disseration_project/local_archive/large_outputs/Efaecalis_58_AMRFinder/02_genomes_fna/GCA_050505635.1.fna
GCA_050505635.1,Bacteraemia,gyd,Exact_known_allele,1,1,1,1,1,100,100,CP175162.1,665512,665906,+,One unambiguous exact full-length official allele,/mnt/c/Users/bless/Downloads/e_faecalis_disseration_project/local_archive/large_outputs/Efaecalis_58_AMRFinder/02_genomes_fna/GCA_050505635.1.fna
GCA_050505635.1,Bacteraemia,pstS,Exact_known_allele,1,1,1,1,1,100,100,CP175162.1,847830,848412,+,One unambiguous exact full-length official allele,/mnt/c/Users/bless/Downloads/e_faecalis_disseration_project/local_archive/large_outputs/Efaecalis_58_AMRFinder/02_genomes_fna/GCA_050505635.1.fna
GCA_050505635.1,Bacteraemia,gki,Exact_known_allele,3,3,3,1,3,100,100,CP175162.1,45706,46143,+,One unambiguous exact full-length official allele,/mnt/c/Users/bless/Downloads/e_faecalis_disseration_project/local_archive/large_outputs/Efaecalis_58_AMRFinder/02_genomes_fna/GCA_050505635.1.fna
GCA_050505635.1,Bacteraemia,aroE,Exact_known_allele,7,7,7,1,7,100,100,CP175162.1,1006848,1007306,-,One unambiguous exact full-length official allele,/mnt/c/Users/bless/Downloads/e_faecalis_disseration_project/local_archive/large_outputs/Efaecalis_58_AMRFinder/02_genomes_fna/GCA_050505635.1.fna
GCA_050505635.1,Bacteraemia,xpt,Exact_known_allele,7,7,7,1,7,100,100,CP175162.1,424811,425266,+,One unambiguous exact full-length official allele,/mnt/c/Users/bless/Downloads/e_faecalis_disseration_project/local_archive/large_outputs/Efaecalis_58_AMRFinder/02_genomes_fna/GCA_050505635.1.fna
GCA_050505635.1,Bacteraemia,yqiL,Exact_known_allele,6,6,6,1,6,100,100,CP175162.1,1139704,1140139,-,One unambiguous exact full-length official allele,/mnt/c/Users/bless/Downloads/e_faecalis_disseration_project/local_archive/large_outputs/Efaecalis_58_AMRFinder/02_genomes_fna/GCA_050505635.1.fna
GCA_050505645.1,Bacteraemia,gdh,Exact_known_allele,5,5,5,1,5,100,100,CP175163.1,2821338,2821867,-,One unambiguous exact full-length official allele,/mnt/c/Users/bless/Downloads/e_faecalis_disseration_project/local_archive/large_outputs/Efaecalis_58_AMRFinder/02_genomes_fna/GCA_050505645.1.fna
GCA_050505645.1,Bacteraemia,gyd,Exact_known_allele,1,1,1,1,1,100,100,CP175163.1,798471,798865,-,One unambiguous exact full-length official allele,/mnt/c/Users/bless/Downloads/e_faecalis_disseration_project/local_archive/large_outputs/Efaecalis_58_AMRFinder/02_genomes_fna/GCA_050505645.1.fna
GCA_050505645.1,Bacteraemia,pstS,Exact_known_allele,1,1,1,1,1,100,100,CP175163.1,615965,616547,-,One unambiguous exact full-length official allele,/mnt/c/Users/bless/Downloads/e_faecalis_disseration_project/local_archive/large_outputs/Efaecalis_58_AMRFinder/02_genomes_fna/GCA_050505645.1.fna
GCA_050505645.1,Bacteraemia,gki,Exact_known_allele,3,3,3,1,3,100,100,CP175163.1,1418234,1418671,-,One unambiguous exact full-length official allele,/mnt/c/Users/bless/Downloads/e_faecalis_disseration_project/local_archive/large_outputs/Efaecalis_58_AMRFinder/02_genomes_fna/GCA_050505645.1.fna
GCA_050505645.1,Bacteraemia,aroE,Exact_known_allele,7,7,7,1,7,100,100,CP175163.1,457071,457529,+,One unambiguous exact full-length official allele,/mnt/c/Users/bless/Downloads/e_faecalis_disseration_project/local_archive/large_outputs/Efaecalis_58_AMRFinder/02_genomes_fna/GCA_050505645.1.fna
GCA_050505645.1,Bacteraemia,xpt,Exact_known_allele,7,7,7,1,7,100,100,CP175163.1,1039111,1039566,-,One unambiguous exact full-length official allele,/mnt/c/Users/bless/Downloads/e_faecalis_disseration_project/local_archive/large_outputs/Efaecalis_58_AMRFinder/02_genomes_fna/GCA_050505645.1.fna
GCA_050505645.1,Bacteraemia,yqiL,Exact_known_allele,6,6,6,1,6,100,100,CP175163.1,324238,324673,+,One unambiguous exact full-length official allele,/mnt/c/Users/bless/Downloads/e_faecalis_disseration_project/local_archive/large_outputs/Efaecalis_58_AMRFinder/02_genomes_fna/GCA_050505645.1.fna
GCA_050506665.1,Bacteraemia,gdh,Exact_known_allele,5,5,5,1,5,100,100,CP175301.1,913472,914001,-,One unambiguous exact full-length official allele,/mnt/c/Users/bless/Downloads/e_faecalis_disseration_project/local_archive/large_outputs/Efaecalis_58_AMRFinder/02_genomes_fna/GCA_050506665.1.fna
GCA_050506665.1,Bacteraemia,gyd,Exact_known_allele,1,1,1,1,1,100,100,CP175301.1,1752177,1752571,-,One unambiguous exact full-length official allele,/mnt/c/Users/bless/Downloads/e_faecalis_disseration_project/local_archive/large_outputs/Efaecalis_58_AMRFinder/02_genomes_fna/GCA_050506665.1.fna
GCA_050506665.1,Bacteraemia,pstS,Exact_known_allele,1,1,1,1,1,100,100,CP175301.1,1569663,1570245,-,One unambiguous exact full-length official allele,/mnt/c/Users/bless/Downloads/e_faecalis_disseration_project/local_archive/large_outputs/Efaecalis_58_AMRFinder/02_genomes_fna/GCA_050506665.1.fna
GCA_050506665.1,Bacteraemia,gki,Exact_known_allele,3,3,3,1,3,100,100,CP175301.1,2417065,2417502,-,One unambiguous exact full-length official allele,/mnt/c/Users/bless/Downloads/e_faecalis_disseration_project/local_archive/large_outputs/Efaecalis_58_AMRFinder/02_genomes_fna/GCA_050506665.1.fna
GCA_050506665.1,Bacteraemia,aroE,Exact_known_allele,7,7,7,1,7,100,100,CP175301.1,1422715,1423173,+,One unambiguous exact full-length official allele,/mnt/c/Users/bless/Downloads/e_faecalis_disseration_project/local_archive/large_outputs/Efaecalis_58_AMRFinder/02_genomes_fna/GCA_050506665.1.fna
GCA_050506665.1,Bacteraemia,xpt,Exact_known_allele,7,7,7,1,7,100,100,CP175301.1,2037943,2038398,-,One unambiguous exact full-length official allele,/mnt/c/Users/bless/Downloads/e_faecalis_disseration_project/local_archive/large_outputs/Efaecalis_58_AMRFinder/02_genomes_fna/GCA_050506665.1.fna
GCA_050506665.1,Bacteraemia,yqiL,Exact_known_allele,6,6,6,1,6,100,100,CP175301.1,1289897,1290332,+,One unambiguous exact full-length official allele,/mnt/c/Users/bless/Downloads/e_faecalis_disseration_project/local_archive/large_outputs/Efaecalis_58_AMRFinder/02_genomes_fna/GCA_050506665.1.fna
GCA_050506675.1,Bacteraemia,gdh,Exact_known_allele,5,5,5,1,5,100,100,CP175300.1,913472,914001,-,One unambiguous exact full-length official allele,/mnt/c/Users/bless/Downloads/e_faecalis_disseration_project/local_archive/large_outputs/Efaecalis_58_AMRFinder/02_genomes_fna/GCA_050506675.1.fna
GCA_050506675.1,Bacteraemia,gyd,Exact_known_allele,1,1,1,1,1,100,100,CP175300.1,1752177,1752571,-,One unambiguous exact full-length official allele,/mnt/c/Users/bless/Downloads/e_faecalis_disseration_project/local_archive/large_outputs/Efaecalis_58_AMRFinder/02_genomes_fna/GCA_050506675.1.fna
GCA_050506675.1,Bacteraemia,pstS,Exact_known_allele,1,1,1,1,1,100,100,CP175300.1,1569663,1570245,-,One unambiguous exact full-length official allele,/mnt/c/Users/bless/Downloads/e_faecalis_disseration_project/local_archive/large_outputs/Efaecalis_58_AMRFinder/02_genomes_fna/GCA_050506675.1.fna
GCA_050506675.1,Bacteraemia,gki,Exact_known_allele,3,3,3,1,3,100,100,CP175300.1,2417065,2417502,-,One unambiguous exact full-length official allele,/mnt/c/Users/bless/Downloads/e_faecalis_disseration_project/local_archive/large_outputs/Efaecalis_58_AMRFinder/02_genomes_fna/GCA_050506675.1.fna
GCA_050506675.1,Bacteraemia,aroE,Exact_known_allele,7,7,7,1,7,100,100,CP175300.1,1422715,1423173,+,One unambiguous exact full-length official allele,/mnt/c/Users/bless/Downloads/e_faecalis_disseration_project/local_archive/large_outputs/Efaecalis_58_AMRFinder/02_genomes_fna/GCA_050506675.1.fna
GCA_050506675.1,Bacteraemia,xpt,Exact_known_allele,7,7,7,1,7,100,100,CP175300.1,2037943,2038398,-,One unambiguous exact full-length official allele,/mnt/c/Users/bless/Downloads/e_faecalis_disseration_project/local_archive/large_outputs/Efaecalis_58_AMRFinder/02_genomes_fna/GCA_050506675.1.fna
GCA_050506675.1,Bacteraemia,yqiL,Exact_known_allele,6,6,6,1,6,100,100,CP175300.1,1289897,1290332,+,One unambiguous exact full-length official allele,/mnt/c/Users/bless/Downloads/e_faecalis_disseration_project/local_archive/large_outputs/Efaecalis_58_AMRFinder/02_genomes_fna/GCA_050506675.1.fna
GCA_050506685.1,Bacteraemia,gdh,Exact_known_allele,5,5,5,1,5,100,100,CP175298.1,943717,944246,-,One unambiguous exact full-length official allele,/mnt/c/Users/bless/Downloads/e_faecalis_disseration_project/local_archive/large_outputs/Efaecalis_58_AMRFinder/02_genomes_fna/GCA_050506685.1.fna
GCA_050506685.1,Bacteraemia,gyd,Exact_known_allele,1,1,1,1,1,100,100,CP175298.1,1938009,1938403,-,One unambiguous exact full-length official allele,/mnt/c/Users/bless/Downloads/e_faecalis_disseration_project/local_archive/large_outputs/Efaecalis_58_AMRFinder/02_genomes_fna/GCA_050506685.1.fna
GCA_050506685.1,Bacteraemia,pstS,Exact_known_allele,1,1,1,1,1,100,100,CP175298.1,1366600,1367182,+,One unambiguous exact full-length official allele,/mnt/c/Users/bless/Downloads/e_faecalis_disseration_project/local_archive/large_outputs/Efaecalis_58_AMRFinder/02_genomes_fna/GCA_050506685.1.fna
GCA_050506685.1,Bacteraemia,gki,Exact_known_allele,3,3,3,1,3,100,100,CP175298.1,2562903,2563340,-,One unambiguous exact full-length official allele,/mnt/c/Users/bless/Downloads/e_faecalis_disseration_project/local_archive/large_outputs/Efaecalis_58_AMRFinder/02_genomes_fna/GCA_050506685.1.fna
GCA_050506685.1,Bacteraemia,aroE,Exact_known_allele,7,7,7,1,7,100,100,CP175298.1,1610854,1611312,-,One unambiguous exact full-length official allele,/mnt/c/Users/bless/Downloads/e_faecalis_disseration_project/local_archive/large_outputs/Efaecalis_58_AMRFinder/02_genomes_fna/GCA_050506685.1.fna
GCA_050506685.1,Bacteraemia,xpt,Exact_known_allele,1,1,1,1,1,100,100,CP175298.1,2175338,2175793,-,One unambiguous exact full-length official allele,/mnt/c/Users/bless/Downloads/e_faecalis_disseration_project/local_archive/large_outputs/Efaecalis_58_AMRFinder/02_genomes_fna/GCA_050506685.1.fna
GCA_050506685.1,Bacteraemia,yqiL,Exact_known_allele,6,6,6,1,6,100,100,CP175298.1,1445748,1446183,+,One unambiguous exact full-length official allele,/mnt/c/Users/bless/Downloads/e_faecalis_disseration_project/local_archive/large_outputs/Efaecalis_58_AMRFinder/02_genomes_fna/GCA_050506685.1.fna
GCA_050506695.1,Bacteraemia,gdh,Exact_known_allele,5,5,5,1,5,100,100,CP175296.1,943717,944246,-,One unambiguous exact full-length official allele,/mnt/c/Users/bless/Downloads/e_faecalis_disseration_project/local_archive/large_outputs/Efaecalis_58_AMRFinder/02_genomes_fna/GCA_050506695.1.fna
GCA_050506695.1,Bacteraemia,gyd,Exact_known_allele,1,1,1,1,1,100,100,CP175296.1,1938007,1938401,-,One unambiguous exact full-length official allele,/mnt/c/Users/bless/Downloads/e_faecalis_disseration_project/local_archive/large_outputs/Efaecalis_58_AMRFinder/02_genomes_fna/GCA_050506695.1.fna
GCA_050506695.1,Bacteraemia,pstS,Exact_known_allele,1,1,1,1,1,100,100,CP175296.1,1366598,1367180,+,One unambiguous exact full-length official allele,/mnt/c/Users/bless/Downloads/e_faecalis_disseration_project/local_archive/large_outputs/Efaecalis_58_AMRFinder/02_genomes_fna/GCA_050506695.1.fna
GCA_050506695.1,Bacteraemia,gki,Exact_known_allele,3,3,3,1,3,100,100,CP175296.1,2562901,2563338,-,One unambiguous exact full-length official allele,/mnt/c/Users/bless/Downloads/e_faecalis_disseration_project/local_archive/large_outputs/Efaecalis_58_AMRFinder/02_genomes_fna/GCA_050506695.1.fna
GCA_050506695.1,Bacteraemia,aroE,Exact_known_allele,7,7,7,1,7,100,100,CP175296.1,1610852,1611310,-,One unambiguous exact full-length official allele,/mnt/c/Users/bless/Downloads/e_faecalis_disseration_project/local_archive/large_outputs/Efaecalis_58_AMRFinder/02_genomes_fna/GCA_050506695.1.fna
