Genome	Source	Locus	Official_allele	Contig	Start	Stop	Strand	Identity_percent	Allele_coverage_percent	Alignment_length	Mismatches	Gaps	Evalue	Bitscore	Is_exact_full_length
GCA_050492135.1	Bacteraemia	gdh	34	CP175106.1	848091	848620	-	99.623	100	530	2	0	0	948	FALSE
GCA_050492135.1	Bacteraemia	gdh	38	CP175106.1	848091	848620	-	99.623	100	530	2	0	0	948	FALSE
GCA_050492135.1	Bacteraemia	gyd	7	CP175106.1	1832356	1832750	-	100	100	395	0	0	0	713	TRUE
GCA_050492135.1	Bacteraemia	gyd	5	CP175106.1	1832356	1832750	-	99.747	100	395	1	0	0	709	FALSE
GCA_050492135.1	Bacteraemia	gyd	20	CP175106.1	1832356	1832750	-	99.747	100	395	1	0	0	709	FALSE
GCA_050492135.1	Bacteraemia	gyd	25	CP175106.1	1832356	1832750	-	99.747	100	395	1	0	0	709	FALSE
GCA_050492135.1	Bacteraemia	gyd	30	CP175106.1	1832356	1832750	-	99.747	100	395	1	0	0	709	FALSE
GCA_050492135.1	Bacteraemia	gyd	32	CP175106.1	1832356	1832750	-	99.747	100	395	1	0	0	709	FALSE
GCA_050492135.1	Bacteraemia	gyd	34	CP175106.1	1832356	1832750	-	99.747	100	395	1	0	0	709	FALSE
GCA_050492135.1	Bacteraemia	gyd	42	CP175106.1	1832356	1832750	-	99.747	100	395	1	0	0	709	FALSE
GCA_050492135.1	Bacteraemia	gyd	45	CP175106.1	1832356	1832750	-	99.747	100	395	1	0	0	709	FALSE
GCA_050492135.1	Bacteraemia	gyd	57	CP175106.1	1832356	1832750	-	99.747	100	395	1	0	0	709	FALSE
GCA_050492135.1	Bacteraemia	gyd	58	CP175106.1	1832356	1832750	-	99.747	100	395	1	0	0	709	FALSE
GCA_050492135.1	Bacteraemia	gyd	59	CP175106.1	1832356	1832750	-	99.747	100	395	1	0	0	709	FALSE
GCA_050492135.1	Bacteraemia	gyd	1	CP175106.1	1832356	1832750	-	99.494	100	395	2	0	0	704	FALSE
GCA_050492135.1	Bacteraemia	gyd	6	CP175106.1	1832356	1832750	-	99.494	100	395	2	0	0	704	FALSE
GCA_050492135.1	Bacteraemia	gyd	10	CP175106.1	1832356	1832750	-	99.494	100	395	2	0	0	704	FALSE
GCA_050492135.1	Bacteraemia	gyd	39	CP175106.1	1832356	1832750	-	99.494	100	395	2	0	0	704	FALSE
GCA_050492135.1	Bacteraemia	gyd	50	CP175106.1	1832356	1832750	-	99.494	100	395	2	0	0	704	FALSE
GCA_050492135.1	Bacteraemia	gyd	48	CP175106.1	1832356	1832750	-	99.494	100.5089058524173	395	0	2	0	701	FALSE
GCA_050492135.1	Bacteraemia	gyd	2	CP175106.1	1832356	1832750	-	99.241	100	395	3	0	0	700	FALSE
GCA_050492135.1	Bacteraemia	gyd	3	CP175106.1	1832356	1832750	-	99.241	100	395	3	0	0	700	FALSE
GCA_050492135.1	Bacteraemia	gyd	4	CP175106.1	1832356	1832750	-	99.241	100	395	3	0	0	700	FALSE
GCA_050492135.1	Bacteraemia	pstS	3	CP175106.1	1573653	1574235	-	100	100	583	0	0	0	1052	TRUE
GCA_050492135.1	Bacteraemia	pstS	4	CP175106.1	1573653	1574235	-	99.828	100	583	1	0	0	1048	FALSE
GCA_050492135.1	Bacteraemia	pstS	16	CP175106.1	1573653	1574235	-	99.828	100	583	1	0	0	1048	FALSE
GCA_050492135.1	Bacteraemia	pstS	27	CP175106.1	1573653	1574235	-	99.828	100	583	1	0	0	1048	FALSE
GCA_050492135.1	Bacteraemia	pstS	29	CP175106.1	1573653	1574235	-	99.828	100	583	1	0	0	1048	FALSE
GCA_050492135.1	Bacteraemia	pstS	30	CP175106.1	1573653	1574235	-	99.828	100	583	1	0	0	1048	FALSE
GCA_050492135.1	Bacteraemia	pstS	53	CP175106.1	1573653	1574235	-	99.828	100	583	1	0	0	1048	FALSE
GCA_050492135.1	Bacteraemia	pstS	63	CP175106.1	1573653	1574235	-	99.828	100	583	1	0	0	1048	FALSE
GCA_050492135.1	Bacteraemia	pstS	68	CP175106.1	1573653	1574235	-	99.828	100	583	1	0	0	1048	FALSE
GCA_050492135.1	Bacteraemia	pstS	99	CP175106.1	1573653	1574235	-	99.828	100	583	1	0	0	1048	FALSE
GCA_050492135.1	Bacteraemia	pstS	101	CP175106.1	1573653	1574235	-	99.828	100	583	1	0	0	1048	FALSE
GCA_050492135.1	Bacteraemia	pstS	104	CP175106.1	1573653	1574235	-	99.828	100	583	1	0	0	1048	FALSE
GCA_050492135.1	Bacteraemia	pstS	110	CP175106.1	1573653	1574235	-	99.828	100	583	1	0	0	1048	FALSE
GCA_050492135.1	Bacteraemia	pstS	127	CP175106.1	1573653	1574235	-	99.828	100	583	1	0	0	1048	FALSE
GCA_050492135.1	Bacteraemia	pstS	1	CP175106.1	1573653	1574235	-	99.657	100	583	2	0	0	1043	FALSE
GCA_050492135.1	Bacteraemia	pstS	2	CP175106.1	1573653	1574235	-	99.657	100	583	2	0	0	1043	FALSE
GCA_050492135.1	Bacteraemia	pstS	5	CP175106.1	1573653	1574235	-	99.657	100	583	2	0	0	1043	FALSE
GCA_050492135.1	Bacteraemia	pstS	6	CP175106.1	1573653	1574235	-	99.657	100	583	2	0	0	1043	FALSE
GCA_050492135.1	Bacteraemia	pstS	7	CP175106.1	1573653	1574235	-	99.657	100	583	2	0	0	1043	FALSE
GCA_050492135.1	Bacteraemia	pstS	22	CP175106.1	1573653	1574235	-	99.657	100	583	2	0	0	1043	FALSE
GCA_050492135.1	Bacteraemia	pstS	26	CP175106.1	1573653	1574235	-	99.657	100	583	2	0	0	1043	FALSE
GCA_050492135.1	Bacteraemia	gki	7	CP175106.1	2463270	2463707	-	100	100	438	0	0	0	791	TRUE
GCA_050492135.1	Bacteraemia	gki	73	CP175106.1	2463271	2463707	-	100	99.77168949771689	437	0	0	0	789	FALSE
GCA_050492135.1	Bacteraemia	gki	11	CP175106.1	2463270	2463707	-	99.772	100	438	1	0	0	786	FALSE
GCA_050492135.1	Bacteraemia	gki	122	CP175106.1	2463270	2463707	-	99.772	100	438	1	0	0	786	FALSE
GCA_050492135.1	Bacteraemia	gki	6	CP175106.1	2463271	2463707	-	99.771	99.77168949771689	437	1	0	0	784	FALSE
GCA_050492135.1	Bacteraemia	gki	65	CP175106.1	2463270	2463707	-	99.543	100	438	2	0	0	782	FALSE
GCA_050492135.1	Bacteraemia	gki	83	CP175106.1	2463270	2463707	-	99.543	100	438	2	0	0	782	FALSE
GCA_050492135.1	Bacteraemia	gki	12	CP175106.1	2463271	2463707	-	99.542	99.77168949771689	437	2	0	0	780	FALSE
GCA_050492135.1	Bacteraemia	gki	17	CP175106.1	2463271	2463707	-	99.542	99.77168949771689	437	2	0	0	780	FALSE
GCA_050492135.1	Bacteraemia	gki	40	CP175106.1	2463271	2463707	-	99.542	99.77168949771689	437	2	0	0	780	FALSE
GCA_050492135.1	Bacteraemia	gki	71	CP175106.1	2463271	2463707	-	99.542	99.77168949771689	437	2	0	0	780	FALSE
GCA_050492135.1	Bacteraemia	gki	89	CP175106.1	2463271	2463707	-	99.542	99.77168949771689	437	2	0	0	780	FALSE
GCA_050492135.1	Bacteraemia	gki	70	CP175106.1	2463270	2463707	-	99.315	100	438	3	0	0	777	FALSE
GCA_050492135.1	Bacteraemia	gki	72	CP175106.1	2463270	2463707	-	99.315	100	438	3	0	0	777	FALSE
GCA_050492135.1	Bacteraemia	gki	4	CP175106.1	2463271	2463707	-	99.314	99.77168949771689	437	3	0	0	775	FALSE
GCA_050492135.1	Bacteraemia	gki	10	CP175106.1	2463271	2463707	-	99.314	99.77168949771689	437	3	0	0	775	FALSE
GCA_050492135.1	Bacteraemia	gki	18	CP175106.1	2463271	2463707	-	99.314	99.77168949771689	437	3	0	0	775	FALSE
GCA_050492135.1	Bacteraemia	gki	25	CP175106.1	2463271	2463707	-	99.314	99.77168949771689	437	3	0	0	775	FALSE
GCA_050492135.1	Bacteraemia	gki	30	CP175106.1	2463271	2463707	-	99.314	99.77168949771689	437	3	0	0	775	FALSE
GCA_050492135.1	Bacteraemia	gki	32	CP175106.1	2463271	2463707	-	99.314	99.77168949771689	437	3	0	0	775	FALSE
GCA_050492135.1	Bacteraemia	gki	35	CP175106.1	2463271	2463707	-	99.314	99.77168949771689	437	3	0	0	775	FALSE
GCA_050492135.1	Bacteraemia	aroE	6	CP175106.1	1436166	1436624	+	100	100	459	0	0	0	829	TRUE
GCA_050492135.1	Bacteraemia	aroE	15	CP175106.1	1436166	1436624	+	99.782	100	459	1	0	0	824	FALSE
GCA_050492135.1	Bacteraemia	aroE	16	CP175106.1	1436166	1436624	+	99.782	100	459	1	0	0	824	FALSE
GCA_050492135.1	Bacteraemia	aroE	21	CP175106.1	1436166	1436624	+	99.782	100	459	1	0	0	824	FALSE
GCA_050492135.1	Bacteraemia	aroE	25	CP175106.1	1436166	1436624	+	99.782	100	459	1	0	0	824	FALSE
GCA_050492135.1	Bacteraemia	aroE	31	CP175106.1	1436166	1436624	+	99.782	100	459	1	0	0	824	FALSE
GCA_050492135.1	Bacteraemia	aroE	35	CP175106.1	1436166	1436624	+	99.782	100	459	1	0	0	824	FALSE
GCA_050492135.1	Bacteraemia	aroE	41	CP175106.1	1436166	1436624	+	99.782	100	459	1	0	0	824	FALSE
GCA_050492135.1	Bacteraemia	aroE	55	CP175106.1	1436166	1436624	+	99.782	100	459	1	0	0	824	FALSE
GCA_050492135.1	Bacteraemia	aroE	56	CP175106.1	1436166	1436624	+	99.782	100	459	1	0	0	824	FALSE
GCA_050492135.1	Bacteraemia	aroE	65	CP175106.1	1436166	1436624	+	99.782	100	459	1	0	0	824	FALSE
GCA_050492135.1	Bacteraemia	aroE	71	CP175106.1	1436166	1436624	+	99.782	100	459	1	0	0	824	FALSE
GCA_050492135.1	Bacteraemia	aroE	77	CP175106.1	1436166	1436624	+	99.782	100	459	1	0	0	824	FALSE
GCA_050492135.1	Bacteraemia	aroE	97	CP175106.1	1436166	1436624	+	99.782	100	459	1	0	0	824	FALSE
GCA_050492135.1	Bacteraemia	aroE	102	CP175106.1	1436166	1436624	+	99.782	100	459	1	0	0	824	FALSE
GCA_050492135.1	Bacteraemia	aroE	104	CP175106.1	1436166	1436624	+	99.782	100	459	1	0	0	824	FALSE
GCA_050492135.1	Bacteraemia	aroE	120	CP175106.1	1436166	1436624	+	99.782	100	459	1	0	0	824	FALSE
GCA_050492135.1	Bacteraemia	aroE	125	CP175106.1	1436166	1436624	+	99.782	100	459	1	0	0	824	FALSE
GCA_050492135.1	Bacteraemia	aroE	134	CP175106.1	1436166	1436624	+	99.782	100	459	1	0	0	824	FALSE
GCA_050492135.1	Bacteraemia	aroE	135	CP175106.1	1436166	1436624	+	99.782	100	459	1	0	0	824	FALSE
GCA_050492135.1	Bacteraemia	aroE	142	CP175106.1	1436166	1436624	+	99.782	100	459	1	0	0	824	FALSE
GCA_050492135.1	Bacteraemia	xpt	1	CP175106.1	2078342	2078797	-	100	100	456	0	0	0	823	TRUE
GCA_050492135.1	Bacteraemia	xpt	2	CP175106.1	2078342	2078797	-	99.781	100	456	1	0	0	819	FALSE
GCA_050492135.1	Bacteraemia	xpt	18	CP175106.1	2078342	2078797	-	99.781	100	456	1	0	0	819	FALSE
GCA_050492135.1	Bacteraemia	xpt	21	CP175106.1	2078342	2078797	-	99.781	100	456	1	0	0	819	FALSE
GCA_050492135.1	Bacteraemia	xpt	22	CP175106.1	2078342	2078797	-	99.781	100	456	1	0	0	819	FALSE
GCA_050492135.1	Bacteraemia	xpt	24	CP175106.1	2078342	2078797	-	99.781	100	456	1	0	0	819	FALSE
GCA_050492135.1	Bacteraemia	xpt	26	CP175106.1	2078342	2078797	-	99.781	100	456	1	0	0	819	FALSE
GCA_050492135.1	Bacteraemia	xpt	35	CP175106.1	2078342	2078797	-	99.781	100	456	1	0	0	819	FALSE
GCA_050492135.1	Bacteraemia	xpt	44	CP175106.1	2078342	2078797	-	99.781	100	456	1	0	0	819	FALSE
GCA_050492135.1	Bacteraemia	xpt	50	CP175106.1	2078342	2078797	-	99.781	100	456	1	0	0	819	FALSE
GCA_050492135.1	Bacteraemia	xpt	56	CP175106.1	2078342	2078797	-	99.781	100	456	1	0	0	819	FALSE
GCA_050492135.1	Bacteraemia	xpt	61	CP175106.1	2078342	2078797	-	99.781	100	456	1	0	0	819	FALSE
GCA_050492135.1	Bacteraemia	xpt	62	CP175106.1	2078342	2078797	-	99.781	100	456	1	0	0	819	FALSE
GCA_050492135.1	Bacteraemia	xpt	65	CP175106.1	2078342	2078797	-	99.781	100	456	1	0	0	819	FALSE
GCA_050492135.1	Bacteraemia	xpt	77	CP175106.1	2078342	2078797	-	99.781	100	456	1	0	0	819	FALSE
GCA_050492135.1	Bacteraemia	xpt	82	CP175106.1	2078342	2078797	-	99.781	100	456	1	0	0	819	FALSE
GCA_050492135.1	Bacteraemia	xpt	110	CP175106.1	2078342	2078797	-	99.781	100	456	1	0	0	819	FALSE
GCA_050492135.1	Bacteraemia	xpt	118	CP175106.1	2078342	2078797	-	99.781	100	456	1	0	0	819	FALSE
GCA_050492135.1	Bacteraemia	xpt	31	CP175106.1	2078342	2078793	-	100	98.68995633187772	452	0	0	0	816	FALSE
GCA_050492135.1	Bacteraemia	xpt	52	CP175106.1	2078344	2078797	-	99.78	99.56140350877193	454	1	0	0	815	FALSE
GCA_050492135.1	Bacteraemia	xpt	72	CP175106.1	2078342	2078797	-	99.563	100	458	0	2	0	815	FALSE
GCA_050492135.1	Bacteraemia	yqiL	5	CP175106.1	1259084	1259519	+	100	100	436	0	0	0	787	TRUE
GCA_050492135.1	Bacteraemia	yqiL	3	CP175106.1	1259084	1259519	+	99.771	100	436	1	0	0	783	FALSE
GCA_050492135.1	Bacteraemia	yqiL	4	CP175106.1	1259084	1259519	+	99.771	100	436	1	0	0	783	FALSE
GCA_050492135.1	Bacteraemia	yqiL	43	CP175106.1	1259084	1259519	+	99.771	100	436	1	0	0	783	FALSE
GCA_050492135.1	Bacteraemia	yqiL	47	CP175106.1	1259084	1259519	+	99.771	100	436	1	0	0	783	FALSE
GCA_050492135.1	Bacteraemia	yqiL	63	CP175106.1	1259084	1259519	+	99.771	100	436	1	0	0	783	FALSE
GCA_050492135.1	Bacteraemia	yqiL	71	CP175106.1	1259084	1259519	+	99.771	100	436	1	0	0	783	FALSE
GCA_050492135.1	Bacteraemia	yqiL	75	CP175106.1	1259084	1259519	+	99.771	100	436	1	0	0	783	FALSE
GCA_050492135.1	Bacteraemia	yqiL	81	CP175106.1	1259084	1259519	+	99.771	100	436	1	0	0	783	FALSE
GCA_050492135.1	Bacteraemia	yqiL	86	CP175106.1	1259084	1259519	+	99.771	100	436	1	0	0	783	FALSE
GCA_050492135.1	Bacteraemia	yqiL	96	CP175106.1	1259084	1259519	+	99.771	100	436	1	0	0	783	FALSE
GCA_050492135.1	Bacteraemia	yqiL	110	CP175106.1	1259084	1259519	+	99.771	100	436	1	0	0	783	FALSE
GCA_050492135.1	Bacteraemia	yqiL	122	CP175106.1	1259084	1259519	+	99.771	100	436	1	0	0	783	FALSE
GCA_050492135.1	Bacteraemia	yqiL	8	CP175106.1	1259084	1259519	+	99.541	100	436	2	0	0	778	FALSE
GCA_050492135.1	Bacteraemia	yqiL	13	CP175106.1	1259084	1259519	+	99.541	100	436	2	0	0	778	FALSE
GCA_050492135.1	Bacteraemia	yqiL	25	CP175106.1	1259084	1259519	+	99.541	100	436	2	0	0	778	FALSE
GCA_050492135.1	Bacteraemia	yqiL	36	CP175106.1	1259084	1259519	+	99.541	100	436	2	0	0	778	FALSE
GCA_050492135.1	Bacteraemia	yqiL	62	CP175106.1	1259084	1259519	+	99.541	100	436	2	0	0	778	FALSE
GCA_050492135.1	Bacteraemia	yqiL	70	CP175106.1	1259084	1259519	+	99.541	100	436	2	0	0	778	FALSE
GCA_050492135.1	Bacteraemia	yqiL	78	CP175106.1	1259084	1259519	+	99.541	100	436	2	0	0	778	FALSE
GCA_050492135.1	Bacteraemia	yqiL	85	CP175106.1	1259084	1259519	+	99.541	100	436	2	0	0	778	FALSE
GCA_050505635.1	Bacteraemia	gdh	5	CP175162.1	1516036	1516565	+	100	100	530	0	0	0	957	TRUE
GCA_050505635.1	Bacteraemia	gdh	20	CP175162.1	1516036	1516565	+	99.811	100	530	1	0	0	952	FALSE
GCA_050505635.1	Bacteraemia	gdh	36	CP175162.1	1516036	1516565	+	99.811	100	530	1	0	0	952	FALSE
GCA_050505635.1	Bacteraemia	gdh	50	CP175162.1	1516036	1516565	+	99.811	100	530	1	0	0	952	FALSE
GCA_050505635.1	Bacteraemia	gdh	65	CP175162.1	1516036	1516565	+	99.811	100	530	1	0	0	952	FALSE
GCA_050505635.1	Bacteraemia	gdh	75	CP175162.1	1516036	1516565	+	99.811	100	530	1	0	0	952	FALSE
GCA_050505635.1	Bacteraemia	gdh	81	CP175162.1	1516036	1516565	+	99.811	100	530	1	0	0	952	FALSE
GCA_050505635.1	Bacteraemia	gdh	106	CP175162.1	1516036	1516565	+	99.811	100	530	1	0	0	952	FALSE
GCA_050505635.1	Bacteraemia	gdh	117	CP175162.1	1516036	1516565	+	99.811	100	530	1	0	0	952	FALSE
GCA_050505635.1	Bacteraemia	gdh	6	CP175162.1	1516036	1516565	+	99.623	100	530	2	0	0	948	FALSE
GCA_050505635.1	Bacteraemia	gdh	9	CP175162.1	1516036	1516565	+	99.623	100	530	2	0	0	948	FALSE
GCA_050505635.1	Bacteraemia	gdh	22	CP175162.1	1516036	1516565	+	99.623	100	530	2	0	0	948	FALSE
GCA_050505635.1	Bacteraemia	gdh	29	CP175162.1	1516036	1516565	+	99.623	100	530	2	0	0	948	FALSE
GCA_050505635.1	Bacteraemia	gdh	37	CP175162.1	1516036	1516565	+	99.623	100	530	2	0	0	948	FALSE
GCA_050505635.1	Bacteraemia	gdh	64	CP175162.1	1516036	1516565	+	99.623	100	530	2	0	0	948	FALSE
GCA_050505635.1	Bacteraemia	gdh	68	CP175162.1	1516036	1516565	+	99.623	100	530	2	0	0	948	FALSE
GCA_050505635.1	Bacteraemia	gdh	72	CP175162.1	1516036	1516565	+	99.623	100	530	2	0	0	948	FALSE
GCA_050505635.1	Bacteraemia	gdh	73	CP175162.1	1516036	1516565	+	99.623	100	530	2	0	0	948	FALSE
GCA_050505635.1	Bacteraemia	gdh	74	CP175162.1	1516036	1516565	+	99.623	100	530	2	0	0	948	FALSE
GCA_050505635.1	Bacteraemia	gdh	101	CP175162.1	1516036	1516565	+	99.623	100	530	2	0	0	948	FALSE
GCA_050505635.1	Bacteraemia	gdh	139	CP175162.1	1516036	1516565	+	99.623	100	530	2	0	0	948	FALSE
GCA_050505635.1	Bacteraemia	gyd	1	CP175162.1	665512	665906	+	100	100	395	0	0	0	713	TRUE
GCA_050505635.1	Bacteraemia	gyd	2	CP175162.1	665512	665906	+	99.747	100	395	1	0	0	709	FALSE
GCA_050505635.1	Bacteraemia	gyd	3	CP175162.1	665512	665906	+	99.747	100	395	1	0	0	709	FALSE
GCA_050505635.1	Bacteraemia	gyd	4	CP175162.1	665512	665906	+	99.747	100	395	1	0	0	709	FALSE
GCA_050505635.1	Bacteraemia	gyd	5	CP175162.1	665512	665906	+	99.747	100	395	1	0	0	709	FALSE
GCA_050505635.1	Bacteraemia	gyd	29	CP175162.1	665512	665906	+	99.747	100	395	1	0	0	709	FALSE
GCA_050505635.1	Bacteraemia	gyd	31	CP175162.1	665512	665906	+	99.747	100	395	1	0	0	709	FALSE
GCA_050505635.1	Bacteraemia	gyd	35	CP175162.1	665512	665906	+	99.747	100	395	1	0	0	709	FALSE
GCA_050505635.1	Bacteraemia	gyd	36	CP175162.1	665512	665906	+	99.747	100	395	1	0	0	709	FALSE
GCA_050505635.1	Bacteraemia	gyd	37	CP175162.1	665512	665906	+	99.747	100	395	1	0	0	709	FALSE
GCA_050505635.1	Bacteraemia	gyd	41	CP175162.1	665512	665906	+	99.747	100	395	1	0	0	709	FALSE
GCA_050505635.1	Bacteraemia	gyd	44	CP175162.1	665512	665906	+	99.747	100	395	1	0	0	709	FALSE
GCA_050505635.1	Bacteraemia	gyd	46	CP175162.1	665512	665906	+	99.747	100	395	1	0	0	709	FALSE
GCA_050505635.1	Bacteraemia	gyd	47	CP175162.1	665512	665906	+	99.747	100	395	1	0	0	709	FALSE
GCA_050505635.1	Bacteraemia	gyd	49	CP175162.1	665512	665906	+	99.747	100	395	1	0	0	709	FALSE
GCA_050505635.1	Bacteraemia	gyd	52	CP175162.1	665512	665906	+	99.747	100	395	1	0	0	709	FALSE
GCA_050505635.1	Bacteraemia	gyd	60	CP175162.1	665512	665906	+	99.747	100	395	1	0	0	709	FALSE
GCA_050505635.1	Bacteraemia	gyd	6	CP175162.1	665512	665906	+	99.494	100	395	2	0	0	704	FALSE
GCA_050505635.1	Bacteraemia	gyd	7	CP175162.1	665512	665906	+	99.494	100	395	2	0	0	704	FALSE
GCA_050505635.1	Bacteraemia	gyd	9	CP175162.1	665512	665906	+	99.494	100	395	2	0	0	704	FALSE
GCA_050505635.1	Bacteraemia	gyd	10	CP175162.1	665512	665906	+	99.494	100	395	2	0	0	704	FALSE
GCA_050505635.1	Bacteraemia	pstS	1	CP175162.1	847830	848412	+	100	100	583	0	0	0	1052	TRUE
GCA_050505635.1	Bacteraemia	pstS	16	CP175162.1	847830	848412	+	99.828	100	583	1	0	0	1048	FALSE
GCA_050505635.1	Bacteraemia	pstS	17	CP175162.1	847830	848412	+	99.828	100	583	1	0	0	1048	FALSE
GCA_050505635.1	Bacteraemia	pstS	30	CP175162.1	847830	848412	+	99.828	100	583	1	0	0	1048	FALSE
GCA_050505635.1	Bacteraemia	pstS	35	CP175162.1	847830	848412	+	99.828	100	583	1	0	0	1048	FALSE
GCA_050505635.1	Bacteraemia	pstS	56	CP175162.1	847830	848412	+	99.828	100	583	1	0	0	1048	FALSE
GCA_050505635.1	Bacteraemia	pstS	85	CP175162.1	847830	848412	+	99.828	100	583	1	0	0	1048	FALSE
GCA_050505635.1	Bacteraemia	pstS	86	CP175162.1	847830	848412	+	99.828	100	583	1	0	0	1048	FALSE
GCA_050505635.1	Bacteraemia	pstS	90	CP175162.1	847830	848412	+	99.828	100	583	1	0	0	1048	FALSE
GCA_050505635.1	Bacteraemia	pstS	95	CP175162.1	847830	848412	+	99.828	100	583	1	0	0	1048	FALSE
GCA_050505635.1	Bacteraemia	pstS	97	CP175162.1	847830	848412	+	99.828	100	583	1	0	0	1048	FALSE
GCA_050505635.1	Bacteraemia	pstS	108	CP175162.1	847830	848412	+	99.828	100	583	1	0	0	1048	FALSE
GCA_050505635.1	Bacteraemia	pstS	109	CP175162.1	847830	848412	+	99.828	100	583	1	0	0	1048	FALSE
GCA_050505635.1	Bacteraemia	pstS	120	CP175162.1	847830	848412	+	99.828	100	583	1	0	0	1048	FALSE
GCA_050505635.1	Bacteraemia	pstS	135	CP175162.1	847830	848411	+	99.828	100	583	0	1	0	1044	FALSE
GCA_050505635.1	Bacteraemia	pstS	2	CP175162.1	847830	848412	+	99.657	100	583	2	0	0	1043	FALSE
GCA_050505635.1	Bacteraemia	pstS	3	CP175162.1	847830	848412	+	99.657	100	583	2	0	0	1043	FALSE
GCA_050505635.1	Bacteraemia	pstS	6	CP175162.1	847830	848412	+	99.657	100	583	2	0	0	1043	FALSE
GCA_050505635.1	Bacteraemia	pstS	7	CP175162.1	847830	848412	+	99.657	100	583	2	0	0	1043	FALSE
GCA_050505635.1	Bacteraemia	pstS	18	CP175162.1	847830	848412	+	99.657	100	583	2	0	0	1043	FALSE
GCA_050505635.1	Bacteraemia	pstS	22	CP175162.1	847830	848412	+	99.657	100	583	2	0	0	1043	FALSE
GCA_050505635.1	Bacteraemia	gki	3	CP175162.1	45706	46143	+	100	100	438	0	0	0	791	TRUE
GCA_050505635.1	Bacteraemia	gki	15	CP175162.1	45706	46143	+	99.772	100	438	1	0	0	786	FALSE
GCA_050505635.1	Bacteraemia	gki	43	CP175162.1	45706	46143	+	99.772	100	438	1	0	0	786	FALSE
GCA_050505635.1	Bacteraemia	gki	48	CP175162.1	45706	46143	+	99.772	100	438	1	0	0	786	FALSE
GCA_050505635.1	Bacteraemia	gki	58	CP175162.1	45706	46143	+	99.772	100	438	1	0	0	786	FALSE
GCA_050505635.1	Bacteraemia	gki	87	CP175162.1	45706	46143	+	99.772	100	438	1	0	0	786	FALSE
GCA_050505635.1	Bacteraemia	gki	99	CP175162.1	45706	46143	+	99.772	100	438	1	0	0	786	FALSE
GCA_050505635.1	Bacteraemia	gki	100	CP175162.1	45706	46143	+	99.772	100	438	1	0	0	786	FALSE
GCA_050505635.1	Bacteraemia	gki	113	CP175162.1	45706	46143	+	99.772	100	438	1	0	0	786	FALSE
GCA_050505635.1	Bacteraemia	gki	124	CP175162.1	45706	46143	+	99.772	100	438	1	0	0	786	FALSE
GCA_050505635.1	Bacteraemia	gki	128	CP175162.1	45706	46143	+	99.772	100	438	1	0	0	786	FALSE
GCA_050505635.1	Bacteraemia	gki	34	CP175162.1	45706	46143	+	99.543	100	438	2	0	0	782	FALSE
GCA_050505635.1	Bacteraemia	gki	37	CP175162.1	45706	46143	+	99.543	100	438	2	0	0	782	FALSE
GCA_050505635.1	Bacteraemia	gki	41	CP175162.1	45706	46143	+	99.543	100	438	2	0	0	782	FALSE
GCA_050505635.1	Bacteraemia	gki	109	CP175162.1	45706	46143	+	99.543	100	438	2	0	0	782	FALSE
GCA_050505635.1	Bacteraemia	gki	112	CP175162.1	45706	46143	+	99.543	100	438	2	0	0	782	FALSE
GCA_050505635.1	Bacteraemia	gki	5	CP175162.1	45706	46142	+	99.542	99.77168949771689	437	2	0	0	780	FALSE
GCA_050505635.1	Bacteraemia	gki	8	CP175162.1	45706	46143	+	99.315	100	438	3	0	0	777	FALSE
GCA_050505635.1	Bacteraemia	gki	46	CP175162.1	45706	46143	+	99.315	100	438	3	0	0	777	FALSE
GCA_050505635.1	Bacteraemia	gki	52	CP175162.1	45706	46143	+	99.315	100	438	3	0	0	777	FALSE
GCA_050505635.1	Bacteraemia	gki	69	CP175162.1	45706	46143	+	99.315	100	438	3	0	0	777	FALSE
GCA_050505635.1	Bacteraemia	aroE	7	CP175162.1	1006848	1007306	-	100	100	459	0	0	0	829	TRUE
GCA_050505635.1	Bacteraemia	aroE	19	CP175162.1	1006848	1007306	-	99.782	100	459	1	0	0	824	FALSE
GCA_050505635.1	Bacteraemia	aroE	75	CP175162.1	1006848	1007306	-	99.782	100	459	1	0	0	824	FALSE
GCA_050505635.1	Bacteraemia	aroE	84	CP175162.1	1006848	1007306	-	99.782	100	459	1	0	0	824	FALSE
GCA_050505635.1	Bacteraemia	aroE	94	CP175162.1	1006848	1007306	-	99.782	100	459	1	0	0	824	FALSE
GCA_050505635.1	Bacteraemia	aroE	100	CP175162.1	1006848	1007306	-	99.782	100	459	1	0	0	824	FALSE
GCA_050505635.1	Bacteraemia	aroE	105	CP175162.1	1006848	1007306	-	99.782	100	459	1	0	0	824	FALSE
GCA_050505635.1	Bacteraemia	aroE	106	CP175162.1	1006848	1007306	-	99.782	100	459	1	0	0	824	FALSE
GCA_050505635.1	Bacteraemia	aroE	107	CP175162.1	1006848	1007306	-	99.782	100	459	1	0	0	824	FALSE
GCA_050505635.1	Bacteraemia	aroE	114	CP175162.1	1006848	1007306	-	99.782	100	459	1	0	0	824	FALSE
GCA_050505635.1	Bacteraemia	aroE	139	CP175162.1	1006848	1007306	-	99.782	100	459	1	0	0	824	FALSE
GCA_050505635.1	Bacteraemia	aroE	140	CP175162.1	1006848	1007306	-	99.782	100	459	1	0	0	824	FALSE
